"id","name","supertype","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sv4-1","Surskit","Pokemon","50","Grass","Common","Colorless","1","","","Triple Spin","Grass","1","10x","Flip 3 coins. This attack does 10 damage for each heads.","","","","","","Fire","x2"
"sv4-2","Masquerain","Pokemon","100","Grass","Uncommon","Colorless","1","","","Daunting Eyes","Grass","1","","Flip a coin until you get tails. For each heads, shuffle an Energy attached to your opponent's Active Pokemon into their deck.","Cutting Wind","Grass, Colorless","2","70","","Fire","x2"
"sv4-4","Pansage","Pokemon","70","Grass","Common","Colorless","1","","","Call for Family","Colorless","1","","Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.","Leech Seed","Grass, Colorless, Colorless","3","30","Heal 10 damage from this Pokemon.","Fire","x2"
"sv4-5","Simisage","Pokemon","100","Grass","Uncommon","Colorless","1","Monkey Trio","If you have Simisage, Simisear, and Simipour in play, ignore all Colorless Energy in the costs of attacks used by this Pokemon.","Arm Thrust Needle","Grass, Colorless, Colorless","3","100","During your opponent's next turn, prevent all damage done to this Pokemon by attacks from Pokemon that have an Ability, except any Simisage.","","","","","","Fire","x2"
"sv4-6","Dwebble","Pokemon","60","Grass","Common","Colorless","1","","","Beat","Colorless, Colorless","2","20","","","","","","","Fire","x2"
"sv4-7","Crustle","Pokemon","130","Grass","Common","Colorless, Colorless, Colorless","3","","","Confront","Colorless, Colorless","2","50","","Crag Bash","Grass, Colorless, Colorless","3","100","During your opponent's next turn, this Pokemon takes 100 less damage from attacks from Evolution Pokemon (after applying Weakness and Resistance).","Fire","x2"
"sv4-8","Bounsweet","Pokemon","60","Grass","Common","Colorless","1","","","Quick Blow","Grass","1","10+","Flip a coin. If heads, this attack does 20 more damage.","","","","","","Fire","x2"
"sv4-9","Steenee","Pokemon","90","Grass","Uncommon","Colorless, Colorless","2","","","Spinning Attack","Grass","1","30","","Double Spin","Grass, Grass","2","40x","Flip 2 coins. This attack does 40 damage for each heads.","Fire","x2"
"sv4-10","Blipbug","Pokemon","50","Grass","Common","Colorless","1","","","Surprise Attack","Grass","1","30","Flip a coin. If tails, this attack does nothing.","","","","","","Fire","x2"
"sv4-11","Dottler","Pokemon","80","Grass","Common","Colorless, Colorless","2","","","Protect","Grass","1","","Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.","Zen Headbutt","Colorless, Colorless","2","20","","Fire","x2"
"sv4-12","Orbeetle","Pokemon","130","Grass","Uncommon","Colorless","1","","","Satellite Beam","Grass","1","30x","This attack does 30 damage for each Energy card in your opponent's discard pile.","Brain Shake","Colorless, Colorless","2","100","Your opponent's Active Pokemon is now Confused.","Fire","x2"
"sv4-13","Nymble","Pokemon","40","Grass","Common","","0","","","Gnaw","Colorless","1","10","","","","","","","Fire","x2"
"sv4-14","Nymble","Pokemon","50","Grass","Common","Colorless","1","","","Flop","Colorless, Colorless","2","30","","","","","","","Fire","x2"
"sv4-15","Toedscool","Pokemon","50","Grass","Common","Colorless","1","","","Clinging Spore","Grass","1","","Attach a Basic Grass Energy card from your hand to 1 of your Benched Pokemon.","Vine Slap","Grass, Colorless","2","30","","Fire","x2"
"sv4-16","Toedscool","Pokemon","60","Grass","Common","Colorless","1","","","Kick","Colorless, Colorless","2","20","","Absorb","Grass, Colorless, Colorless","3","40","Heal 20 damage from this Pokemon.","Fire","x2"
"sv4-17","Toedscruel","Pokemon","120","Grass","Uncommon","Colorless, Colorless","2","Slime Mold Colony","Cards in your opponent's discard pile can't be put into their hand by an effect of your opponent's Abilities or Trainer cards.","Mushroom Drain","Grass, Colorless, Colorless","3","80","Heal 30 damage from this Pokemon.","","","","","","Fire","x2"
"sv4-18","Wo-Chien","Pokemon","130","Grass","Rare","Colorless, Colorless, Colorless","3","","","Leaf Bringer","Grass","1","","Attach up to 2 Basic Grass Energy cards from your discard pile to 1 of your Pokemon.","Binding Greed","Grass, Grass, Grass, Colorless","4","140","During your opponent's next turn, attacks used by the Defending Pokemon cost ColorlessColorless more.","Fire","x2"
"sv4-19","Magby","Pokemon","30","Fire","Common","","0","","","Scorching Heater","","0","","During your opponent's next turn, if this Pokemon is damaged by an attack (even if it is Knocked Out), put 6 damage counters on the Attacking Pokemon.","","","","","","Water","x2"
"sv4-20","Pansear","Pokemon","70","Fire","Common","Colorless","1","","","Call for Family","Colorless","1","","Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.","Searing Flame","Fire, Colorless, Colorless","3","20","Your opponent's Active Pokemon is now Burned.","Water","x2"
"sv4-21","Simisear","Pokemon","100","Fire","Uncommon","Colorless","1","Monkey Trio","If you have Simisage, Simisear, and Simipour in play, ignore all Colorless Energy in the costs of attacks used by this Pokemon.","Heat Tackle","Fire, Colorless, Colorless, Colorless","4","190","This Pokemon also does 30 damage to itself.","","","","","","Water","x2"
"sv4-22","Volcanion","Pokemon","130","Fire","Rare","Colorless, Colorless","2","","","Dual Turbo","Fire","1","20","Choose up to 2 of your Benched Pokemon and attach a Basic Fire Energy card from your discard pile to each of them.","Heavy Impact","Fire, Colorless, Colorless, Colorless","4","120","","Water","x2"
"sv4-23","Fuecoco","Pokemon","80","Fire","Common","Colorless, Colorless","2","","","Live Coal","Fire","1","10","","Ram","Fire, Fire","2","30","","Water","x2"
"sv4-24","Crocalor","Pokemon","100","Fire","Uncommon","Colorless, Colorless, Colorless","3","","","Rolling Fireball","Fire, Fire","2","90","Put an Energy attached to this Pokemon into your hand.","","","","","","Water","x2"
"sv4-25","Charcadet","Pokemon","60","Fire","Common","Colorless","1","","","Protect","Colorless","1","","Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.","Magma Punch","Fire, Colorless","2","20","","Water","x2"
"sv4-26","Charcadet","Pokemon","80","Fire","Common","Colorless, Colorless","2","","","Fiery Fighting Spirit","Colorless","1","","Search your deck for a Basic Fire Energy card and attach it to this Pokemon. Then, shuffle your deck.","Knuckle Punch","Fire, Colorless, Colorless","3","50","","Water","x2"
"sv4-28","Iron Moth","Pokemon","130","Fire","Rare","Colorless, Colorless","2","Thermal Reactor","Once during your turn, when this Pokemon moves from your Bench to the Active Spot, you may move any amount of Fire Energy from your other Pokemon to it.","Heat Ray","Fire, Fire, Colorless","3","120","During your next turn, this Pokemon can't use Heat Ray.","","","","","","Water","x2"
"sv4-29","Chi-Yu","Pokemon","110","Fire","Rare","Colorless","1","","","Flare Bringer","Fire","1","","Attach up to 2 Basic Fire Energy cards from your discard pile to 1 of your Pokemon.","Megafire of Envy","Fire, Fire","2","50+","If any of your Pokemon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 90 more damage.","Water","x2"
"sv4-30","Horsea","Pokemon","60","Water","Common","Colorless","1","","","Hook","Water","1","20","","","","","","","Lightning","x2"
"sv4-31","Seadra","Pokemon","90","Water","Common","Colorless","1","","","Bubble Beam","Water, Colorless","2","50","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Lightning","x2"
"sv4-32","Kingdra","Pokemon","150","Water","Rare","Colorless","1","","","Whirltide","Water","1","","Reveal the top 6 cards of your deck. This attack does 60 damage to 1 of your opponent's Pokemon for each Energy card you find there. Then, discard those Energy cards and shuffle the other cards back into your deck. (Don't apply Weakness and Resistance for Benched Pokemon.)","Hydro Splash","Water, Colorless","2","120","","Lightning","x2"
"sv4-33","Remoraid","Pokemon","70","Water","Common","Colorless","1","","","Sprinkle Water","Colorless","1","10","","","","","","","Lightning","x2"
"sv4-34","Octillery","Pokemon","110","Water","Common","Colorless, Colorless","2","Suction Cup Draw","When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may draw 3 cards.","Smokescreen Shot","Water, Colorless","2","60","During your opponent's next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.","","","","","","Lightning","x2"
"sv4-35","Feebas","Pokemon","30","Water","Common","Colorless","1","","","Drawup Power","Water","1","","Search your deck for an Energy card, reveal it, and put it into your hand. Then, shuffle your deck.","","","","","","Lightning","x2"
"sv4-36","Milotic","Pokemon","120","Water","Rare","Colorless, Colorless","2","Lifeboat","Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, you may use this Ability. Each player puts a Basic Pokemon from their discard pile onto their Bench. (Your opponent puts a Basic Pokemon onto their Bench first.)","Hypno Splash","Water, Colorless","2","60","Your opponent's Active Pokemon is now Asleep.","","","","","","Lightning","x2"
"sv4-37","Snorunt","Pokemon","60","Water","Common","Colorless","1","","","Ice Shard","Water","1","10+","If your opponent's Active Pokemon is a Fighting Pokemon, this attack does 30 more damage.","","","","","","Metal","x2"
"sv4-39","Mantyke","Pokemon","30","Water","Common","","0","","","Buoyant Healing","","0","","Heal 120 damage from 1 of your Benched Pokemon.","","","","","","Lightning","x2"
"sv4-40","Palkia","Pokemon","130","Water","Rare","Colorless, Colorless","2","","","Teleportation Burst","Colorless, Colorless","2","30","You may switch this Pokemon with 1 of your Benched Pokemon.","Prize Count","Water, Colorless, Colorless","3","80+","If you have more Prize cards remaining than your opponent, this attack does 80 more damage.","Lightning","x2"
"sv4-41","Panpour","Pokemon","70","Water","Common","Colorless","1","","","Call for Family","Colorless","1","","Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.","Water Pulse","Water, Colorless, Colorless","3","30","Your opponent's Active Pokemon is now Asleep.","Lightning","x2"
"sv4-42","Simipour","Pokemon","100","Water","Uncommon","Colorless","1","Monkey Trio","If you have Simisage, Simisear, and Simipour in play, ignore all Colorless Energy in the costs of attacks used by this Pokemon.","Liquid Lashing","Water, Colorless, Colorless","3","50","This attack also does 30 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","","","","","","Lightning","x2"
"sv4-43","Vanillite","Pokemon","60","Water","Common","Colorless","1","","","Chilly","Water, Water","2","40","","","","","","","Metal","x2"
"sv4-44","Vanillish","Pokemon","90","Water","Common","Colorless, Colorless","2","","","Frost Smash","Water, Water","2","60","","","","","","","Metal","x2"
"sv4-45","Vanilluxe","Pokemon","150","Water","Uncommon","Colorless, Colorless","2","Frigid Room","Your opponent's Pokemon that have 40 HP or less remaining can't attack.","Icicle Missile","Water, Water","2","110","","","","","","","Metal","x2"
"sv4-47","Wimpod","Pokemon","70","Water","Common","Colorless, Colorless","2","","","Hide","Water","1","","Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.","Gnaw","Water, Colorless","2","20","","Lightning","x2"
