"id","name","supertype","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"dp1-1","Dialga","Pokemon","90","Metal","Rare Holo","Colorless, Colorless","2","","","Time Bellow","Metal","1","10","Draw a card.","Flash Cannon","Metal, Metal, Colorless","3","40","You may return all Energy cards attached to Dialga to your hand. If you do, remove the highest Stage Evolution card from the Defending Pokemon and shuffle that card into your opponent's deck.","Fire","+20"
"dp1-2","Dusknoir","Pokemon","120","Psychic","Rare Holo","Colorless, Colorless, Colorless","3","Dark Palm","Once during your turn (before your attack), if your opponent has 4 or more Benched Pokemon, you may choose 1 of them and shuffle that Pokemon and all cards attached to it into his or her deck. This power can't be used if Dusknoir if affected by a Special Condition.","Hard Feelings","Psychic, Psychic, Colorless","3","","Put 5 damage counters on the Defending Pokemon. Then, count the number of Prize cards your opponent has taken and put that many damage counters on the Defending Pokemon.","","","","","","Darkness","+30"
"dp1-3","Electivire","Pokemon","100","Lightning","Rare Holo","Colorless, Colorless, Colorless","3","Intense Voltage","As often as you like during your turn (before your attack), if Elekid is anywhere under Electivire, you may move a Lightning Energy attached to your Pokemon to Electivire. This power can't be used if Electivire is affected by a Special Condition.","Giga Impact","Lightning, Lightning, Lightning, Colorless","4","60","You may discard all Lightning Energy attached to Electivire. If you do, this attack's base damage is 120 instead of 60.","","","","","","Fighting","+20"
"dp1-4","Empoleon","Pokemon","130","Water","Rare Holo","Colorless, Colorless","2","","","Ice Blade","Water, Colorless","2","","Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Aqua Jet","Water, Water, Colorless","3","70","Flip a coin. If heads, this attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Lightning","+30"
"dp1-5","Infernape","Pokemon","100","Fire","Rare Holo","","0","","","Meteor Punch","Colorless","1","30x","Flip a coin until you get tails. This attack does 30 damage times the number of heads.","Flare Blitz","Fire, Fire","2","90","Discard all Fire Energy attached to Infernape.","Water","+30"
"dp1-6","Lucario","Pokemon","90","Fighting","Rare Holo","Colorless","1","","","Feint","Colorless","1","30","This attack's damage isn't affected by Resistance.","Aura Sphere","Fighting, Fighting","2","40","Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Psychic","+20"
"dp1-7","Luxray","Pokemon","120","Lightning","Rare Holo","Colorless","1","Gleam Eyes","Once during your turn, when you play Luxray from your hand to evolve 1 of your Pokemon, you may look at your opponent's hand. If your opponent's Bench isn't full, choose 1 Basic Pokemon from your opponent's hand, and put it onto his or her Bench. Then, switch it with the Defending Pokemon.","Lightning Star","Lightning, Lightning, Lightning, Lightning","4","80","Move all Lightning Energy attached to Luxray to 1 of your Benched Pokemon. (Ignore this effect if you don't have any Benched Pokemon.)","","","","","","Fighting","+30"
"dp1-8","Magnezone","Pokemon","120","Metal","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","Magnetize","If you have any Metal Energy attached to your Active Pokemon, the Retreat Cost for that Pokemon is 0.","Metal Blast","Metal, Colorless, Colorless","3","50+","Does 50 damage plus 10 more damage for each Metal Energy attached to Magnezone.","","","","","","Fire","+30"
"dp1-9","Manaphy","Pokemon","70","Water","Rare Holo","Colorless","1","","","Call for Family","Colorless","1","","Search your deck for a Basic Pokemon and put it onto your Bench. Shuffle your deck afterward.","Aqua Ring","Water, Water","2","30","Switch Manaphy with 1 of your Benched Pokemon.","Lightning","+20"
"dp1-10","Mismagius","Pokemon","90","Psychic","Rare Holo","Colorless","1","","","Avenge","Psychic","1","","Count the number of your Pokemon that have any damage counters on them. Put that many damage counters on the Defending Pokemon.","Psywave","Psychic, Psychic, Colorless","3","30+","Does 30 damage plus 20 more damage for each Energy attached to the Defending Pokemon.","Darkness","+20"
"dp1-11","Palkia","Pokemon","90","Water","Rare Holo","Colorless, Colorless","2","","","Spacial Rend","Water","1","10","Search your deck for a Stadium card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. If there is any Stadium card in play, discard it.","Transback","Water, Water, Colorless","3","40","You may flip a coin. If heads, discard all Energy attached to Palkia and put the Defending Pokemon and all cards attached to it on top of your opponent's deck. Your opponent shuffles his or her deck afterward.","Lightning","+20"
"dp1-12","Rhyperior","Pokemon","140","Fighting","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","Earth Fissure","Once during your turn, when you play Rhyperior from your hand to evolve 1 of your Pokemon, you may discard the top 3 cards from your opponent's deck.","Rock Wrecker","Fighting, Fighting, Colorless","3","80","This attack's damage isn't affected by Weakness or Resistance. Rhyperior can't attack during your next turn.","","","","","","Water","+30"
"dp1-13","Roserade","Pokemon","90","Grass","Rare Holo","Colorless","1","","","Poison Sting","Grass, Grass","2","30","The Defending Pokemon is now Poisoned.","Spike Whip","Grass, Grass, Colorless","3","50","If Budew is anywhere under Roserade, choose 1 of your opponent's Benched Pokemon. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Fire","+20"
