"id","name","supertype","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ecard1-1","Alakazam","Pokemon","100","Psychic","Rare Holo","Colorless, Colorless","2","Psymimic","Once during your turn, instead of Alakazam's normal attack, you may choose 1 of your opponent's Pokemon's attacks. Alakazam copies that attack including its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type that Pokemon is, Alakazam's type is still Psychic.) This power can't be used if Alakazam is affected by a Special Condition.","Syncroblast","Psychic, Colorless, Colorless","3","80","If Alakazam and the Defending Pokemon don't have the same number of Energy cards attached to them, this attack's base damage is 20 instead of 80.","","","","","","Psychic","x2"
"ecard1-2","Ampharos","Pokemon","100","Lightning","Rare Holo","Colorless, Colorless","2","Energy Connect","As often as you like during your turn (before your attack), you may take a basic Energy card attached to 1 of your Benched Pokemon and attach it to your Active Pokemon. This power can't be used if Ampharos is affected by a Special Condition.","Lightning Strike","Lightning, Lightning, Colorless, Colorless","4","40","You may discard all Lightning Energy cards attached to Ampharos. If you do, this attack's base damage is 80 instead of 40.","","","","","","Fighting","x2"
"ecard1-3","Arbok","Pokemon","70","Grass","Rare Holo","Colorless","1","","","Poison Spray","Grass","1","","The Defending Pokemon is now Poisoned.","Poison Reaction","Colorless, Colorless","2","20+","If the Defending Pokemon is Poisoned, this attack does 20 damage plus 20 more damage.","Psychic","x2"
"ecard1-4","Blastoise","Pokemon","100","Water","Rare Holo","Colorless, Colorless","2","Jet Stream","Once during your turn (before your attack), if Blastoise is your Active Pokemon, you may flip a coin. If heads, discard an Energy card attached to Blastoise, if any. Then, if there are any Energy cards attached to the Defending Pokemon, choose 1 of them and discard it. This power can't be used if Blastoise is affected by a Special Condition.","Energy Cannon","Water, Water, Colorless","3","40+","Does 40 damage plus 10 more damage for each Energy attached to Blastoise but not used to pay for this attack's Energy Cost. You can't add more than 20 damage in this way.","","","","","","Lightning","x2"
"ecard1-5","Butterfree","Pokemon","80","Grass","Rare Holo","","0","Miraculous Powder","Once during your turn (before your attack), you may remove all Special Conditions from your Active Pokemon. This power can't be used if Butterfree is affected by a Special Condition.","Spiral Drain","Grass, Colorless, Colorless","3","40","Flip a coin. If heads, remove 2 damage counters from Butterfree.","","","","","","Fire","x2"
"ecard1-6","Charizard","Pokemon","120","Fire","Rare Holo","Colorless, Colorless, Colorless","3","Burning Energy","Once during your turn (before your attack), you may turn all basic Energy attached to all of your Pokemon into Fire Energy for the rest of the turn. This power can't be used if Charizard is affected by a Special Condition.","Scorching Whirlwind","Fire, Fire, Fire, Fire","4","120","Flip 2 coins. If 1 of them is tails, discard 2 Energy cards attached to Charizard. If both are tails, discard all Energy cards attached to Charizard.","","","","","","Water","x2"
"ecard1-7","Clefable","Pokemon","70","Colorless","Rare Holo","Colorless","1","Moonlight","Once during your turn (before your attack), you may put a card from your hand back on your deck. If you do, search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. This power can't be used if Clefable is affected by a Special Condition.","Doubleslap","Colorless, Colorless","2","20x","Flip 2 coins. This attack does 20 times the number of heads.","","","","","","Fighting","x2"
"ecard1-8","Cloyster","Pokemon","80","Water","Rare Holo","Colorless, Colorless","2","","","Lick","Colorless, Colorless","2","10","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Auto Fire","Water, Colorless, Colorless","3","20x","Flip 4 coins. This attack does 20 damage times the number of heads.","Metal","x2"
"ecard1-9","Dragonite","Pokemon","100","Colorless","Rare Holo","Colorless, Colorless","2","Tailwind","Once during your turn (before your attack), if Dragonite is on your Bench, you may reduce your Active Pokemon's Retreat Cost to 0.","Dragon Tail","Lightning, Water, Fighting","3","40x","Flip 2 coins. This attack does 40 damage times the number of heads.","","","","","",,
"ecard1-10","Dugtrio","Pokemon","70","Fighting","Rare Holo","Colorless","1","","","Mud Slap","Fighting","1","20","","Magnitude","Fighting, Colorless, Colorless","3","40","Does 10 damage to each Benched Pokemon (yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.)","Grass","x2"
"ecard1-11","Fearow","Pokemon","70","Colorless","Rare Holo","","0","","","Clutch","Colorless, Colorless","2","20","The Defending Pokemon can't retreat during your opponent's next turn.","Supersonic Flight","Colorless, Colorless, Colorless","3","50","Flip a coin. If tails, this attack does nothing.","Lightning","x2"
"ecard1-12","Feraligatr","Pokemon","120","Water","Rare Holo","Colorless, Colorless, Colorless","3","Major Tsunami","Once during your turn (before your attack), if Feraligatr is your Active Pokemon and if your opponent has any Benched Pokemon, your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon. Either way, if you have any Benched Pokemon, switch Feraligatr with 1 of them. This power can't be used if Feraligatr is affected by a Special Condition.","Rending Jaws","Water, Water, Colorless, Colorless","4","70","If here are no damage counters on the Defending Pokemon, this attack's base damage is 40 instead of 70.","","","","","","Lightning","x2"
"ecard1-13","Gengar","Pokemon","90","Psychic","Rare Holo","Colorless","1","Chaos Move","Once during your turn (before your attack), if your opponent has 3 or fewer Prizes, you may move 1 damage counter from 1 Pokemon (yours or your opponent's) to another (even if it would Knock Out the other Pokemon). This power can't be used if Gengar is affected by a Special Condition.","Hide in Shadows","Psychic, Psychic, Colorless","3","40","Switch Gengar with 1 of your Benched Pokemon, if any.","","","","","","Darkness","x2"
"ecard1-14","Golem","Pokemon","100","Fighting","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","Rock Body","All damage done by attacks to Golem is reduced by 10 (after applying Weakness and Resistance).","Rock Tumble","Fighting, Fighting, Colorless, Colorless","4","60","Don't apply Resistance.","","","","","","Water","x2"
"ecard1-15","Kingler","Pokemon","80","Water","Rare Holo","Colorless, Colorless","2","","","Bubble","Water","1","10","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Giant Claw","Water, Water, Colorless","3","70","Flip a coin. If tails, this attack does nothing.","Lightning","x2"
"ecard1-16","Machamp","Pokemon","120","Fighting","Rare Holo","Colorless, Colorless","2","Terraforming","Once during your turn (before your attack), you may look at the top 4 cards of your deck and rearrange them as you like. This power can't be used if Machamp is affected by a Special Condition.","Iron Fist","Fighting, Fighting, Colorless, Colorless","4","50+","Count the number of Pokemon you have in play with damage counters on them. Flip a coin. If heads, this attack does 50 damage plus 10 more damage for each of those Pokemon.","","","","","","Psychic","x2"
"ecard1-17","Magby","Pokemon","30","Fire","Rare Holo","Colorless","1","","","Energy Catch","Fire","1","","Flip a coin. If heads, put a basic Energy card from your discard pile into your hand.","","","","","",,
"ecard1-18","Meganium","Pokemon","100","Grass","Rare Holo","Colorless, Colorless","2","Soothing Aroma","Once during your turn (before your attack), you may flip a coin. If heads, remove 1 damage counter from each of your Pokemon that has any. This power can't be used if Meganium is affected by a Special Condition.","Poisonpowder","Grass, Grass, Colorless, Colorless","4","40","The Defending Pokemon is now Poisoned.","","","","","","Fire","x2"
"ecard1-19","Mew","Pokemon","50","Psychic","Rare Holo","Colorless","1","","","Super Psywave","Psychic, Colorless","2","","Choose 1 of your opponent's Pokemon. Count the number of Energy cards attached to that Pokemon. Put that many damage counters on the Pokemon.","","","","","","Psychic","x2"
"ecard1-20","Mewtwo","Pokemon","70","Psychic","Rare Holo","Colorless, Colorless","2","","","Hypnosis","Colorless","1","","Flip a coin. If heads, the Defending Pokemon is now Asleep.","Psychic","Psychic, Psychic, Colorless","3","20+","This attack does 20 damage plus 10 more damage for each Energy card attached to the Defending Pokemon.","Psychic","x2"
"ecard1-21","Ninetales","Pokemon","80","Fire","Rare Holo","Colorless","1","","","Mislead","Fire, Colorless","2","","Flip 2 coins. If either of them is heads, the Defending Pokemon is now Confused.","Ethereal Flame","Colorless, Colorless, Colorless","3","","Discard all Fire Energy cards attached to Ninetales. This attack does 30 damage plus 20 more damage for each card discarded this way.","Water","x2"
"ecard1-22","Pichu","Pokemon","30","Lightning","Rare Holo","Colorless","1","","","Energy Patch","Lightning","1","","Take a basic Energy card attached to 1 of your Pokemon and attach it to another of your Pokemon.","","","","","",,
"ecard1-23","Pidgeot","Pokemon","80","Colorless","Rare Holo","","0","Beating Wings","Once during your turn (before your attack), if Pidgeot is your Active Pokemon, you may shuffle 1 of your Benched Pokemon and all cards attached to it into your deck. This power can't be used if Pidgeot is affected by a Special Condition.","Sharp Beak","Colorless, Colorless, Colorless","3","20+","Flip a coin. If heads, this attack does 20 damage plus 30 more damage.","","","","","","Lightning","x2"
