"id","name","supertype","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"neo3-1","Ampharos","Pokemon","90","Lightning","Rare Holo","Colorless, Colorless, Colorless","3","","","Attract Current","Lightning","1","20","Flip 3 coins. For each heads, you may search your deck for a Lightning Energy card and attach it to 1 of your Lightning Pokemon. Shuffle your deck afterward.","Gigavolt","Lightning, Lightning, Lightning, Colorless","4","40+","Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, this attack does 40 damage and the Defending Pokemon is now Paralyzed.","Fighting","x2"
"neo3-2","Blissey","Pokemon","120","Colorless","Rare Holo","Colorless, Colorless","2","Softboiled","When you play Blissey from your hand, you may flip a coin. If heads, remove 8 damage counters from Blissey. If tails, remove 4 damage counters from Blissey. Either way, if Blissey has fewer damage counters than that, remove all of them.","Body Slam","Colorless, Colorless, Colorless, Colorless","4","30","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","","","","","","Fighting","x2"
"neo3-3","Celebi","Pokemon","50","Psychic","Rare Holo","Colorless","1","Time Travel","If an opponent's attack would Knock Out Celebi, flip a coin. If heads, Celebi isn't Knocked Out and you shuffle it and all cards attached to it into your deck. This power doesn't work if Celebi is already Asleep, Confused, or Paralyzed.","Psychic Damage","Psychic","1","","Flip 3 coins. For each heads, put 1 damage counter on the Defending Pokemon.","","","","","","Psychic","x2"
"neo3-4","Crobat","Pokemon","90","Grass","Rare Holo","","0","","","Triggered Poison","Grass","1","20","If your opponent attaches an Energy card to the Defending Pokemon during his or her next turn, that Pokemon becomes Poisoned.","Cross Attack","Grass, Grass, Colorless","3","20x","Flip 4 coins. This attack does 20 damage times the number of heads. If you get 2 or more heads, the Defending Pokemon is now Confused.","Psychic","x2"
"neo3-5","Delibird","Pokemon","60","Colorless","Rare Holo","Colorless","1","","","Present","Colorless, Colorless","2","","Flip 3 coins. If exactly 1 is heads, this attack does 40 damage. If exactly 2 are heads, remove 3 damage counters from the Defending Pokemon. If the Defending Pokemon has fewer damage counters than that, remove all of them. If all 3 are heads, this attack does 60 damage. If all 3 are tails, remove all damage counters from the Defending Pokemon.","","","","","","Lightning","x2"
"neo3-6","Entei","Pokemon","80","Fire","Rare Holo","Colorless","1","Howl","When you play Entei from your hand, you may discard the top 5 cards of your deck. (If you have fewer cards in your deck than that, discard all of them.) If any of those are Fire Energy cards, attach them to any of your Fire Pokemon of your choice. Using this power ends your turn.","Searing Flames","Fire, Fire, Fire","3","60","Discard 2 Fire Energy cards attached to Entei or this attack does nothing.","","","","","","Water","x2"
"neo3-7","Ho-oh","Pokemon","90","Fire","Rare Holo","Colorless, Colorless","2","","","Stoke","Fire","1","","You may search your deck for a Fire Energy card and attach it to Ho-Oh. Shuffle your deck afterward.","Sacred Fire","Fire, Fire, Fire","3","","Flip a coin. If heads, choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. Don't apply Weakness and Resistance.","Water","x2"
"neo3-8","Houndoom","Pokemon","70","Darkness","Rare Holo","Colorless","1","","","Dark Flame","Fire","1","20","Discard 1 Fire Energy card attached to Houndoom or this attack does nothing. If there are any Darkness Energy cards in your discard pile, attach 1 of them to Houndoom.","Black Fang","Darkness, Colorless, Colorless","3","30+","Flip a number of coins equal to the number of Darkness Energy attached to Houndoom. This attack does 30 damage plus 10 more damage for each heads.",,
"neo3-9","Jumpluff","Pokemon","70","Grass","Rare Holo","","0","","","Evolutionary Spore","Grass","1","","Choose any number of your Hoppips and Skiplooms. Then, for each Pokemon you chose in this way, you may search your deck for a card that evolves from that Pokemon and attach it to that Pokemon. (This counts as evolving those Pokemon.) Shuffle your deck afterward.","Solarbeam","Grass","1","30","","Fire","x2"
"neo3-10","Magneton","Pokemon","80","Metal","Rare Holo","Colorless, Colorless","2","Electromagnetic Power","As often as you like during your turn (before your attack), you may take 1 Energy card attached to 1 of your Magnemites, Magnetons, or Dark Magnetons and attach it to a different 1 of your Magnemites, Magnetons, and Dark Magnetons. This power can't be used if Magneton is Asleep, Confused, or Paralyzed.","Plasma","Lightning, Lightning, Colorless","3","30","If there are any Lightning Energy cards in your discard pile, attach 1 of them to Magneton.","","","","","","Fire","x2"
"neo3-11","Misdreavus","Pokemon","50","Psychic","Rare Holo","Colorless","1","","","Night Eyes","Psychic","1","","The Defending Pokemon is now Asleep.","Perish Song","Psychic, Psychic, Psychic","3","","If the Defending Pokemon is Asleep and was attacked with Night Eyes during your last turn, it is Knocked Out.",,
"neo3-12","Porygon2","Pokemon","70","Colorless","Rare Holo","Colorless","1","Energy Converter","Once during your turn (before your attack), you may choose 1 basic Energy card attached to 1 of your Pokemon and choose an Energy type. Treat that Energy card as that type until the end of your turn. This power can't be used if Porygon2 is Asleep, Confused, or Paralyzed. If Porygon2 becomes Asleep, Confused, or Paralyzed, the Energy card goes back to its original type.","Delta Beam","Colorless, Colorless, Colorless","3","20","Flip a coin. If heads, choose whether the Defending Pokemon becomes Asleep, Confused, or Paralyzed.","","","","","","Fighting","x2"
"neo3-13","Raikou","Pokemon","80","Lightning","Rare Holo","Colorless","1","Lightning Burst","Whenever you attach a Lightning Energy card from your hand to Raikou, if your opponent has any Benched Pokemon, he or she chooses 1 of them and switches it with the Defending Pokemon. This power stops working while Raikou is Asleep, Confused, or Paralyzed.","Lightning Tackle","Lightning, Lightning, Lightning","3","50","Flip a coin. If tails, Raikou does 20 damage to itself.","","","","","","Fighting","x2"
"neo3-14","Suicune","Pokemon","70","Water","Rare Holo","Colorless","1","Crystal Body","Prevent all effects of your opponent's attacks, other than damage, done to Suicune. This power stops working while Suicune is Asleep, Confused, or Paralyzed.","Aurora Wave","Water, Water, Water","3","30","Flip 2 coins. If both are heads, the Defending Pokemon is now Paralyzed. If only 1 is heads, the Defending Pokemon is now Asleep.","","","","","","Lightning","x2"
