"id","name","supertype","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sm5-1","Exeggcute","Pokemon","50","Grass","Common","Colorless","1","","","Continuous Eggsplosion","Grass","1","20x","Flip a coin until you get tails. This attack does 20 damage for each heads.","","","","","","Fire","x2"
"sm5-2","Yanma","Pokemon","70","Grass","Common","Colorless","1","","","Super Speed","Colorless, Colorless","2","20","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.","","","","","","Lightning","x2"
"sm5-3","Yanmega","Pokemon","120","Grass","Uncommon","Colorless","1","","","Supersonic","Grass","1","30","Your opponent's Active Pokemon is now Confused.","Cutting Wind","Colorless, Colorless, Colorless, Colorless","4","120","","Lightning","x2"
"sm5-4","Roselia","Pokemon","70","Grass","Common","Colorless","1","","","Petal Dance","Grass, Colorless","2","30x","Flip 3 coins. This attack does 30 damage for each heads. This Pokemon is now Confused.","","","","","","Fire","x2"
"sm5-5","Roserade","Pokemon","100","Grass","Rare","Colorless","1","","","Inviting Poison","Grass","1","","Switch 1 of your opponent's Benched Pokemon with their Active Pokemon. The new Active Pokemon is now Poisoned.","Flower Tornado","Grass, Grass, Colorless","3","100","Move any number of Grass Energy from your Pokemon to your other Pokemon in any way you like.","Fire","x2"
"sm5-6","Turtwig","Pokemon","70","Grass","Common","Colorless, Colorless","2","","","Synthesis","Grass","1","","Search your deck for a Grass Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.","Headbutt Bounce","Grass, Colorless","2","30","","Fire","x2"
"sm5-7","Turtwig","Pokemon","80","Grass","Common","Colorless, Colorless","2","","","Tackle","Colorless, Colorless","2","20","","Razor Leaf","Grass, Grass, Colorless","3","50","","Fire","x2"
"sm5-8","Grotle","Pokemon","110","Grass","Uncommon","Colorless, Colorless, Colorless, Colorless","4","","","Mega Drain","Grass, Colorless","2","30","Heal 30 damage from this Pokemon.","Razor Leaf","Grass, Grass, Grass, Colorless","4","80","","Fire","x2"
"sm5-9","Torterra","Pokemon","180","Grass","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","","","Giga Drain","Grass, Grass, Colorless","3","50","Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.","Earthquake","Grass, Grass, Grass, Colorless","4","180","This attack does 20 damage to each of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Fire","x2"
"sm5-10","Cherubi","Pokemon","50","Grass","Common","Colorless","1","","","Surprise Attack","Grass","1","30","Flip a coin. If tails, this attack does nothing.","","","","","","Fire","x2"
"sm5-11","Cherrim","Pokemon","80","Grass","Uncommon","Colorless","1","Weather Guard","Your Grass Pokemon have no Weakness.","Seed Bomb","Grass","1","30","","","","","","","Fire","x2"
"sm5-12","Carnivine","Pokemon","90","Grass","Common","Colorless","1","","","Chomp Chomp","Colorless, Colorless","2","20","Heal 20 damage from this Pokemon.","Loom Over","Grass, Grass","2","90-","This attack does 10 less damage for each damage counter on this Pokemon.","Fire","x2"
"sm5-14","Mow Rotom","Pokemon","90","Grass","Rare","Colorless","1","Roto Motor","If you have 9 or more Pokemon Tool cards in your discard pile, ignore all Energy in the attack cost of each of this Pokemon's attacks.","Special Mow","Grass, Colorless, Colorless","3","60","Discard a Special Energy from your opponent's Active Pokemon.","","","","","","Fire","x2"
"sm5-15","Shaymin","Pokemon","80","Grass","Rare Holo","Colorless","1","","","Coax","Colorless","1","","Search your deck for up to 3 Basic Pokemon of different types and put them onto your Bench. Then, shuffle your deck.","Soothing Scent","Grass, Colorless","2","30","Your opponent's Active Pokemon is now Asleep.","Fire","x2"
"sm5-16","Dewpider","Pokemon","60","Grass","Common","Colorless","1","","","Bubble","Grass","1","10","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fire","x2"
"sm5-17","Araquanid","Pokemon","100","Grass","Rare","Colorless, Colorless","2","Water Bubble","Prevent all damage done to this Pokemon by attacks from your opponent's Fire Pokemon.","Aqua Edge","Grass, Colorless, Colorless","3","70","","","","","","","Fire","x2"
