"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Ability","Attacks"
"sv3-1","Oddish","Pokemon","Basic","50","Grass","1","Common","","Feelin' Fine: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Draw a card. | Stampede: Cost=[Grass], EnergyCost=[1], Damage=10, Text="
"sv3-2","Gloom","Pokemon","Stage 1","80","Grass","2","Common","","Inviting Scent: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Switch in 1 of your opponent's Benched Pokemon to the Active Spot. | Leaf Step: Cost=[Grass], EnergyCost=[1], Damage=20, Text="
"sv3-3","Bellossom","Pokemon","Stage 2","130","Grass","1","Uncommon","","Sleep Powder: Cost=[Colorless], EnergyCost=[1], Damage=30, Text=Your opponent's Active Pokemon is now Asleep. | Powerful Dance: Cost=[Grass], EnergyCost=[1], Damage=90×, Text=Flip a coin for each Energy attached to this Pokemon. This attack does 90 damage for each heads."
"sv3-4","Scyther","Pokemon","Basic","80","Grass","1","Common","","Agility: Cost=[Colorless], EnergyCost=[1], Damage=10, Text=Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon. | Cut: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=20, Text="
"sv3-5","Shuckle","Pokemon","Basic","80","Grass","1","Common","","Berry Scent: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck. | Guard Press: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=30, Text=During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance)."
"sv3-6","Surskit","Pokemon","Basic","60","Grass","1","Common","","Lunge: Cost=[Colorless], EnergyCost=[1], Damage=20, Text=Flip a coin. If tails, this attack does nothing."
"sv3-7","Masquerain","Pokemon","Stage 1","100","Grass","1","Uncommon","","Panic-Prompting Pattern: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Flip a coin until you get tails. For each heads, discard a random card from your opponent's hand. | Bug Buzz: Cost=[Grass, Colorless], EnergyCost=[2], Damage=70, Text="
"sv3-8","Combee","Pokemon","Basic","50","Grass","1","Common","","Share: Cost=[Grass], EnergyCost=[1], Damage=, Text=Heal 20 damage from 1 of your Benched Pokemon. | Ram: Cost=[Grass, Grass], EnergyCost=[2], Damage=20, Text="
"sv3-9","Foongus","Pokemon","Basic","50","Grass","1","Common","","Enticing Pattern: Cost=[Grass], EnergyCost=[1], Damage=, Text=Search your deck for a Basic Grass Pokemon and put it onto your Bench. Then, shuffle your deck. | Beat: Cost=[Grass, Colorless], EnergyCost=[2], Damage=20, Text="
"sv3-10","Amoonguss","Pokemon","Stage 1","110","Grass","2","Uncommon","","Dangerous Spores: Cost=[Grass, Colorless], EnergyCost=[2], Damage=60, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed and Poisoned."
"sv3-11","Phantump","Pokemon","Basic","60","Grass","1","Common","","Branch Poke: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=20, Text="
"sv3-12","Trevenant","Pokemon","Stage 1","140","Grass","3","Uncommon","Forest Miasma: Effect=[During Pokemon Checkup, if this Pokemon is in the Active Spot, put 1 damage counter on your opponent's Active Pokemon.]","Lock Up: Cost=[Colorless, Colorless, Colorless], EnergyCost=[3], Damage=100, Text=During your opponent's next turn, the Defending Pokemon can't retreat."
"sv3-13","Rowlet","Pokemon","Basic","70","Grass","1","Common","","Razor Wing: Cost=[Grass], EnergyCost=[1], Damage=20, Text="
"sv3-14","Dartrix","Pokemon","Stage 1","90","Grass","1","Uncommon","","Shoot Through: Cost=[Grass, Colorless], EnergyCost=[2], Damage=40, Text=This attack also does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"sv3-16","Bounsweet","Pokemon","Basic","60","Grass","1","Common","","Stampede: Cost=[Grass], EnergyCost=[1], Damage=10, Text= | Reckless Charge: Cost=[Grass, Grass], EnergyCost=[2], Damage=30, Text=This Pokemon also does 10 damage to itself."
"sv3-17","Steenee","Pokemon","Stage 1","90","Grass","1","Common","","Aromatherapy: Cost=[Grass], EnergyCost=[1], Damage=, Text=Heal 30 damage from each of your Pokemon. | Razor Leaf: Cost=[Grass, Grass], EnergyCost=[2], Damage=60, Text="
"sv3-18","Tsareena","Pokemon","Stage 2","160","Grass","2","Uncommon","","Queenly Heel: Cost=[Grass], EnergyCost=[1], Damage=60, Text=During your opponent's next turn, Pokemon can't be played from your opponent's hand to evolve the Defending Pokemon. | Spinning Kick: Cost=[Grass, Grass], EnergyCost=[2], Damage=160, Text=This Pokemon also does 20 damage to itself."
