"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Ability","Attacks"
"sm10-2","Caterpie","Pokemon","Basic","40","Grass","1","Common","Pupate: Effect=[Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.]","Hook: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=10, Text="
"sm10-3","Metapod","Pokemon","Stage 1","70","Grass","3","Uncommon","Emerge: Effect=[Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.]","Bug Bite: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=30, Text="
"sm10-4","Butterfree","Pokemon","Stage 2","130","Grass","1","Rare","","Triple Charge: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Search your deck for up to 3 basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck. | Solar Beam: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=70, Text="
"sm10-5","Oddish","Pokemon","Basic","50","Grass","1","Common","","Stun Spore: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | Seed Bomb: Cost=[Grass, Colorless], EnergyCost=[2], Damage=20, Text="
"sm10-6","Oddish","Pokemon","Basic","60","Grass","1","Common","","Hook: Cost=[Grass], EnergyCost=[1], Damage=10, Text="
"sm10-7","Gloom","Pokemon","Stage 1","80","Grass","2","Uncommon","Irresistible Aroma: Effect=[Once during your turn (before your attack), if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokemon you find there onto their Bench.]","Drool: Cost=[Grass, Colorless], EnergyCost=[2], Damage=30, Text="
"sm10-8","Vileplume","Pokemon","Stage 2","140","Grass","3","Rare Holo","Varied Pollen: Effect=[Once during your turn (before your attack), you may flip a coin. If heads, choose Asleep, Burned, Confused, or Poisoned. Your opponent's Active Pokemon is now affected by that Special Condition.]","Giant Bloom: Cost=[Grass, Grass, Colorless], EnergyCost=[3], Damage=90, Text=Heal 30 damage from this Pokemon."
"sm10-9","Venonat","Pokemon","Basic","60","Grass","1","Common","","Radar Eyes: Cost=[Grass], EnergyCost=[1], Damage=, Text=Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck. | Flop: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=20, Text="
"sm10-10","Venonat","Pokemon","Basic","60","Grass","1","Common","","Psybeam: Cost=[Grass], EnergyCost=[1], Damage=10, Text=Your opponent's Active Pokemon is now Confused."
"sm10-11","Venomoth","Pokemon","Stage 1","90","Grass","","Rare","","Assassin Flight: Cost=[Colorless], EnergyCost=[1], Damage=, Text=You can use this attack only if your opponent's Active Pokemon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Poison Powder: Cost=[Grass], EnergyCost=[1], Damage=30, Text=Your opponent's Active Pokemon is now Poisoned."
"sm10-13","Bellsprout","Pokemon","Basic","50","Grass","1","Common","","Razor Leaf: Cost=[Grass], EnergyCost=[1], Damage=20, Text="
"sm10-14","Weepinbell","Pokemon","Stage 1","80","Grass","2","Uncommon","","Burning Venom: Cost=[Grass], EnergyCost=[1], Damage=, Text=Your opponent's Active Pokemon is now Burned and Poisoned. | Ram: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=30, Text="
"sm10-15","Victreebel","Pokemon","Stage 2","140","Grass","2","Rare","","Reactive Poison: Cost=[Grass], EnergyCost=[1], Damage=10+, Text=This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokemon. | Gastro Acid: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=90, Text=The Defending Pokemon has no Abilities until the end of your next turn."
