"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"xy7-1","Oddish","Pokemon","Basic","50","Grass","1","Common","Trip Over: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 more damage."
"xy7-2","Gloom","Pokemon","Stage 1","80","Grass","1","Uncommon","Drool: Cost=[], Damage=20, Text="
"xy7-3","Vileplume","Pokemon","Stage 2","130","Grass","3","Rare","Solar Beam: Cost=[], Damage=70, Text="
"xy7-4","Bellossom","Pokemon","Stage 2","120","Grass","1","Uncommon","Windmill: Cost=[], Damage=20, Text=Switch this Pokemon with 1 of your Benched Pokemon. | Flower Tornado: Cost=[], Damage=60, Text=Move as many Grass Energy attached to your Pokemon to your other Pokemon in any way you like."
"xy7-5","Spinarak","Pokemon","Basic","50","Grass","1","Common","String Shot: Cost=[], Damage=, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed."
"xy7-6","Ariados","Pokemon","Stage 1","70","Grass","1","Uncommon","Impound: Cost=[], Damage=30, Text=The Defending Pokemon can't retreat during your opponent's next turn."
"xy7-9","Combee","Pokemon","Basic","40","Grass","1","Common","Bug Bite: Cost=[], Damage=10, Text="
"xy7-10","Vespiquen","Pokemon","Stage 1","90","Grass","","Uncommon","Intelligence Gathering: Cost=[], Damage=10, Text=You may draw cards until you have 6 cards in your hand. | Bee Revenge: Cost=[], Damage=20+, Text=This attack does 10 more damage for each Pokemon in your discard pile."
"xy7-11","Vespiquen","Pokemon","Stage 1","90","Grass","1","Rare","Bee Drain: Cost=[], Damage=20, Text=Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon. | Fury Swipes: Cost=[], Damage=30×, Text=Flip 3 coins. This attack does 30 damage times the number of heads."
"xy7-12","Virizion","Pokemon","Basic","110","Grass","1","Rare Holo","Bail Out: Cost=[], Damage=, Text=Put 2 Pokemon from your discard pile into your hand. | Prize Count: Cost=[], Damage=40+, Text=If you have more Prize cards left than your opponent, this attack does 80 more damage."
"xy7-13","Flareon","Pokemon","Stage 1","90","Fire","1","Uncommon","Heat Breath: Cost=[], Damage=60+, Text=Flip a coin. If heads, this attack does 20 more damage."
"xy7-14","Entei","Pokemon","Basic","120","Fire","2","Rare","Burning Roar: Cost=[], Damage=, Text=Discard the top 4 cards of your deck. If any of those cards are Fire Energy cards, attach them to your Pokemon in any way you like. | Combat Blaze: Cost=[], Damage=20+, Text=This attack does 20 more damage for each of your opponent's Benched Pokemon."
"xy7-15","Entei","Pokemon","Basic","130","Fire","2","Rare Holo","Flame Screen: Cost=[], Damage=30, Text=During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 30 (after applying Weakness and Resistance). | Heat Tackle: Cost=[], Damage=130, Text=Flip a coin. If tails, this Pokemon does 30 damage to itself."
"xy7-16","Larvesta","Pokemon","Basic","70","Fire","2","Common","Combustion: Cost=[], Damage=30, Text="
"xy7-17","Volcarona","Pokemon","Stage 1","100","Fire","1","Rare Holo","Solar Birth: Cost=[], Damage=, Text=Search your deck for a Basic Pokemon and put it onto your Bench. Then, search your deck for up to 2 basic Energy cards and attach them to that Pokemon. Shuffle your deck afterward. | Flamethrower: Cost=[], Damage=60, Text=Discard an Energy attached to this Pokemon."
"xy7-18","Volcarona","Pokemon","Stage 1","110","Fire","2","Rare","Burning Scales: Cost=[], Damage=20+, Text=Flip 2 coins. This attack does 20 more damage for each heads. | Wind Wheel: Cost=[], Damage=80, Text=Your opponent switches his or her Active Pokemon with 1 of his or her Benched Pokemon."
"xy7-19","Magikarp","Pokemon","Basic","30","Water","1","Common","Epic Splash: Cost=[], Damage=30, Text=Flip 2 coins. If either of them is tails, this attack does nothing."
"xy7-20","Gyarados","Pokemon","Stage 1","130","Water","3","Rare","Berserker Splash: Cost=[], Damage=80, Text=This attack does 10 damage to each Benched Pokemon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.) | Aqua Tail: Cost=[], Damage=90+, Text=Flip a coin for each Water Energy attached to this Pokemon. This attack does 30 more damage for each heads."
"xy7-21","Gyarados","Pokemon","Stage 1","130","Water","3","Rare Holo","Full Retaliation: Cost=[], Damage=30+, Text=This attack does 30 more damage for each damage counter on each of your Benched Magikarp. | Thrash: Cost=[], Damage=100+, Text=Flip a coin. If heads, this attack does 30 more damage. If tails, this Pokemon does 30 damage to itself."
"xy7-22","Vaporeon","Pokemon","Stage 1","90","Water","2","Uncommon","Hydro Splash: Cost=[], Damage=70, Text="
"xy7-23","Relicanth","Pokemon","Basic","90","Water","1","Common","Deep Sea Search: Cost=[], Damage=, Text=Search your deck for up to 2 Pokemon Tool cards, reveal them, and put them into your hand. Shuffle your deck afterward. | Take Down: Cost=[], Damage=30, Text=This Pokemon does 10 damage to itself."
"xy7-24","Regice","Pokemon","Basic","120","Water","3","Rare","Ice Beam: Cost=[], Damage=30, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed. | Resistance Blizzard: Cost=[], Damage=70, Text=During your opponent's next turn, prevent all effects of attacks, including damage, done to this Pokemon by Pokemon-EX."
"xy7-26","Jolteon","Pokemon","Stage 1","90","Lightning","","Rare Holo","Thunder Blast: Cost=[], Damage=80, Text=Discard an Energy attached to this Pokemon."
"xy7-29","Rotom","Pokemon","Basic","70","Lightning","1","Uncommon","Electro Ball: Cost=[], Damage=20, Text= | Electric Mischief: Cost=[], Damage=, Text=Flip 3 coins. For each heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck."
"xy7-30","Unown","Pokemon","Basic","60","Psychic","1","Common","Hidden Power: Cost=[], Damage=10, Text="
"xy7-31","Baltoy","Pokemon","Basic","60","Psychic","1","Common","Slap: Cost=[], Damage=10, Text= | Spinning Attack: Cost=[], Damage=20, Text="
"xy7-32","Baltoy","Pokemon","Basic","60","Psychic","1","Common","Future Spin: Cost=[], Damage=, Text=Look at the top 3 cards of either player's deck and put them back on top of that player's deck in any order."
