"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"ecard3-1","Aerodactyl","Pokemon","Stage 1","70","Fighting","1","Rare","Rising Lunge: Cost=[], Damage=20+, Text=Flip a coin. If heads, this attack does 20 damage plus 20 more damage."
"ecard3-2","Alakazam","Pokemon","Stage 2","100","Psychic","2","Rare","Psychic: Cost=[], Damage=30+, Text=This attack does 30 damage plus 10 more damage for each Energy card attached to the Defending Pokemon."
"ecard3-3","Arcanine","Pokemon","Stage 1","80","Fire","2","Rare","Shake: Cost=[], Damage=10, Text=Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon, if any. | White Flames: Cost=[], Damage=70, Text=Discard all Fire Energy cards attached to Arcanine."
"ecard3-4","Articuno","Pokemon","Basic","80","Water","2","Rare","Freeze Solid: Cost=[], Damage=10, Text=If there are any Water Energy cards in your discard pile, flip a coin. If heads, attach 1 of them to Articuno. | Ice Cyclone: Cost=[], Damage=50, Text=Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. If tails, this attack does 10 damage to each of your Pokemon in play. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard3-5","Beedrill","Pokemon","Stage 2","80","Grass","","Rare","Needle Rush: Cost=[], Damage=10+, Text=Flip 4 coins. If you get 1 heads, this attack does 10 damage plus 10 more damage. If you get 2 heads, this attack does 10 damage plus 20 more damage. If you get 3 heads, this attack does 10 damage plus 50 more damage. If you get 4 heads, this attack does 10 damage plus 90 more damage."
"ecard3-6","Crobat","Pokemon","Stage 2","90","Grass","","Rare","Double Cross: Cost=[], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads. If both of them are tails, the Defending Pokemon is now Confused and Poisoned."
"ecard3-7","Dewgong","Pokemon","Stage 1","80","Water","2","Rare","Freeze Lock: Cost=[], Damage=20, Text=Flip a coin. If heads, your opponent can't attach Energy cards from his or her hand to his or her Active Pokemon during his or her next turn. | Crushing Ice: Cost=[], Damage=40+, Text=This attack does 40 damage plus 10 more damage for each Colorless Energy in the Defending Pokemon's Retreat Cost. Damage is calculated using the Defending Pokemon's Retreat Cost after applying effects to the Retreat Cost."
"ecard3-8","Flareon","Pokemon","Stage 1","70","Fire","1","Rare","Singe: Cost=[], Damage=, Text=The Defending Pokemon is now Burned. | Burn Booster: Cost=[], Damage=40+, Text=Discard an Energy card attached to Flareon in order to use this attack. If the discarded card is a Fire Energy card, this attack does 40 damage plus 10 more damage."
"ecard3-9","Forretress","Pokemon","Stage 1","70","Metal","2","Rare","Spinning Blow: Cost=[], Damage=20×, Text=Flip 2 coins. This attack does 20 damage times the number of heads. If both coins are heads, switch Forretress with 1 of your Benched Pokemon. | Scatterbomb: Cost=[], Damage=40, Text=Flip 2 coins. For each heads, do 10 damage to each of your opponent's Benched Pokemon. For each tails, do 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"ecard3-10","Gengar","Pokemon","Stage 2","100","Psychic","2","Rare","Hydrokinesis: Cost=[], Damage=40, Text=Flip a coin. If heads, the Defending Pokemon is now Burned. If tails, the Defending Pokemon is now Confused."
"ecard3-11","Gyarados","Pokemon","Stage 1","90","Water","2","Rare","Dragon's Vengeance: Cost=[], Damage=50, Text=If Gyarados has 7 or more damage counters on it, this attack's base damage is 100."
"ecard3-12","Houndoom","Pokemon","Stage 1","70","Darkness","1","Rare","Ambush: Cost=[], Damage=10+, Text=Flip a coin. If heads, this attack does 10 damage plus 20 more damage. | Lonely Fang: Cost=[], Damage=30+, Text=This attack does 30 damage plus 20 damage times the number of your opponent's Benched Pokemon minus the number of your Benched Pokemon. (For example, if your opponent has 3 Benched Pokemon and you have 1, this attack will do 30 damage plus 40 more damage.)"
"ecard3-13","Jolteon","Pokemon","Stage 1","70","Lightning","","Rare","Thundershock: Cost=[], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Thunderspark: Cost=[], Damage=40, Text=This attack does 10 damage to each Benched Pokemon with at least 1 Energy card attached to it (yours and your opponent's)."
"ecard3-14","Kabutops","Pokemon","Stage 2","90","Fighting","2","Rare","Dual Cut: Cost=[], Damage=50×, Text=Flip 2 coins. This attack does 50 damage times the number of heads."
"ecard3-15","Ledian","Pokemon","Stage 1","70","Grass","","Rare","Pollen Shield: Cost=[], Damage=10, Text=During your opponent's next turn, Ledian can't become affected by a Special Condition. (Any other effects of attacks, Poke-Powers, Poke-Bodies, and Trainer cards still happen.) | Swift: Cost=[], Damage=50, Text=This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon."
