"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Attacks"
"pop5-1","Ho-Oh","Pokemon","Basic","80","Fire","2","Rare","Fire Wing: Cost=[], Damage=20, Text= | Fire Blast: Cost=[], Damage=60, Text=Discard a Fire Energy attached to Ho-Oh."
"pop5-2","Lugia","Pokemon","Basic","80","Psychic","2","Rare","Super Psy Bolt: Cost=[], Damage=20, Text= | Aerowing: Cost=[], Damage=30, Text=Before doing damage, you may flip a coin. If tails, this attack does nothing. If heads, this attack does 60 damage instead."
"pop5-3","Mew δ","Pokemon","Basic","60","Fire","1","Rare","Copy: Cost=[], Damage=, Text=Choose 1 of the Defending Pokemon's attacks. Copy copies that attack. This attack does nothing if Mew doesn't have the Energy necessary to use that attack. (You must still do anything else required for that attack.) Mew performs that attack. | Extra Draw: Cost=[], Damage=, Text=If your opponent has any Pokemon-ex in play, search your deck for up to 2 basic Energy cards and attach them to Mew. Shuffle your deck afterward."
"pop5-4","Double Rainbow Energy","Energy","Special",,"","","Rare",""
"pop5-5","Charmeleon δ","Pokemon","Stage 1","70","Lightning","1","Uncommon","Slash: Cost=[], Damage=20, Text= | Thunder Jolt: Cost=[], Damage=50, Text=Flip a coin. If tails, Charmeleon does 10 damage to itself."
"pop5-6","Bill's Maintenance","Trainer","Supporter",,"","","Uncommon",""
"pop5-7","Rare Candy","Trainer","Item",,"","","Uncommon",""
"pop5-8","Boost Energy","Energy","Special",,"","","Uncommon",""
"pop5-9","δ Rainbow Energy","Energy","Special",,"","","Uncommon",""
"pop5-10","Charmander δ","Pokemon","Basic","50","Lightning","1","Common","Scratch: Cost=[], Damage=10, Text= | Bite: Cost=[], Damage=20, Text="
"pop5-11","Meowth δ","Pokemon","Basic","40","Darkness","1","Common","Feint Attack: Cost=[], Damage=, Text=Choose 1 of your opponent's Pokemon. This attack does 10 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon."
"pop5-12","Pikachu","Pokemon","Basic","50","Lightning","1","Common","Lightning Ball: Cost=[], Damage=10, Text= | Thunderbolt: Cost=[], Damage=50, Text=Discard all Energy cards attached to Pikachu."
"pop5-13","Pikachu δ","Pokemon","Basic","40","Metal","1","Common","Electric Punch: Cost=[], Damage=10, Text= | Heavy Metal: Cost=[], Damage=10+, Text=Flip a coin for each Metal Energy attached to Pikachu. This attack does 10 damage plus 20 more damage for each heads."
"pop5-14","Pelipper δ","Pokemon","Stage 1","70","Lightning","","Common","Lightning Wing: Cost=[], Damage=50, Text=Does 10 damage to 1 of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"pop5-15","Zangoose δ","Pokemon","Basic","70","Metal","1","Common","Detect: Cost=[], Damage=, Text=Flip a coin. If heads, prevent all effects of an attack, including damage, done to Zangoose during your opponent's next turn. | Metal Claw: Cost=[], Damage=40, Text="
