"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Ability","Attacks"
"bw7-1","Oddish","Pokemon","Basic","50","Grass","1","Common","","Absorb: Cost=[Grass], EnergyCost=[1], Damage=10, Text=Heal 10 damage from this Pokemon. | Acid: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=20, Text="
"bw7-2","Gloom","Pokemon","Stage 1","80","Grass","1","Uncommon","","Foul Odor: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=, Text=Both this Pokemon and the Defending Pokemon are now Confused. | Poison Powder: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=40, Text=The Defending Pokemon is now Poisoned."
"bw7-3","Vileplume","Pokemon","Stage 2","140","Grass","3","Rare Holo","Allergy Panic: Effect=[Apply Weakness for each Pokemon (both yours and your opponent's) as ×4 instead.]","Pollen Spray: Cost=[Grass, Colorless, Colorless, Colorless], EnergyCost=[4], Damage=50, Text=The Defending Pokemon is now Asleep and Poisoned."
"bw7-4","Bellossom","Pokemon","Stage 2","110","Grass","1","Rare","","Grass Knot: Cost=[Grass], EnergyCost=[1], Damage=10+, Text=Does 20 more damage for each Colorless in the Defending Pokemon's Retreat Cost. | Petal Dance: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=50×, Text=Flip 3 coins. This attack does 50 damage times the number of heads. This Pokemon is now Confused."
"bw7-5","Tangela","Pokemon","Basic","80","Grass","2","Common","","Nap: Cost=[Grass], EnergyCost=[1], Damage=, Text=Heal 30 damage from this Pokemon. | Vine Whip: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=50, Text="
"bw7-6","Tangrowth","Pokemon","Stage 1","130","Grass","4","Rare Holo","","Hundred Furious Lashes: Cost=[Grass], EnergyCost=[1], Damage=30×, Text=Does 30 damage times the amount of Grass Energy attached to this Pokemon. This Pokemon can't use Hundred Furious Lashes during your next turn. | Mega Drain: Cost=[Grass, Colorless, Colorless, Colorless], EnergyCost=[4], Damage=70, Text=Heal 30 damage from this Pokemon."
"bw7-7","Scyther","Pokemon","Basic","70","Grass","1","Common","","Slash: Cost=[Colorless], EnergyCost=[1], Damage=10, Text= | Sharp Scythe: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=20, Text="
"bw7-8","Heracross","Pokemon","Basic","100","Grass","2","Uncommon","","Horn Attack: Cost=[Grass], EnergyCost=[1], Damage=20, Text= | Giga Horn: Cost=[Grass, Grass, Colorless], EnergyCost=[3], Damage=80, Text=Flip 2 coins. If both of them are tails, this attack does nothing."
"bw7-10","Shaymin","Pokemon","Basic","70","Grass","1","Rare","","Call for Family: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Search your deck for 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | Leaf Drain: Cost=[Grass, Grass], EnergyCost=[2], Damage=30, Text=Flip a coin. If heads, heal 30 damage from this Pokemon."
"bw7-11","Snivy","Pokemon","Basic","60","Grass","1","Common","","Vine Whip: Cost=[Grass], EnergyCost=[1], Damage=10, Text= | Cut: Cost=[Grass, Colorless], EnergyCost=[2], Damage=20, Text="
"bw7-12","Servine","Pokemon","Stage 1","80","Grass","1","Uncommon","","Vine Whip: Cost=[Grass], EnergyCost=[1], Damage=20, Text= | Double Slash: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads."
"bw7-13","Serperior","Pokemon","Stage 2","140","Grass","1","Rare Holo","","Double Slash: Cost=[Grass, Colorless], EnergyCost=[2], Damage=50×, Text=Flip 2 coins. This attack does 50 damage times the number of heads. | Mega Drain: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=70, Text=Heal 30 damage from this Pokemon."
"bw7-14","Cottonee","Pokemon","Basic","50","Grass","1","Common","","Ram: Cost=[Colorless], EnergyCost=[1], Damage=10, Text="
"bw7-15","Whimsicott","Pokemon","Stage 1","80","Grass","1","Rare","","Fluffy Tag: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Switch this Pokemon with 1 of your Benched Pokemon. During your next turn, the attacks of that Pokemon do 40 more damage to the Active Pokemon (before applying Weakness and Resistance). | Stun Spore: Cost=[Grass], EnergyCost=[1], Damage=20, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed."
"bw7-16","Petilil","Pokemon","Basic","50","Grass","1","Uncommon","","Sleep Powder: Cost=[Grass], EnergyCost=[1], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Asleep."
"bw7-17","Lilligant","Pokemon","Stage 1","80","Grass","1","Rare","","Return: Cost=[Colorless], EnergyCost=[1], Damage=20, Text=Draw cards until you have 6 cards in your hand. | Magical Leaf: Cost=[Grass, Colorless, Colorless], EnergyCost=[3], Damage=50+, Text=Flip a coin. If heads, this attack does 30 more damage and heal 30 damage from this Pokemon."
"bw7-18","Charmander","Pokemon","Basic","70","Fire","2","Common","","Draw In: Cost=[Fire], EnergyCost=[1], Damage=, Text=Attach 2 Fire Energy cards from your discard pile to this Pokemon. | Flare: Cost=[Fire, Colorless], EnergyCost=[2], Damage=20, Text="
"bw7-19","Charmeleon","Pokemon","Stage 1","90","Fire","2","Uncommon","","Flare: Cost=[Fire], EnergyCost=[1], Damage=20, Text= | Raging Claws: Cost=[Fire, Colorless, Colorless], EnergyCost=[3], Damage=50+, Text=Does 10 more damage for each damage counter on this Pokemon."
