"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Ability","Attacks"
"sm75-1","Charmander","Pokemon","Basic","70","Fire","2","Common","","Fire Fang: Cost=[Fire, Colorless], EnergyCost=[2], Damage=20, Text=Your opponent's Active Pokemon is now Burned."
"sm75-2","Charmeleon","Pokemon","Stage 1","80","Fire","2","Uncommon","Burning Fighter: Effect=[When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may discard the top 5 cards of your deck. If any of those cards are Fire Energy cards, attach them to this Pokemon.]","Flamethrower: Cost=[Fire, Fire, Colorless], EnergyCost=[3], Damage=80, Text=Discard an Energy from this Pokemon."
"sm75-3","Charizard","Pokemon","Stage 2","160","Fire","2","Rare Holo","Resolute Flame: Effect=[This Pokemon's attacks do 30 more damage to your opponent's Active Pokemon for each of their Pokemon-GX and Pokemon-EX in play.]","Fiery Blast: Cost=[Fire, Fire, Colorless], EnergyCost=[3], Damage=130, Text=Discard an Energy from this Pokemon."
"sm75-4","Torchic","Pokemon","Basic","60","Fire","1","Common","","Singe: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Flip a coin. If heads, your opponent's Active Pokemon is now Burned."
"sm75-5","Combusken","Pokemon","Stage 1","80","Fire","1","Uncommon","Natural Cure: Effect=[Whenever you attach an Energy card from your hand to this Pokemon, remove all Special Conditions from it.]","Lunge: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=60, Text=Flip a coin. If tails, this attack does nothing."
"sm75-6","Blaziken","Pokemon","Stage 2","150","Fire","2","Rare Holo","Firestarter: Effect=[Once during your turn (before your attack), you may attach a Fire Energy card from your discard pile to 1 of your Benched Pokemon.]","Fire Stream: Cost=[Fire, Colorless, Colorless], EnergyCost=[3], Damage=90, Text=Discard a Fire Energy from this Pokemon. This attack does 20 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"sm75-8","Darumaka","Pokemon","Basic","70","Fire","2","Common","","Damage Rush: Cost=[Colorless, Colorless], EnergyCost=[2], Damage=10+, Text=Flip a coin until you get tails. This attack does 30 more damage for each heads."
"sm75-9","Darmanitan","Pokemon","Stage 1","130","Fire","2","Uncommon","","Heat Assist: Cost=[Fire], EnergyCost=[1], Damage=, Text=Attach up to 3 Fire Energy cards from your hand to your Pokemon in any way you like. | Darmani-Hands: Cost=[Fire, Fire, Colorless], EnergyCost=[3], Damage=30+, Text=Flip 4 coins. This attack does 50 more damage for each heads."
"sm75-10","Heatmor","Pokemon","Basic","110","Fire","2","Uncommon","","Singe: Cost=[Fire], EnergyCost=[1], Damage=, Text=Your opponent's Active Pokemon is now Burned. | Charring Breath: Cost=[Fire, Fire], EnergyCost=[2], Damage=120, Text=If your opponent's Active Pokemon isn't Burned, this attack does nothing."
"sm75-12","Litten","Pokemon","Basic","60","Fire","1","Common","","Fury Swipes: Cost=[Fire], EnergyCost=[1], Damage=10×, Text=Flip 3 coins. This attack does 10 damage for each heads."
"sm75-13","Salandit","Pokemon","Basic","60","Fire","1","Common","","Call for Family: Cost=[Colorless], EnergyCost=[1], Damage=, Text=Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck. | Dig Claws: Cost=[Fire, Colorless], EnergyCost=[2], Damage=20, Text="
"sm75-14","Salazzle","Pokemon","Stage 1","110","Fire","1","Uncommon","","Ring of Fire: Cost=[Fire], EnergyCost=[1], Damage=20, Text=Your opponent's Active Pokemon is now Burned. It can't retreat during your opponent's next turn. | Flamethrower: Cost=[Fire, Colorless], EnergyCost=[2], Damage=80, Text=Discard an Energy from this Pokemon."
"sm75-15","Horsea","Pokemon","Basic","40","Water","1","Common","","Splatter: Cost=[Water], EnergyCost=[1], Damage=, Text=This attack does 20 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"sm75-16","Horsea","Pokemon","Basic","50","Water","1","Common","","Hydro Pump: Cost=[Colorless], EnergyCost=[1], Damage=10+, Text=This attack does 10 more damage times the amount of Water Energy attached to this Pokemon."
"sm75-17","Seadra","Pokemon","Stage 1","90","Water","1","Uncommon","","Hydro Pump: Cost=[Colorless], EnergyCost=[1], Damage=10+, Text=This attack does 20 more damage times the amount of Water Energy attached to this Pokemon."
"sm75-19","Magikarp","Pokemon","Basic","30","Water","1","Common","","Water Splash: Cost=[Water], EnergyCost=[1], Damage=10+, Text=Flip a coin. If heads, this attack does 10 more damage."
"sm75-20","Gyarados","Pokemon","Stage 1","160","Water","4","Rare Holo","Commotion: Effect=[If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if this Pokemon is Knocked Out), put 2 damage counters on each of your Benched Pokemon.]","Wild Tail: Cost=[Water, Water, Colorless], EnergyCost=[3], Damage=160, Text=You may discard any Stadium card in play."
"sm75-21","Lapras","Pokemon","Basic","120","Water","2","Uncommon","","Aqua Bullet: Cost=[Water], EnergyCost=[1], Damage=20, Text=This attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | Hydro Pump: Cost=[Colorless, Colorless, Colorless], EnergyCost=[3], Damage=70+, Text=This attack does 10 more damage times the amount of Water Energy attached to this Pokemon."
