"ID","Name","Supertype","Subtypes","HP","Types","RetreatCost","Rarity","Ability","Attacks"
"base3-1","Aerodactyl","Pokemon","Stage 1","60","Fighting","2","Rare Holo","Prehistoric Power: Effect=[No more Evolution cards can be played. This power stops working while Aerodactyl is Asleep, Confused, or Paralyzed.]","Wing Attack: Cost=[Colorless, Colorless, Colorless], EnergyCost=[3], Damage=30, Text="
"base3-2","Articuno","Pokemon","Basic","70","Water","2","Rare Holo","","Freeze Dry: Cost=[Water, Water, Water], EnergyCost=[3], Damage=30, Text=Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | Blizzard: Cost=[Water, Water, Water, Water], EnergyCost=[4], Damage=50, Text=Flip a coin. If heads, this attack does 10 damage to each of your opponent's Benched Pokemon. If tails, this attack does 10 damage to each of your own Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"base3-3","Ditto","Pokemon","Basic","50","Colorless","1","Rare Holo","Transform: Effect=[If Ditto is your Active Pokemon, treat it as if it were the same card as the Defending Pokemon, including type, Hit Points, Weakness, and so on, except Ditto can't evolve, always has this Pokemon Power, and you may treat any Energy attached to Ditto as Energy of any type. Ditto isn't a copy of any other Pokemon while Ditto is Asleep, Confused, or Paralyzed.]",""
"base3-4","Dragonite","Pokemon","Stage 2","100","Colorless","1","Rare Holo","Step In: Effect=[Once during your turn (before your attack), if Dragonite is on your Bench, you may switch it with your Active Pokemon.]","Slam: Cost=[Colorless, Colorless, Colorless, Colorless], EnergyCost=[4], Damage=40×, Text=Flip 2 coins. This attack does 40 damage times the number of heads."
"base3-5","Gengar","Pokemon","Stage 2","80","Psychic","1","Rare Holo","Curse: Effect=[Once during your turn (before your attack), you may move 1 damage counter from 1 of your opponent's Pokemon to another (even if it would Knock Out the other Pokemon). This power can't be used if Gengar is Asleep, Confused, or Paralyzed.]","Dark Mind: Cost=[Psychic, Psychic, Psychic], EnergyCost=[3], Damage=30, Text=If your opponent has any Benched Pokemon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"base3-6","Haunter","Pokemon","Stage 1","50","Psychic","","Rare Holo","Transparency: Effect=[Whenever an attack does anything to Haunter, flip a coin. If heads, prevent all effects of that attack, including damage, done to Haunter. This power stops working while Haunter is Asleep, Confused, or Paralyzed.]","Nightmare: Cost=[Psychic, Colorless], EnergyCost=[2], Damage=10, Text=The Defending Pokemon is now Asleep."
"base3-7","Hitmonlee","Pokemon","Basic","60","Fighting","1","Rare Holo","","Stretch Kick: Cost=[Fighting, Fighting], EnergyCost=[2], Damage=, Text=If your opponent has any Benched Pokemon, choose 1 of them and this attack does 20 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.) | High Jump Kick: Cost=[Fighting, Fighting, Fighting], EnergyCost=[3], Damage=50, Text="
"base3-8","Hypno","Pokemon","Stage 1","90","Psychic","2","Rare Holo","","Prophecy: Cost=[Psychic], EnergyCost=[1], Damage=, Text=Look at up to 3 cards from the top of either player's deck and rearrange them as you like. | Dark Mind: Cost=[Psychic, Psychic, Psychic], EnergyCost=[3], Damage=30, Text=If your opponent has any Benched Pokemon, choose 1 of them and this attack does 10 damage to it. (Don't apply Weakness and Resistance for Benched Pokemon.)"
"base3-9","Kabutops","Pokemon","Stage 2","60","Fighting","1","Rare Holo","","Sharp Sickle: Cost=[Fighting, Fighting], EnergyCost=[2], Damage=30, Text= | Absorb: Cost=[Fighting, Fighting, Fighting, Fighting], EnergyCost=[4], Damage=40, Text=Remove a number of damage counters from Kabutops equal to half the damage done to the Defending Pokemon (after applying Weakness and Resistance) (rounded up to the nearest 10). If Kabutops has fewer damage counters than that, remove all of them."
"base3-10","Lapras","Pokemon","Basic","80","Water","2","Rare Holo","","Water Gun: Cost=[Water], EnergyCost=[1], Damage=10+, Text=Does 10 damage plus 10 more damage for each Water Energy attached to Lapras but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way. | Confuse Ray: Cost=[Water, Water], EnergyCost=[2], Damage=10, Text=Flip a coin. If heads, the Defending Pokemon is now Confused."
