"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sv1-1","Pineco","Pokemon","Basic","60","Grass","Common","Colorless, Colorless","2","","","Guard Press","Colorless, Colorless","2","10","During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).","","","","","","Fire","x2"
"sv1-2","Heracross","Pokemon","Basic","120","Grass","Uncommon","Colorless, Colorless","2","","","Superpowered Throw","Grass, Colorless","2","10+","This attack does 30 more damage for each Colorless in your opponent's Active Pokemon's Retreat Cost.","Horn Attack","Grass, Grass, Colorless","3","90","","Fire","x2"
"sv1-3","Shroomish","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Absorb","Grass","1","10","Heal 10 damage from this Pokemon.","","","","","","Fire","x2"
"sv1-4","Breloom","Pokemon","Stage 1","110","Grass","Uncommon","Colorless","1","","","Mach Cross","Grass","1","60","","","","","","","Fire","x2"
"sv1-5","Cacnea","Pokemon","Basic","60","Grass","Common","Colorless","1","Counterattack Quills","If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon (even if this Pokemon is Knocked Out), put 3 damage counters on the Attacking Pokemon.","Light Punch","Colorless, Colorless","2","30","","","","","","","Fire","x2"
"sv1-6","Cacturne","Pokemon","Stage 1","130","Grass","Uncommon","Colorless, Colorless","2","Counterattack Quills","If this Pokemon is in the Active Spot and is damaged by an attack from your opponent's Pokemon (even if this Pokemon is Knocked Out), put 3 damage counters on the Attacking Pokemon.","Spike Shot","Colorless, Colorless, Colorless","3","110","","","","","","","Fire","x2"
"sv1-7","Tropius","Pokemon","Basic","100","Grass","Common","Colorless","1","","","Fresh-Picked Fruit","Grass","1","","Heal 60 damage from 1 of your Benched Pokemon.","Razor Leaf","Grass, Colorless","2","50","","Fire","x2"
"sv1-8","Scatterbug","Pokemon","Basic","30","Grass","Common","Colorless","1","Adaptive Evolution","This Pokemon can evolve during your first turn or the turn you play it.","Tackle","Grass, Colorless","2","20","","","","","","","Fire","x2"
"sv1-9","Spewpa","Pokemon","Stage 1","70","Grass","Common","Colorless, Colorless, Colorless","3","Adaptive Evolution","This Pokemon can evolve during your first turn or the turn you play it.","Bug Bite","Grass, Colorless","2","30","","","","","","","Fire","x2"
"sv1-10","Vivillon","Pokemon","Stage 2","120","Grass","Uncommon","Colorless","1","","","Miracle Powder","Grass","1","50","Flip a coin. If heads, choose a Special Condition. Your opponent's Active Pokemon is now affected by that Special Condition.","Bug Buzz","Grass, Colorless","2","110","","Fire","x2"
"sv1-11","Skiddo","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Vine Whip","Grass","1","10","","Smash Kick","Colorless, Colorless","2","20","","Fire","x2"
"sv1-12","Gogoat","Pokemon","Stage 1","130","Grass","Common","Colorless, Colorless","2","","","Rising Lunge","Colorless, Colorless","2","30+","Flip a coin. If heads, this attack does 30 more damage.","Solar Beam","Grass, Colorless, Colorless","3","110","","Fire","x2"
"sv1-13","Sprigatito","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Scratch","Colorless","1","10","","Leafage","Grass, Colorless","2","20","","Fire","x2"
"sv1-14","Floragato","Pokemon","Stage 1","90","Grass","Uncommon","Colorless","1","","","Slash","Colorless","1","20","","Leaf Step","Grass, Colorless","2","60","","Fire","x2"
"sv1-15","Meowscarada","Pokemon","Stage 2","160","Grass","Rare","Colorless","1","","","Trick Cape","Colorless","1","40","You may put an Energy attached to your opponent's Active Pokemon into their hand.","Flower Blast","Grass, Colorless","2","130","","Fire","x2"
"sv1-16","Tarountula","Pokemon","Basic","40","Grass","Common","Colorless","1","","","String Haul","Colorless","1","","Flip a coin. If heads, switch in 1 of your opponent's Benched Pokemon to the Active Spot.","Bug Bite","Grass","1","10","","Fire","x2"
"sv1-17","Tarountula","Pokemon","Basic","40","Grass","Common","Colorless","1","","","String Shot","Grass, Colorless","2","20","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fire","x2"
"sv1-18","Tarountula","Pokemon","Basic","60","Grass","Common","Colorless, Colorless","2","","","Surprise Attack","Grass","1","30","Flip a coin. If tails, this attack does nothing.","","","","","","Fire","x2"
"sv1-20","Smoliv","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Tackle","Colorless, Colorless","2","30","","","","","","","Fire","x2"
"sv1-21","Smoliv","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Nutrients","Grass","1","","Heal 30 damage from 1 of your Pokemon.","Spray Fluid","Grass, Colorless","2","20","","Fire","x2"
"sv1-22","Dolliv","Pokemon","Stage 1","90","Grass","Common","Colorless","1","","","Slap","Colorless","1","20","","Apply Oil","Grass, Colorless","2","40","During your opponent's next turn, if the Defending Pokemon tries to attack, your opponent flips a coin. If tails, that attack doesn't happen.","Fire","x2"
"sv1-23","Arboliva","Pokemon","Stage 2","150","Grass","Rare","Colorless, Colorless","2","Enriching Oil","When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may heal all damage from 1 of your Pokemon.","Solar Beam","Grass, Grass, Colorless","3","150","","","","","","","Fire","x2"
"sv1-24","Toedscool","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Furious Kicks","Grass","1","10x","Flip 3 coins. This attack does 10 damage for each heads.","","","","","","Fire","x2"
"sv1-25","Toedscool","Pokemon","Basic","60","Grass","Common","Colorless, Colorless","2","","","Spore","Grass","1","","Your opponent's Active Pokemon is now Asleep.","Ram","Colorless, Colorless","2","10","","Fire","x2"
"sv1-26","Toedscruel","Pokemon","Stage 1","120","Grass","Uncommon","Colorless, Colorless","2","","","Eerie Tentacles","Grass","1","30","You may move an Energy from your opponent's Active Pokemon to 1 of their Benched Pokemon.","Triple Smash","Grass, Colorless, Colorless","3","80x","Flip 3 coins. This attack does 80 damage for each heads.","Fire","x2"
"sv1-27","Capsakid","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Slightly Spicy","Colorless","1","10","Flip a coin. If heads, your opponent's Active Pokemon is now Burned.","","","","","","Fire","x2"
"sv1-28","Capsakid","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Increasing Spice","Colorless","1","","Search your deck for a Basic Fire Energy card and attach it to this Pokemon. Then, shuffle your deck.","Playful Kick","Grass, Colorless, Colorless","3","50","","Fire","x2"
"sv1-29","Scovillain","Pokemon","Stage 1","110","Grass","Uncommon","Colorless","1","","","Hot Bite","Colorless","1","20","Your opponent's Active Pokemon is now Burned.","Super Spicy Breath","Grass, Colorless, Colorless","3","90+","If this Pokemon has any Fire Energy attached, this attack does 90 more damage.","Fire","x2"
"sv1-30","Growlithe","Pokemon","Basic","70","Fire","Common","Colorless, Colorless","2","","","Relentless Flames","Fire","1","30x","Flip a coin until you get tails. This attack does 30 damage for each heads.","","","","","","Water","x2"
"sv1-31","Growlithe","Pokemon","Basic","90","Fire","Common","Colorless, Colorless, Colorless","3","","","Stoke","Colorless","1","","Search your deck for up to 2 Basic Fire Energy cards and attach them to this Pokemon. Then, shuffle your deck.","Fire Claws","Fire, Fire, Fire","3","70","","Water","x2"
"sv1-33","Houndour","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Bite","Colorless","1","10","","Flare","Fire, Colorless","2","30","","Water","x2"
"sv1-34","Houndoom","Pokemon","Stage 1","120","Fire","Common","Colorless, Colorless","2","","","Sharp Fang","Colorless","1","30","","Fire Blast","Fire, Fire, Colorless","3","150","Discard an Energy from this Pokemon.","Water","x2"
"sv1-35","Torkoal","Pokemon","Basic","130","Fire","Uncommon","Colorless, Colorless, Colorless","3","","","Stampede","Colorless, Colorless","2","30","","Concentrated Fire","Fire, Colorless, Colorless","3","80x","Flip a coin for each Fire Energy attached to this Pokemon. This attack does 80 damage for each heads.","Water","x2"
"sv1-36","Fuecoco","Pokemon","Basic","80","Fire","Common","Colorless, Colorless","2","","","Gnaw","Colorless","1","10","","Combustion","Fire, Fire, Colorless","3","50","","Water","x2"
"sv1-37","Crocalor","Pokemon","Stage 1","100","Fire","Uncommon","Colorless, Colorless, Colorless","3","","","Bite","Fire, Colorless","2","50","","Rolling Tackle","Fire, Fire, Colorless","3","100","","Water","x2"
"sv1-38","Skeledirge","Pokemon","Stage 2","180","Fire","Rare","Colorless, Colorless, Colorless","3","","","Passionate Singing","Fire","1","50","Attach up to 2 Basic Energy cards from your discard pile to your Pokemon in any way you like.","Blazing Shout","Fire, Fire, Colorless","3","190","This Pokemon also does 30 damage to itself.","Water","x2"
"sv1-39","Charcadet","Pokemon","Basic","60","Fire","Common","Colorless","1","","","Ember","Fire","1","30","Discard an Energy from this Pokemon.","","","","","","Water","x2"
"sv1-40","Charcadet","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Heat Blast","Fire, Fire, Colorless","3","60","","","","","","","Water","x2"
"sv1-41","Armarouge","Pokemon","Stage 1","130","Fire","Rare","Colorless, Colorless","2","Fire Off","As often as you like during your turn, you may move a Fire Energy from 1 of your Benched Pokemon to your Active Pokemon.","Flame Cannon","Fire, Fire, Colorless","3","90","Your opponent's Active Pokemon is now Burned.","","","","","","Water","x2"
"sv1-42","Slowpoke","Pokemon","Basic","70","Water","Common","Colorless, Colorless","2","","","Rest","Colorless","1","","This Pokemon is now Asleep. Heal 30 damage from it.","Headbutt","Water, Colorless","2","20","","Lightning","x2"
"sv1-43","Slowbro","Pokemon","Stage 1","100","Water","Rare","Colorless, Colorless, Colorless","3","Strange Behavior","As often as you like during your turn, you may move 1 damage counter from 1 of your other Pokemon to this Pokemon.","Bubble Drain","Water, Colorless","2","60","Heal 30 damage from this Pokemon.","","","","","","Lightning","x2"
"sv1-44","Magikarp","Pokemon","Basic","30","Water","Common","Colorless","1","","","Jump","Water","1","","Flip a coin. If heads, this attack does 10 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","","","","","","Lightning","x2"
"sv1-46","Buizel","Pokemon","Basic","70","Water","Common","Colorless","1","","","Rain Splash","Water","1","10","","Razor Fin","Colorless, Colorless","2","20","","Lightning","x2"
"sv1-47","Floatzel","Pokemon","Stage 1","120","Water","Uncommon","Colorless","1","","","Hydro Pump","Colorless, Colorless","2","50+","This attack does 20 more damage for each Water Energy attached to this Pokemon.","","","","","","Lightning","x2"
