"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"base4-1","Alakazam","Pokemon","Stage 2","80","Psychic","Rare Holo","Colorless, Colorless, Colorless","3","Damage Swap","As often as you like during your turn (before your attack), you may move 1 damage counter from 1 of your Pokemon to another as long as you don't Knock Out that Pokemon. This power can't be used if Alakazam is Asleep, Confused, or Paralyzed.","Confuse Ray","Psychic, Psychic, Psychic","3","30","Flip a coin. If heads, the Defending Pokemon is now Confused.","","","","","","Psychic","x2"
"base4-2","Blastoise","Pokemon","Stage 2","100","Water","Rare Holo","Colorless, Colorless, Colorless","3","Rain Dance","As often as you like during your turn (before your attack), you may attach 1 Water Energy card to 1 of your Water Pokemon. (This doesn't use up your 1 Energy card attachment for the turn.) This power can't be used if Blastoise is Asleep, Confused, or Paralyzed.","Hydro Pump","Water, Water, Water","3","40+","Does 40 damage plus 10 more damage for each Water Energy attached to Blastoise but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.","","","","","","Lightning","x2"
"base4-3","Chansey","Pokemon","Basic","120","Colorless","Rare Holo","Colorless","1","","","Scrunch","Colorless, Colorless","2","","Flip a coin. If heads, prevent all damage done to Chansey during your opponent's next turn. (Any other effects of attacks still happen.)","Double-edge","Colorless, Colorless, Colorless, Colorless","4","80","Chansey does 80 damage to itself.","Fighting","x2"
"base4-4","Charizard","Pokemon","Stage 2","120","Fire","Rare Holo","Colorless, Colorless, Colorless","3","Energy Burn","As often as you like during your turn (before your attack), you may turn all Energy attached to Charizard into Fire Energy for the rest of the turn. This power can't be used if Charizard is Asleep, Confused, or Paralyzed.","Fire Spin","Fire, Fire, Fire, Fire","4","100","Discard 2 Energy cards attached to Charizard in order to use this attack.","","","","","","Water","x2"
"base4-5","Clefable","Pokemon","Stage 1","70","Colorless","Rare Holo","Colorless, Colorless","2","","","Metronome","Colorless","1","","Choose 1 of the Defending Pokemon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokemon is, Clefable's type is still Colorless.)","Minimize","Colorless, Colorless","2","","All damage done by attacks to Clefable during your opponent's next turn is reduced by 20 (after applying Weakness and Resistance).","Fighting","x2"
"base4-6","Clefairy","Pokemon","Basic","40","Colorless","Rare Holo","Colorless","1","","","Sing","Colorless","1","","Flip a coin. If heads, the Defending Pokemon is now Asleep.","Metronome","Colorless, Colorless, Colorless","3","","Choose 1 of the Defending Pokemon's attacks. Metronome copies that attack except for its Energy costs and anything else required in order to use that attack, such as discarding Energy cards. (No matter what type the Defending Pokemon is, Clefairy's type is still Colorless.)","Fighting","x2"
"base4-7","Gyarados","Pokemon","Stage 1","100","Water","Rare Holo","Colorless, Colorless, Colorless","3","","","Dragon Rage","Water, Water, Water","3","50","","Bubblebeam","Water, Water, Water, Water","4","40","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Grass","x2"
"base4-8","Hitmonchan","Pokemon","Basic","70","Fighting","Rare Holo","Colorless, Colorless","2","","","Jab","Fighting","1","20","","Special Punch","Fighting, Fighting, Colorless","3","40","","Psychic","x2"
"base4-9","Magneton","Pokemon","Stage 1","60","Lightning","Rare Holo","Colorless","1","","","Thunder Wave","Lightning, Lightning, Colorless","3","30","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Selfdestruct","Lightning, Lightning, Colorless, Colorless","4","80","Does 20 damage to each player's Bench. (Don't apply Weakness and Resistance for Benched Pokemon.) Magneton does 80 damage to itself.","Fighting","x2"
"base4-10","Mewtwo","Pokemon","Basic","60","Psychic","Rare Holo","Colorless, Colorless, Colorless","3","","","Psychic","Psychic, Colorless","2","10+","Does 10 damage plus 10 more damage for each Energy card attached to the Defending Pokemon.","Barrier","Psychic, Psychic","2","","Discard 1 Psychic Energy card attached to Mewtwo in order to use this attack. During your opponent's next turn, prevent all effects of attacks, including damage, done to Mewtwo.","Psychic","x2"
"base4-11","Nidoking","Pokemon","Stage 2","90","Grass","Rare Holo","Colorless, Colorless, Colorless","3","","","Thrash","Grass, Colorless, Colorless","3","30+","Flip a coin. If heads, this attack does 30 damage plus 10 more damage; if tails, this attack does 30 damage and Nidoking does 10 damage to itself.","Toxic","Grass, Grass, Grass","3","20","The Defending Pokemon is now Poisoned. It now takes 20 Poison damage instead of 10 after each player's turn (even if it was already Poisoned).","Psychic","x2"
