"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sv9-1","Caterpie","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Bug Bite","Grass","1","20","","","","","","","Fire","x2"
"sv9-2","Metapod","Pokemon","Stage 1","90","Grass","Common","Colorless, Colorless, Colorless","3","","","Harden","Grass","1","","During your opponent's next turn, prevent all damage done to this Pokemon by attacks if that damage is 60 or less.","","","","","","Fire","x2"
"sv9-3","Butterfree","Pokemon","Stage 2","120","Grass","Rare","Colorless","1","","","Scale Hurricane","Grass","1","60x","Flip 4 coins. This attack does 60 damage for each heads. If at least 2 of them are heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fire","x2"
"sv9-4","Paras","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Leech Life","Grass","1","10","Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.","","","","","","Fire","x2"
"sv9-5","Parasect","Pokemon","Stage 1","120","Grass","Common","Colorless, Colorless","2","","","Spore","Colorless","1","","Your opponent's Active Pokemon is now Asleep.","Scissor Swing","Grass, Colorless","2","60+","Flip 2 coins. This attack does 30 more damage for each heads.","Fire","x2"
"sv9-6","Petilil","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Leaf Step","Grass, Colorless","2","30","","","","","","","Fire","x2"
"sv9-7","Lilligant","Pokemon","Stage 1","110","Grass","Common","Colorless, Colorless","2","Sunny Day","Attacks used by your Grass Pokemon and Fire Pokemon do 20 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).","Spinning Attack","Grass, Colorless, Colorless","3","60","","","","","","","Fire","x2"
"sv9-8","Maractus","Pokemon","Basic","110","Grass","Uncommon","Colorless, Colorless","2","Exploding Needles","If this Pokemon is in the Active Spot and is Knocked Out by damage from an attack from your opponent's Pokemon, put 6 damage counters on the Attacking Pokemon.","Corner","Colorless","1","20","During your opponent's next turn, the Defending Pokemon can't retreat.","","","","","","Fire","x2"
"sv9-9","Karrablast","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Push Down","Colorless","1","10","Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)","","","","","","Fire","x2"
"sv9-10","Foongus","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Spore Ball","Grass","1","10","Your opponent's Active Pokemon is now Asleep.","","","","","","Fire","x2"
"sv9-12","Shelmet","Pokemon","Basic","70","Grass","Common","Colorless, Colorless, Colorless","3","","","Shell Smack","Grass, Colorless","2","20","Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokemon by attacks.","","","","","","Fire","x2"
"sv9-13","Accelgor","Pokemon","Stage 1","100","Grass","Uncommon","Colorless","1","","","Poisonous Ploy","Grass, Colorless","2","70","Your opponent's Active Pokemon is now Confused and Poisoned. Switch this Pokemon with 1 of your Benched Pokemon.","","","","","","Fire","x2"
"sv9-14","Durant","Pokemon","Basic","90","Grass","Common","Colorless","1","","","Crunch","Grass, Colorless","2","50","Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.","","","","","","Fire","x2"
"sv9-15","Virizion","Pokemon","Basic","120","Grass","Uncommon","Colorless","1","","","Leaf Drain","Grass, Colorless","2","30","Heal 30 damage from this Pokemon.","Slicing Blade","Grass, Colorless, Colorless","3","100","","Fire","x2"
"sv9-16","Sprigatito","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Tons of Treading","Colorless","1","10x","Flip 3 coins. This attack does 10 damage for each heads.","","","","","","Fire","x2"
