"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"swsh7-1","Pinsir","Pokemon","Basic, Single Strike","120","Grass","Rare","Colorless, Colorless","2","Vise Coach","Damage from your Single Strike Pokemon's attacks isn't affected by your opponent's Active Pokemon's Resistance.","Seismic Toss","Grass, Grass, Colorless","3","110","","","","","","","Fire","x2"
"swsh7-2","Hoppip","Pokemon","Basic, Rapid Strike","40","Grass","Common","","0","","","Continuous Spin","Grass","1","20x","Flip a coin until you get tails. This attack does 20 damage for each heads.","","","","","","Fire","x2"
"swsh7-3","Skiploom","Pokemon","Stage 1, Rapid Strike","60","Grass","Uncommon","","0","Solar Evolution","When you attach an Energy card from your hand to this Pokemon during your turn, you may search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.","Spinning Attack","Grass","1","20","","","","","","","Fire","x2"
"swsh7-4","Jumpluff","Pokemon","Stage 2, Rapid Strike","90","Grass","Rare Holo","","0","Fluffy Barrage","This Pokemon may attack twice each turn. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.","Spinning Attack","Grass","1","60","","","","","","","Fire","x2"
"swsh7-5","Seedot","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Astonish","Colorless, Colorless","2","10","Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.","","","","","","Fire","x2"
"swsh7-6","Tropius","Pokemon","Basic","110","Grass","Rare","Colorless","1","","","Rally Back","Grass, Colorless","2","30+","If any of your Pokemon were Knocked Out by damage from an attack from your opponent's Pokemon during their last turn, this attack does 90 more damage.","Solar Beam","Grass, Grass, Colorless","3","100","","Fire","x2"
"swsh7-9","Petilil","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Seed Bomb","Grass, Colorless","2","20","","","","","","","Fire","x2"
"swsh7-10","Lilligant","Pokemon","Stage 1","100","Grass","Rare","Colorless","1","","","Dizzying Flower","Grass, Colorless","2","70","Flip a coin. If heads, your opponent's Active Pokemon is now Asleep. If tails, your opponent's Active Pokemon is now Confused.","","","","","","Fire","x2"
"swsh7-11","Dwebble","Pokemon","Basic","60","Grass","Common","Colorless, Colorless","2","","","Ram","Grass","1","10","","Sharp Claws","Grass, Colorless","2","10+","Flip a coin. If heads, this attack does 30 more damage.","Fire","x2"
"swsh7-12","Crustle","Pokemon","Stage 1","130","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","X-Scissor","Grass, Colorless","2","30+","Flip a coin. If heads, this attack does 60 more damage.","Hammer In","Grass, Grass, Colorless","3","130","","Fire","x2"
"swsh7-15","Gossifleur","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Blot","Grass","1","10","Heal 10 damage from this Pokemon.","","","","","","Fire","x2"
"swsh7-16","Eldegoss","Pokemon","Stage 1","80","Grass","Rare Holo","Colorless","1","Cotton Lift","Once during your turn, you may search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.","Cotton Guard","Grass","1","30","During your opponent's next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).","","","","","","Fire","x2"
"swsh7-17","Applin","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Rollout","Colorless","1","10","","","","","","","Fire","x2"
"swsh7-19","Entei","Pokemon","Basic, Single Strike","120","Fire","Rare Holo","Colorless, Colorless","2","","","Angry Fang","Fire, Colorless","2","10x","This attack does 10 damage for each damage counter on all of your Benched Single Strike Pokemon.","Heat Tackle","Fire, Fire, Colorless","3","120","This Pokemon also does 30 damage to itself.","Water","x2"
