"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"pop4-1","Chimecho δ","Pokemon","Basic","60","Metal","Rare","Colorless","1","","","Wrap","Colorless","1","","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Sonicboom","Metal, Colorless","2","30","This attack's damage isn't affected by Weakness or Resistance.","Psychic","x2"
"pop4-2","Deoxys δ","Pokemon","Basic","70","Colorless","Rare","Colorless","1","Form Change","Once during your turn (before your attack), you may search your deck for another Deoxys and switch it with Deoxys. (Any cards attached to Deoxys, damage counters, Special Conditions, and effects on it are now on the new Pokemon.) If you do, put Deoxys on top of your deck. Shuffle your deck afterward. You can't use more than 1 Form Change Poke-Power each turn.","Crystal Laser","Colorless, Colorless","2","20","During your next turn, Deoxys's attacks do 40 more damage to the Defending Pokemon (before applying Weakness and Resistance).","","","","","","Psychic","x2"
"pop4-3","Flygon","Pokemon","Stage 2","120","Fighting","Rare","Colorless, Colorless","2","Levitate","As long as Flygon has any Energy attached to it, the Retreat Cost for Flygon is 0.","Bite","Fighting, Colorless","2","30","","Sand Pit","Fighting, Colorless, Colorless, Colorless","4","70","The Defending Pokemon can't retreat during your opponent's next turn.","Water","x2"
"pop4-4","Mew","Pokemon","Basic","70","Psychic","Rare","Colorless","1","Reactive Barrier","As long as Mew has any React Energy cards attached to it, prevent all effects, excluding damage, done to Mew by attacks from your opponent's Pokemon.","Psyshock","Psychic, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","","","","","","Psychic","x2"
"pop4-5","Sceptile","Pokemon","Stage 2","100","Grass","Rare","Colorless, Colorless, Colorless","3","Energy Trans","As often as you like during your turn (before your attack), move a Grass Energy card attached to 1 of your Pokemon to another of your Pokemon. This power can't be used if Sceptile is affected by a Special Condition.","Tail Rap","Grass, Colorless, Colorless","3","50x","Flip 2 coins. This attack does 50 damage times the number of heads.","","","","","","Fire","x2"
"pop4-6","Combusken","Pokemon","Stage 1","70","Fire","Uncommon","Colorless","1","","","Smokescreen","Fire","1","10","If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","Sky Uppercut","Fire, Colorless, Colorless","3","40","This attack's damage isn't affected by Resistance.","Water","x2"
"pop4-7","Grovyle","Pokemon","Stage 1","70","Grass","Uncommon","Colorless","1","","","Quick Attack","Colorless","1","10+","Flip a coin. If heads, this attack does 10 damage plus 10 more damage.","Blot","Grass, Colorless","2","20","Remove 2 damage counters from Grovyle.","Fire","x2"
"pop4-11","Mudkip","Pokemon","Basic","50","Water","Common","Colorless","1","","","Super Hypno Wave","Water, Colorless","2","20","The Defending Pokemon is now Asleep.","","","","","","Grass","x2"
"pop4-12","Pidgey","Pokemon","Basic","40","Colorless","Common","Colorless","1","","","Quick Attack","Colorless, Colorless","2","20+","Flip a coin. If heads, this attack does 20 damage plus 10 more damage.","","","","","","Lightning","x2"
"pop4-13","Pikachu","Pokemon","Basic","50","Lightning","Common","Colorless","1","","","Spark","Lightning, Colorless","2","20","Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","","","","","","Fighting","x2"
"pop4-14","Squirtle","Pokemon","Basic","50","Water","Common","Colorless","1","Shell Retreat","As long as Squirtle has any Energy cards attached to it, damage done to Squirtle by an opponent's attack is reduced by 10 (after applying Weakness and Resistance).","Tackle","Colorless","1","10","","","","","","","Lightning","x2"
"pop4-15","Treecko δ","Pokemon","Basic","40","Psychic","Common","Colorless","1","","","Pound","Colorless","1","10","","Shining Claws","Psychic","1","10","Flip a coin. If heads, the Defending Pokemon is now Confused.","Fire","x2"
"pop4-16","Wobbuffet","Pokemon","Basic","80","Psychic","Common","Colorless, Colorless","2","","","Nap","Colorless","1","","Remove 2 damage counters from Wobbuffet.","Expand","Psychic, Colorless","2","20","During your opponent's next turn, any damage done to Wobbuffet is reduced by 20 (after applying Weakness and Resistance).","Psychic","x2"
