"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"pop9-1","Garchomp","Pokemon","Stage 2","130","Colorless","Rare","","0","","","Dragon Rage","Colorless","1","80","Flip 2 coins. If either of them is tails, this attack does nothing.","Jet Sword","Colorless, Colorless, Colorless","3","100","Discard 2 Energy attached to Garchomp and this attack does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Colorless","+30"
"pop9-2","Manaphy","Pokemon","Basic","70","Water","Rare","Colorless","1","","","Dive","Water","1","","Look at the top 7 cards of your deck, choose 1 of them, and put it into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.","Water Glow","Water","1","","Choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Remove from Manaphy the number of damage counters equal to the damage you did to that Pokemon.","Lightning","+20"
"pop9-3","Raichu","Pokemon","Stage 1","90","Lightning","Rare","Colorless","1","","","Slam","Colorless, Colorless","2","30x","Flip 2 coins. This attack does 30 damage times the number of heads.","High Volt","Lightning, Lightning, Lightning","3","60","If Raichu evolved from Pikachu during this turn, this attack's base damage is 100 instead of 60.","Fighting","+20"
"pop9-4","Regigigas","Pokemon","Basic","100","Colorless","Rare","Colorless, Colorless, Colorless, Colorless","4","","","Body Slam","Colorless, Colorless, Colorless","3","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Double Stomp","Colorless, Colorless, Colorless, Colorless","4","50+","Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.","Fighting","x2"
"pop9-5","Rotom","Pokemon","Basic","70","Lightning","Rare","Colorless","1","Type Shift","Once during your turn (before your attack), you may use this power. Rotom's type is Psychic until the end of your turn.","Poltergeist","Psychic, Colorless","2","30+","Look at your opponent's hand. This attack does 30 damage plus 10 more damage for each Trainer, Supporter, and Stadium card in your opponent's hand.","","","","","","Darkness","+20"
"pop9-6","Buizel","Pokemon","Basic","60","Water","Uncommon","Colorless","1","","","Whirlpool","Water","1","","Flip a coin. If heads, discard an Energy attached to the Defending Pokemon.","Super Fast","Water, Water","2","30","If you have Pachirisu in play, flip a coin. If heads, prevent all effects of an attack, including damage, done to Buizel during your opponent's next turn.","Lightning","+10"
"pop9-7","Croagunk","Pokemon","Basic","60","Psychic","Uncommon","Colorless, Colorless","2","","","Knock Off","Colorless","1","","Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it.","Nimble","Psychic, Psychic","2","30","If you have Turtwig in play, remove from Croagunk the number of damage counters equal to the damage you did to the Defending Pokemon.","Psychic","+10"
"pop9-8","Gabite","Pokemon","Stage 1","80","Colorless","Uncommon","Colorless","1","","","Burrow","Colorless","1","","Flip a coin. If heads, prevent all damage done to Gabite by attacks during your opponent's next turn.","Distored Wave","Colorless, Colorless, Colorless","3","60","Before doing damage, remove 2 damage counters from the Defending Pokemon.","Colorless","+20"
"pop9-9","Lopunny","Pokemon","Stage 1","80","Colorless","Uncommon","Colorless","1","","","Jump Kick","Colorless, Colorless","2","20","Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Jazzed","Colorless, Colorless, Colorless","3","50","If Lopunny evolved from Buneary during this turn, remove all damage counters from Lopunny.","Fighting","+20"
"pop9-10","Pachirisu","Pokemon","Basic","70","Lightning","Uncommon","Colorless","1","","","Thunder Wave","Lightning","1","10","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Poison Berry","Lightning, Colorless","2","20+","If you have Croagunk in play, this attack does 20 damage plus 20 more damage and the Defending Pokemon is now Poisoned.","Fighting","+20"
