"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sm10-2","Caterpie","Pokemon","Basic","40","Grass","Common","Colorless","1","Pupate","Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.","Hook","Colorless, Colorless","2","10","","","","","","","Fire","x2"
"sm10-3","Metapod","Pokemon","Stage 1","70","Grass","Uncommon","Colorless, Colorless, Colorless","3","Emerge","Once during your turn (before your attack), you may flip a coin. If heads, search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.","Bug Bite","Grass, Colorless, Colorless","3","30","","","","","","","Fire","x2"
"sm10-4","Butterfree","Pokemon","Stage 2","130","Grass","Rare","Colorless","1","","","Triple Charge","Colorless","1","","Search your deck for up to 3 basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.","Solar Beam","Grass, Colorless, Colorless","3","70","","Fire","x2"
"sm10-5","Oddish","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Stun Spore","Colorless","1","","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Seed Bomb","Grass, Colorless","2","20","","Fire","x2"
"sm10-6","Oddish","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Hook","Grass","1","10","","","","","","","Fire","x2"
"sm10-7","Gloom","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless","2","Irresistible Aroma","Once during your turn (before your attack), if your opponent's Bench isn't full, you may flip a coin. If heads, your opponent reveals their hand. Put a Basic Pokemon you find there onto their Bench.","Drool","Grass, Colorless","2","30","","","","","","","Fire","x2"
"sm10-8","Vileplume","Pokemon","Stage 2","140","Grass","Rare Holo","Colorless, Colorless, Colorless","3","Varied Pollen","Once during your turn (before your attack), you may flip a coin. If heads, choose Asleep, Burned, Confused, or Poisoned. Your opponent's Active Pokemon is now affected by that Special Condition.","Giant Bloom","Grass, Grass, Colorless","3","90","Heal 30 damage from this Pokemon.","","","","","","Fire","x2"
"sm10-9","Venonat","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Radar Eyes","Grass","1","","Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.","Flop","Colorless, Colorless","2","20","","Fire","x2"
"sm10-10","Venonat","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Psybeam","Grass","1","10","Your opponent's Active Pokemon is now Confused.","","","","","","Fire","x2"
"sm10-11","Venomoth","Pokemon","Stage 1","90","Grass","Rare","","0","","","Assassin Flight","Colorless","1","","You can use this attack only if your opponent's Active Pokemon is affected by a Special Condition. This attack does 90 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Poison Powder","Grass","1","30","Your opponent's Active Pokemon is now Poisoned.","Fire","x2"
"sm10-13","Bellsprout","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Razor Leaf","Grass","1","20","","","","","","","Fire","x2"
"sm10-14","Weepinbell","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless","2","","","Burning Venom","Grass","1","","Your opponent's Active Pokemon is now Burned and Poisoned.","Ram","Colorless, Colorless","2","30","","Fire","x2"
"sm10-15","Victreebel","Pokemon","Stage 2","140","Grass","Rare","Colorless, Colorless","2","","","Reactive Poison","Grass","1","10+","This attack does 60 more damage for each Special Condition affecting your opponent's Active Pokemon.","Gastro Acid","Grass, Colorless, Colorless","3","90","The Defending Pokemon has no Abilities until the end of your next turn.","Fire","x2"
"sm10-16","Tangela","Pokemon","Basic","80","Grass","Common","Colorless, Colorless","2","","","Tangle Drag","Grass","1","","Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.","Gentle Slap","Colorless, Colorless","2","30","","Fire","x2"
"sm10-17","Tangrowth","Pokemon","Stage 1","130","Grass","Rare","Colorless, Colorless, Colorless","3","","","Bind Down","Grass","1","30","The Defending Pokemon can't retreat during your opponent's next turn.","Chlorowhip","Colorless, Colorless, Colorless","3","90","If this Pokemon has at least 2 Grass Energy attached to it, heal 60 damage from this Pokemon.","Fire","x2"
"sm10-18","Grubbin","Pokemon","Basic","60","Grass","Common","Colorless, Colorless","2","","","Electrical Signal","Colorless","1","","Search your deck for up to 2 Lightning Pokemon, reveal them, and put them into your hand. Then, shuffle your deck.","Corkscrew Punch","Colorless, Colorless, Colorless","3","30","","Fire","x2"
"sm10-19","Kartana","Pokemon","Basic, Ultra Beast","70","Grass","Rare Holo","","0","","","Big Cut","Grass","1","10+","If you have exactly 4 Prize cards remaining, this attack does 120 more damage.","False Swipe","Grass, Colorless, Colorless","3","","Flip a coin. If heads, put damage counters on your opponent's Active Pokemon until its remaining HP is 10.","Fire","x2"
