"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sv10-1","Ethan's Pinsir","Pokemon","Basic","120","Grass","Uncommon","Colorless, Colorless","2","","","Vise Grip","Grass","1","20","","Rallying Horn","Colorless, Colorless, Colorless","3","70+","If any of your Ethan's Pokemon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 100 more damage.","Fire","x2"
"sv10-2","Yanma","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Whirlwind","Colorless","1","","Switch out your opponent's Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)","Razor Wing","Grass, Colorless","2","30","","Lightning","x2"
"sv10-4","Pineco","Pokemon","Basic","70","Grass","Common","Colorless, Colorless","2","","","Hang Down","Colorless","1","10","","","","","","","Fire","x2"
"sv10-5","Shroomish","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Rolling Tackle","Colorless, Colorless","2","30","","","","","","","Fire","x2"
"sv10-6","Breloom","Pokemon","Stage 1","120","Grass","Common","Colorless, Colorless","2","","","Damage Rush","Colorless, Colorless","2","30+","Flip a coin until you get tails. This attack does 50 more damage for each heads.","Mega Drain","Grass, Colorless, Colorless","3","90","Heal 30 damage from this Pokemon.","Fire","x2"
"sv10-7","Cynthia's Roselia","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Spike Sting","Colorless","1","20","","","","","","","Fire","x2"
"sv10-8","Cynthia's Roserade","Pokemon","Stage 1","130","Grass","Rare","Colorless","1","Cheer On to Glory","Attacks used by your Cynthia's Pokemon do 30 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).","Leaf Step","Grass, Colorless, Colorless","3","80","","","","","","","Fire","x2"
"sv10-9","Mow Rotom","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Trimming Mower","Grass","1","20","Discard a Stadium in play.","Gadget Show","Colorless, Colorless","2","30x","This attack does 30 damage for each Pokemon Tool attached to all of your Pokemon.","Fire","x2"
"sv10-10","Shaymin","Pokemon","Basic","80","Grass","Uncommon","Colorless","1","Flower Curtain","Prevent all damage done to your Benched Pokemon that don't have a Rule Box by attacks from your opponent's Pokemon. (Pokemon ex, Pokemon V, etc. have Rule Boxes.)","Smash Kick","Colorless, Colorless","2","30","","","","","","","Fire","x2"
"sv10-11","Dwebble","Pokemon","Basic","70","Grass","Common","Colorless, Colorless","2","","","Ascension","Colorless","1","","Search your deck for a card that evolves from this Pokemon and put it onto this Pokemon to evolve it. Then, shuffle your deck.","","","","","","Fire","x2"
"sv10-12","Crustle","Pokemon","Stage 1","150","Grass","Rare","Colorless, Colorless, Colorless","3","Mysterious Rock Inn","Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon ex.","Superb Scissors","Grass, Colorless, Colorless","3","120","This attack's damage isn't affected by any effects on your opponent's Active Pokemon.","","","","","","Fire","x2"
"sv10-13","Fomantis","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Cut Up","Grass","1","20","","","","","","","Fire","x2"
"sv10-14","Lurantis","Pokemon","Stage 1","120","Grass","Uncommon","Colorless","1","","","Razor Leaf","Colorless","1","30","","Petal Blade Dance","Grass","1","130","Discard 2 Basic Grass Energy cards from your hand. If you can't discard 2 cards in this way, this attack does nothing.","Fire","x2"
"sv10-15","Team Rocket's Blipbug","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Searching Eyes","Colorless","1","","Look at 1 of your opponent's face-down Prize cards.","","","","","","Fire","x2"
"sv10-16","Applin","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Mini Drain","Grass","1","10","Heal 10 damage from this Pokemon.","","","","","","Fire","x2"
"sv10-17","Dipplin","Pokemon","Stage 1","90","Grass","Common","Colorless, Colorless, Colorless","3","","","Energy Loop","Grass","1","50","Put an Energy attached to this Pokemon into your hand.","","","","","","Fire","x2"
"sv10-18","Hydrapple","Pokemon","Stage 2","170","Grass","Rare","Colorless, Colorless, Colorless","3","","","Hydra Breath","Grass","1","","Discard 6 Basic Grass Energy cards from your hand, and Knock Out your opponent's Active Pokemon. If you can't discard 6 cards in this way, this attack does nothing.","Whip Smash","Grass, Colorless, Colorless","3","140","","Fire","x2"
"sv10-19","Team Rocket's Tarountula","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Take Down","Grass","1","30","This Pokemon also does 10 damage to itself.","","","","","","Fire","x2"
"sv10-20","Team Rocket's Spidops","Pokemon","Stage 1","130","Grass","Rare","Colorless, Colorless","2","Charging Up","Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokemon.","Rocket Rush","Grass, Colorless","2","30x","This attack does 30 damage for each of your Team Rocket's Pokemon in play.","","","","","","Fire","x2"
"sv10-21","Smoliv","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Ram","Colorless","1","10","","","","","","","Fire","x2"
"sv10-22","Dolliv","Pokemon","Stage 1","90","Grass","Common","Colorless","1","","","Nutrients","Grass","1","","Heal 40 damage from 1 of your Pokemon.","Tackle","Colorless, Colorless","2","40","","Fire","x2"
"sv10-24","Rellor","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Collect","Colorless","1","","Draw a card.","Rollout","Grass","1","10","","Fire","x2"
"sv10-26","Teal Mask Ogerpon","Pokemon","Basic","110","Grass","Uncommon","Colorless","1","","","Grass Kagura","Colorless","1","","Search your deck for a Basic Grass Energy card and attach it to 1 of your Pokemon. Then, shuffle your deck.","Ogre's Hammer","Grass, Grass, Colorless","3","120","During your next turn, this Pokemon can't use Ogre's Hammer.","Fire","x2"
"sv10-27","Growlithe","Pokemon","Basic","80","Fire","Common","Colorless, Colorless","2","","","Live Coal","Fire","1","10","","Dig Claws","Colorless, Colorless","2","20","","Water","x2"
"sv10-28","Arcanine","Pokemon","Stage 1","140","Fire","Uncommon","Colorless, Colorless, Colorless","3","","","Flare","Colorless, Colorless","2","50","","Punishing Fang","Fire, Colorless, Colorless","3","100+","If your opponent's Active Pokemon is a Darkness Pokemon, this attack does 100 more damage.","Water","x2"
"sv10-29","Ponyta","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Double Headbutt","Colorless","1","10x","Flip 2 coins. This attack does 10 damage for each heads.","","","","","","Water","x2"
"sv10-30","Rapidash","Pokemon","Stage 1","110","Fire","Uncommon","Colorless","1","Hurried Gait","Once during your turn, you may draw a card.","Fire Mane","Fire, Colorless","2","60","","","","","","","Water","x2"
"sv10-32","Ethan's Cyndaquil","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Ember","Fire","1","30","Discard an Energy from this Pokemon.","","","","","","Water","x2"
"sv10-33","Ethan's Quilava","Pokemon","Stage 1","100","Fire","Common","Colorless","1","Bonded by the Journey","Once during your turn, you may search your deck for an Ethan's Adventure card, reveal it, and put it into your hand. Then, shuffle your deck.","Combustion","Fire","1","40","","","","","","","Water","x2"
"sv10-34","Ethan's Typhlosion","Pokemon","Stage 2","170","Fire","Rare","Colorless, Colorless","2","","","Buddy Blast","Fire","1","40+","This attack does 60 more damage for each Ethan's Adventure card in your discard pile.","Steam Artillery","Fire, Fire, Colorless","3","160","","Water","x2"
