"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"swsh5-1","Bellsprout","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Venoshock","Colorless","1","10+","If your opponent's Active Pokemon is Poisoned, this attack does 40 more damage.","","","","","","Fire","x2"
"swsh5-2","Weepinbell","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless","2","Dangerous Mucus","When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may make your opponent's Active Pokemon Burned and Poisoned.","Vine Whip","Grass, Colorless, Colorless","3","40","","","","","","","Fire","x2"
"swsh5-3","Victreebel","Pokemon","Stage 2","150","Grass","Rare","Colorless, Colorless, Colorless","3","","","Panic Vine","Grass","1","40","Your opponent's Active Pokemon is now Confused. During your opponent's next turn, that Pokemon can't retreat.","Solar Beam","Grass, Colorless, Colorless","3","120","","Fire","x2"
"swsh5-4","Cacnea","Pokemon","Basic","70","Grass","Common","Colorless, Colorless","2","","","Zzzt","Colorless","1","10","","Beat","Grass, Colorless","2","20","","Fire","x2"
"swsh5-5","Cacturne","Pokemon","Stage 1","120","Grass","Uncommon","Colorless, Colorless","2","","","Pull","Colorless","1","","Switch 1 of your opponent's Benched Pokemon with their Active Pokemon.","Spiny Punch","Grass, Colorless","2","60+","If this Pokemon has any Darkness Energy attached, this attack does 70 more damage.","Fire","x2"
"swsh5-7","Cherubi","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Leafage","Grass","1","10","","","","","","","Fire","x2"
"swsh5-8","Cherrim","Pokemon","Stage 1","80","Grass","Rare Holo","Colorless, Colorless","2","Spring Bloom","As often as you like during your turn, you may attach a Grass Energy card from your hand to 1 of your Pokemon that doesn't have a Rule Box (Pokemon V, Pokemon-GX, etc. have Rule Boxes).","Seed Bomb","Grass, Colorless, Colorless","3","70","","","","","","","Fire","x2"
"swsh5-9","Carnivine","Pokemon","Basic, Rapid Strike","110","Grass","Uncommon","Colorless, Colorless","2","","","Big Bite","Colorless, Colorless","2","30","During your opponent's next turn, the Defending Pokemon can't retreat.","Triple Whip","Grass, Colorless, Colorless","3","60x","Flip 3 coins. This attack does 60 damage for each heads.","Fire","x2"
"swsh5-10","Durant","Pokemon","Basic","90","Grass","Uncommon","Colorless","1","","","Vise Grip","Grass","1","20","","Devour","Colorless, Colorless","2","","For each of your Durant in play, discard the top card of your opponent's deck.","Fire","x2"
"swsh5-11","Scatterbug","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Surprise Attack","Colorless","1","30","Flip a coin. If tails, this attack does nothing.","","","","","","Fire","x2"
"swsh5-12","Spewpa","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","Grass Cocooning","Colorless","1","","Heal 40 damage from this Pokemon.","Bug Bite","Grass, Colorless, Colorless","3","40","","Fire","x2"
"swsh5-13","Vivillon","Pokemon","Stage 2","120","Grass","Rare","Colorless","1","","","Vital Powder","Colorless","1","","Heal all damage from 2 of your Benched Pokemon.","Gust","Grass, Colorless, Colorless","3","90","","Fire","x2"
"swsh5-14","Fomantis","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Continuous Slash","Grass","1","20x","Flip a coin until you get tails. This attack does 20 damage for each heads.","","","","","","Fire","x2"
"swsh5-15","Lurantis","Pokemon","Stage 1","120","Grass","Rare","Colorless, Colorless","2","","","Leaf Drain","Grass","1","30","Heal 30 damage from this Pokemon.","Solar Cutter","Grass, Colorless","2","70","","Fire","x2"
"swsh5-16","Tapu Bulu","Pokemon","Basic","130","Grass","Rare Holo","Colorless, Colorless","2","","","Push Down","Grass","1","20","Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.","Nature's Judgment","Grass, Grass, Colorless","3","80+","You may discard all Energy from this Pokemon. If you do, this attack does 80 more damage.","Fire","x2"
"swsh5-17","Blipbug","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Stampede","Colorless","1","10","","","","","","","Fire","x2"
