"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"pl2-1","Arcanine","Pokemon","Stage 1","100","Fire","Rare Holo","Colorless, Colorless","2","Flare Condition","As long as Arcanine has any Fire Energy attached to it, Arcanine has no Weakness.","Burn Out","Fire, Colorless","2","30+","You may do 30 damage plus 30 more damage. If you do, Arcanine is now Burned.","Flames of Rage","Fire, Colorless, Colorless","3","60+","Discard a Fire Energy attached to Arcanine. This attack does 60 damage plus 10 more damage for each damage counter on Arcanine.","Water","+20"
"pl2-2","Bastiodon GL","Pokemon","Basic, SP","90","Metal","Rare Holo","Colorless, Colorless, Colorless","3","","","Bounce Back","Metal, Colorless, Colorless","3","30","Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.","Smack Attack","Metal, Colorless, Colorless, Colorless","4","60","Remove 1 damage counter from Bastiodon GL.","Fire","x2"
"pl2-3","Darkrai G","Pokemon","Basic, SP","90","Darkness","Rare Holo","Colorless, Colorless","2","Eerie Aura","Put 1 damage counter on each of your opponent's Pokemon that remains Asleep between turns.","Darkness Sleep","Darkness, Colorless, Colorless","3","50","If the Defending Pokemon already has any damage counters on it, that Pokemon is now Asleep.","","","","","","Fighting","x2"
"pl2-4","Floatzel GL","Pokemon","Basic, SP","80","Water","Rare Holo","Colorless","1","","","Incite","","0","","Search your discard pile for up to 2 Supporter cards, show them to your opponent, and put them into your hand.","Giant Wave","Water, Water","2","50","Floatzel GL can't use Giant Wave during your next turn.","Lightning","x2"
"pl2-5","Flygon","Pokemon","Stage 2","120","Colorless","Rare Holo","","0","Rainbow Float","If any basic Energy card attached to Flygon is the same type as any of your Pokemon, the Retreat Cost for those Pokemon is 0.","Sand Wall","Colorless, Colorless","2","40","Discard a Stadium card your opponent has in play. If you do, prevent all effects of an attack, including damage, done to Flygon during your opponent's next turn.","Power Swing","Colorless, Colorless, Colorless","3","60+","Does 60 damage plus 10 more damage for each Evolved Pokemon on your Bench.","Colorless","+30"
"pl2-6","Froslass GL","Pokemon","Basic, SP","70","Water","Rare Holo","Colorless","1","","","Sleep Inducer","Colorless","1","","Switch the Defending Pokemon with 1 of your opponent's Benched Pokemon. The new Defending Pokemon is now Asleep.","Wake-Up Slap","Psychic, Colorless","2","30+","If the Defending Pokemon is affected by any Special Conditions, this attack does 30 damage plus 20 more damage. Then, remove all Special Conditions from the Defending Pokemon.","Metal","x2"
"pl2-7","Jirachi","Pokemon","Basic","60","Metal","Rare Holo","","0","Final Wish","Once during your opponent's turn, if Jirachi would be Knocked Out by damage from an attack, you may search your deck for any 1 card and put it into your hand. Shuffle your deck afterward.","Detour","","0","","If you have a Supporter card in play, use the effect of that card as the effect of this attack.","Swift","Metal","1","20","This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","Fire","+20"
"pl2-8","Lucario GL","Pokemon","Basic, SP","80","Fighting","Rare Holo","Colorless","1","Boundary Aura","Apply Weakness for each Pokemon (both yours and your opponent's) as x2 instead.","Combo Throw","Metal, Colorless, Colorless","3","30+","Does 30 damage plus 10 more damage for each Energy attached to the Defending Pokemon.","","","","","","Psychic","x2"
"pl2-9","Luxray GL","Pokemon","Basic, SP","80","Lightning","Rare Holo","Colorless","1","","","Bite","Colorless, Colorless","2","30","","Trash Bolt","Lightning, Colorless, Colorless","3","70","Discard an Energy card from your hand. (If you can't discard a card from your hand, this attack does nothing.)","Fighting","x2"
"pl2-10","Mismagius GL","Pokemon","Basic, SP","80","Psychic","Rare Holo","Colorless","1","","","Psychic Removal","Psychic","1","10","Flip 2 coins. If both of them are heads, discard all Energy attached to the Defending Pokemon.","Grudge","Psychic, Colorless","2","20+","Does 20 damage plus 10 more damage for each Prize card your opponent has taken.","Darkness","x2"
"pl2-11","Rampardos GL","Pokemon","Basic, SP","90","Fighting","Rare Holo","Colorless","1","","","Trample","Fighting, Colorless","2","","Flip a coin for each Benched Pokemon (both yours and your opponent's). If that coin flip is heads, this attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Rend","Fighting, Colorless, Colorless","3","40+","If the Defending Pokemon has any damage counters on it, this attack does 40 damage plus 20 more damage.","Grass","x2"
