"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"swsh35-2","Weedle","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Call for Family","Colorless","1","","Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.","","","","","","Fire","x2"
"swsh35-3","Kakuna","Pokemon","Stage 1","80","Grass","Common","Colorless, Colorless, Colorless","3","","","Bug Bite","Grass","1","30","","","","","","","Fire","x2"
"swsh35-4","Beedrill","Pokemon","Stage 2","140","Grass","Uncommon","Colorless","1","","","Poison Jab","Grass","1","80","Your opponent's Active Pokemon is now Poisoned.","","","","","","Fire","x2"
"swsh35-6","Vulpix","Pokemon","Basic","60","Fire","Common","Colorless","1","","","Gnaw","Colorless","1","10","","Singe","Fire, Colorless","2","","Your opponent's Active Pokemon is now Burned.","Water","x2"
"swsh35-7","Victini","Pokemon","Basic","70","Fire","Uncommon","Colorless","1","","","Quick Draw","Colorless","1","","Draw a card.","Combustion","Fire, Colorless","2","30","","Water","x2"
"swsh35-9","Sizzlipede","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Bite","Colorless","1","10","","Combustion","Fire, Colorless, Colorless","3","50","","Water","x2"
"swsh35-10","Centiskorch","Pokemon","Stage 1","130","Fire","Rare Holo","Colorless, Colorless, Colorless","3","","","Searing Flame","Fire, Colorless, Colorless","3","50","Your opponent's Active Pokemon is now Burned.","Heat Crawler","Fire, Fire, Colorless, Colorless","4","140","","Water","x2"
"swsh35-11","Carvanha","Pokemon","Basic","60","Water","Common","Colorless","1","","","Bite","Water","1","10","","","","","","","Lightning","x2"
"swsh35-12","Sharpedo","Pokemon","Stage 1","110","Water","Uncommon","Colorless","1","","","Aqua Jet","Water","1","50","This attack also does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","","","","","","Lightning","x2"
"swsh35-18","Hatenna","Pokemon","Basic","60","Psychic","Common","Colorless","1","","","Stampede","Psychic","1","10","","Magical Shot","Psychic, Colorless","2","30","","Darkness","x2"
"swsh35-19","Hattrem","Pokemon","Stage 1","90","Psychic","Uncommon","Colorless, Colorless","2","","","Beat","Psychic","1","20","","Super Psy Bolt","Psychic, Colorless","2","40","","Darkness","x2"
