"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sm6-1","Exeggcute","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Multiply","Colorless","1","","Search your deck for Exeggcute and put it onto your Bench. Then, shuffle your deck.","","","","","","Fire","x2"
"sm6-2","Alolan Exeggutor","Pokemon","Stage 1","160","Grass","Rare","Colorless, Colorless, Colorless","3","","","Tropical Shake","Grass","1","20+","This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way.","","","","","","Fire","x2"
"sm6-2a","Alolan Exeggutor","Pokemon","Stage 1","160","Grass","Rare","Colorless, Colorless, Colorless","3","","","Tropical Shake","Grass","1","20+","This attack does 20 more damage for each type of basic Energy card in your discard pile. You can't add more than 100 damage in this way.","","","","","","Fire","x2"
"sm6-3","Snover","Pokemon","Basic","80","Grass","Common","Colorless, Colorless, Colorless","3","","","Ice Shard","Grass, Colorless","2","20+","If your opponent's Active Pokemon is a Fighting Pokemon, this attack does 40 more damage.","","","","","","Fire","x2"
"sm6-4","Abomasnow","Pokemon","Stage 1","130","Grass","Rare","Colorless, Colorless, Colorless","3","Blessings of the Frost","When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may attach a Grass Energy card from your discard pile to 1 of your Pokemon.","Hypno Hammer","Grass, Colorless, Colorless, Colorless","4","80","Your opponent's Active Pokemon is now Asleep.","","","","","","Fire","x2"
"sm6-5","Scatterbug","Pokemon","Basic","30","Grass","Common","Colorless","1","Abnormal Outbreak","You can use this Ability only if you go second. Once during your first turn (before your attack), you may search your deck for a Spewpa and a Vivillon, reveal them, and put them into your hand. Then, shuffle your deck.","Tackle","Colorless, Colorless","2","10","","","","","","","Fire","x2"
"sm6-6","Scatterbug","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Ultra Evolution","Grass","1","","Flip a coin. If heads, search your deck for Vivillon and put it onto this Scatterbug to evolve it. Then, shuffle your deck.","","","","","","Fire","x2"
"sm6-7","Spewpa","Pokemon","Stage 1","70","Grass","Uncommon","Colorless, Colorless","2","","","String Shot","Grass","1","20","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fire","x2"
"sm6-8","Vivillon","Pokemon","Stage 2","130","Grass","Rare","Colorless","1","","","Vivid Powder","Grass","1","50","Your opponent's Active Pokemon is now Asleep and Poisoned.","","","","","","Lightning","x2"
"sm6-9","Skiddo","Pokemon","Basic","70","Grass","Common","Colorless, Colorless","2","","","Growth","Grass","1","","Attach a Grass Energy card from your hand to this Pokemon.","Razor Leaf","Grass, Colorless, Colorless","3","40","","Fire","x2"
