"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"sv8pt5-1","Exeggcute","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Ram","Grass, Colorless","2","30","","","","","","","Fire","x2"
"sv8pt5-2","Exeggutor","Pokemon","Stage 1","140","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","Mega Drain","Grass, Colorless","2","50","Heal 30 damage from this Pokemon.","Solar Beam","Grass, Grass, Colorless","3","130","","Fire","x2"
"sv8pt5-3","Pinsir","Pokemon","Basic","120","Grass","Common","Colorless, Colorless","2","","","Slash","Grass, Colorless","2","60","","","","","","","Fire","x2"
"sv8pt5-4","Budew","Pokemon","Basic","30","Grass","Common","","0","","","Itchy Pollen","Free","1","10","During your opponent's next turn, they can't play any Item cards from their hand.","","","","","","Fire","x2"
"sv8pt5-5","Leafeon","Pokemon","Stage 1","120","Grass","Rare","Colorless","1","","","Leaflet Blessings","Colorless","1","","Attach a Basic Grass Energy card from your hand to 1 of your Benched Pokemon. If you do, heal all damage from that Pokemon.","Solar Beam","Grass, Colorless","2","70","","Fire","x2"
"sv8pt5-7","Cottonee","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Triple Spin","Grass","1","10x","Flip 3 coins. This attack does 10 damage for each heads.","","","","","","Fire","x2"
"sv8pt5-8","Whimsicott","Pokemon","Stage 1","100","Grass","Rare","Colorless","1","Wafting Heal","When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may heal all damage from your Active Grass Pokemon. If you healed any damage in this way, discard all Energy from that Pokemon.","Seed Bomb","Grass","1","40","","","","","","","Fire","x2"
"sv8pt5-9","Applin","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Spray Fluid","Grass","1","20","","","","","","","Fire","x2"
"sv8pt5-10","Dipplin","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless","2","Festival Lead","If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.","Do the Wave","Grass","1","20x","This attack does 20 damage for each of your Benched Pokemon.","","","","","","Fire","x2"
"sv8pt5-13","Flareon","Pokemon","Stage 1","130","Fire","Rare","Colorless, Colorless","2","","","Destructive Flame","Fire","1","30","Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.","Fighting Blaze","Fire, Colorless, Colorless","3","90+","If your opponent's Active Pokemon is a Pokemon ex or Pokemon V, this attack does 90 more damage.","Water","x2"
"sv8pt5-15","Litleo","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Combustion","Fire","1","10","","Headbutt","Fire, Fire, Colorless","3","50","","Water","x2"
"sv8pt5-16","Pyroar","Pokemon","Stage 1","120","Fire","Uncommon","Colorless, Colorless","2","","","Fire Mane","Fire, Colorless","2","50","","Flame Tackle","Fire, Fire, Colorless","3","160","During your next turn, this Pokemon can't attack.","Water","x2"
"sv8pt5-18","Slowpoke","Pokemon","Basic","70","Water","Common","Colorless, Colorless","2","","","Water Gun","Water","1","10","","Tail Whap","Water, Colorless","2","30","","Lightning","x2"
"sv8pt5-19","Slowking","Pokemon","Stage 1","130","Water","Uncommon","Colorless, Colorless","2","","","Wash the Slate Clean","Water, Colorless, Colorless","3","70","You may put 2 Energy attached to your opponent's Active Pokemon into their hand.","","","","","","Lightning","x2"
"sv8pt5-20","Goldeen","Pokemon","Basic","50","Water","Common","Colorless","1","Festival Lead","If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.","Whirlpool","Colorless, Colorless","2","10","Flip a coin. If heads, discard an Energy from your opponent's Active Pokemon.","","","","","","Lightning","x2"
"sv8pt5-21","Seaking","Pokemon","Stage 1","110","Water","Uncommon","Colorless","1","Festival Lead","If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent's Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.","Rapid Draw","Colorless","1","60","Draw 2 cards.","","","","","","Lightning","x2"
"sv8pt5-22","Vaporeon","Pokemon","Stage 1","130","Water","Rare","Colorless, Colorless","2","","","Spiral Drain","Water","1","30","Heal 30 damage from this Pokemon.","Fighting Whirlpool","Water, Colorless, Colorless","3","90+","If your opponent's Active Pokemon is a Pokemon ex or Pokemon V, this attack does 90 more damage.","Lightning","x2"
"sv8pt5-24","Suicune","Pokemon","Basic","120","Water","Uncommon","Colorless","1","","","Overrun","Colorless, Colorless","2","30","This attack also does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Aurora Beam","Water, Water, Colorless","3","100","","Lightning","x2"
"sv8pt5-25","Glaceon","Pokemon","Stage 1","120","Water","Rare","Colorless","1","","","Permeating Chill","Water","1","30","At the end of your opponent's next turn, put 9 damage counters on the Defending Pokemon.","Icicle Missile","Water, Colorless","2","70","","Metal","x2"
"sv8pt5-29","Jolteon","Pokemon","Stage 1","110","Lightning","Rare","","0","","","Linear Attack","Lightning","1","","This attack does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Fighting Lightning","Lightning, Colorless, Colorless","3","90+","If your opponent's Active Pokemon is a Pokemon ex or Pokemon V, this attack does 90 more damage.","Fighting","x2"
"sv8pt5-33","Espeon","Pokemon","Stage 1","110","Psychic","Rare","Colorless","1","","","Psychic Assault","Psychic","1","30+","This attack does 10 more damage for each damage counter on your opponent's Active Pokemon.","Psy Bolt","Psychic, Colorless","2","60","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Darkness","x2"
"sv8pt5-35","Duskull","Pokemon","Basic","60","Psychic","Common","Colorless","1","","","Come and Get You","Psychic","1","","Put up to 3 Duskull from your discard pile onto your Bench.","Mumble","Psychic, Psychic","2","30","","Darkness","x2"
"sv8pt5-36","Dusclops","Pokemon","Stage 1","90","Psychic","Common","Colorless, Colorless","2","Cursed Blast","Once during your turn, you may put 5 damage counters on 1 of your opponent's Pokemon. If you use this Ability, this Pokemon is Knocked Out.","Will-O-Wisp","Psychic, Psychic","2","50","","","","","","","Darkness","x2"
"sv8pt5-37","Dusknoir","Pokemon","Stage 2","160","Psychic","Rare","Colorless, Colorless, Colorless","3","Cursed Blast","Once during your turn, you may put 13 damage counters on 1 of your opponent's Pokemon. If you use this Ability, this Pokemon is Knocked Out.","Shadow Bind","Psychic, Psychic, Colorless","3","150","During your opponent's next turn, the Defending Pokemon can't retreat.","","","","","","Darkness","x2"
"sv8pt5-38","Spritzee","Pokemon","Basic","60","Psychic","Common","Colorless","1","","","Fairy Wind","Psychic","1","20","","","","","","","Metal","x2"
"sv8pt5-39","Aromatisse","Pokemon","Stage 1","120","Psychic","Common","Colorless","1","","","Perfume Press","Psychic, Colorless","2","60","Your opponent's Active Pokemon is now Confused.","","","","","","Metal","x2"
"sv8pt5-40","Sylveon","Pokemon","Stage 1","120","Psychic","Rare","Colorless","1","Safeguard","Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon ex.","Magical Shot","Psychic, Colorless, Colorless","3","100","","","","","","","Metal","x2"
"sv8pt5-42","Scream Tail","Pokemon","Basic, Ancient","90","Psychic","Uncommon","Colorless","1","","","Slap","Psychic","1","30","","Roaring Scream","Psychic, Colorless","2","","This attack does 20 damage to 1 of your opponent's Pokemon for each damage counter on this Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Darkness","x2"
"sv8pt5-43","Flutter Mane","Pokemon","Basic, Ancient","90","Psychic","Rare","Colorless","1","Midnight Fluttering","As long as this Pokemon is in the Active Spot, your opponent's Active Pokemon has no Abilities, except for Midnight Fluttering.","Hex Hurl","Colorless, Colorless, Colorless","3","90","Put 2 damage counters on your opponent's Benched Pokemon in any way you like.","","","","","","Metal","x2"
"sv8pt5-44","Munkidori","Pokemon","Basic","110","Psychic","Rare","Colorless","1","Adrena-Brain","Once during your turn, if this Pokemon has any Darkness Energy attached, you may move up to 3 damage counters from 1 of your Pokemon to 1 of your opponent's Pokemon.","Mind Bend","Psychic, Colorless","2","60","Your opponent's Active Pokemon is now Confused.","","","","","","Darkness","x2"
"sv8pt5-45","Fezandipiti","Pokemon","Basic","120","Psychic","Rare","Colorless","1","Adrena-Pheromone","If this Pokemon has any Darkness Energy attached and is damaged by an attack, flip a coin. If heads, prevent that damage.","Energy Feather","Psychic","1","30x","This attack does 30 damage for each Energy attached to this Pokemon.","","","","","","Metal","x2"
"sv8pt5-46","Iron Boulder","Pokemon","Basic, Future","140","Psychic","Rare","Colorless, Colorless, Colorless","3","","","Adjusted Horn","Psychic, Colorless","2","170","If you don't have the same number of cards in your hand as your opponent, this attack does nothing.","","","","","","Darkness","x2"
"sv8pt5-47","Larvitar","Pokemon","Basic","70","Fighting","Common","Colorless","1","","","Headbutt","Colorless","1","10","","","","","","","Grass","x2"
"sv8pt5-48","Pupitar","Pokemon","Stage 1","90","Fighting","Common","Colorless","1","","","Sand Spray","Colorless","1","20","","Hammer In","Colorless, Colorless, Colorless","3","60","","Grass","x2"
"sv8pt5-49","Groudon","Pokemon","Basic","130","Fighting","Rare","Colorless, Colorless, Colorless","3","","","Swelling Power","Colorless","1","","Attach a Basic Fighting Energy card from your hand to 1 of your Pokemon.","Magma Purge","Fighting, Fighting, Colorless","3","60x","Discard up to 4 Energy from your Pokemon. This attack does 60 damage for each card you discarded in this way.","Grass","x2"
"sv8pt5-50","Riolu","Pokemon","Basic","70","Fighting","Common","Colorless","1","","","Quick Attack","Fighting","1","10+","Flip a coin. If heads, this attack does 20 more damage.","","","","","","Psychic","x2"
"sv8pt5-52","Hippopotas","Pokemon","Basic","90","Fighting","Common","Colorless, Colorless, Colorless","3","","","Tackle","Colorless, Colorless, Colorless","3","70","","","","","","","Grass","x2"
"sv8pt5-53","Hippowdon","Pokemon","Stage 1","150","Fighting","Common","Colorless, Colorless, Colorless","3","","","Sand Spray","Colorless, Colorless, Colorless","3","90","","Land Crush","Fighting, Colorless, Colorless, Colorless","4","140","","Grass","x2"
"sv8pt5-54","Bloodmoon Ursaluna","Pokemon","Basic","150","Fighting","Rare","Colorless, Colorless, Colorless, Colorless","4","Battle-Hardened","When you play this Pokemon from your hand onto your Bench during your turn, you may attach up to 2 Basic Fighting Energy cards from your hand to this Pokemon.","Mad Bite","Fighting, Fighting, Colorless","3","100+","This attack does 30 more damage for each damage counter on your opponent's Active Pokemon.","","","","","","Grass","x2"
"sv8pt5-55","Great Tusk","Pokemon","Basic, Ancient","140","Fighting","Uncommon","Colorless, Colorless, Colorless","3","","","Land Collapse","Colorless, Colorless","2","","Discard the top card of your opponent's deck. If you played an Ancient Supporter card from your hand during this turn, discard 3 more cards in this way.","Giant Tusk","Fighting, Fighting, Colorless, Colorless","4","160","","Psychic","x2"
"sv8pt5-57","Okidogi","Pokemon","Basic","130","Fighting","Rare","Colorless, Colorless","2","Adrena-Power","If this Pokemon has any Darkness Energy attached, it gets +100 HP, and the attacks it uses do 100 more damage to your opponent's Active Pokemon (before applying Weakness and Resistance).","Good Punch","Fighting, Fighting","2","70","","","","","","","Psychic","x2"
"sv8pt5-59","Umbreon","Pokemon","Stage 1","110","Darkness","Rare","Colorless","1","","","Feint Attack","Darkness","1","","This attack does 50 damage to 1 of your opponent's Pokemon. This attack's damage isn't affected by Weakness or Resistance, or by any effects on that Pokemon.","Pitch-Black Blade","Darkness, Colorless, Colorless","3","140","During your next turn, this Pokemon can't attack.","Grass","x2"
"sv8pt5-61","Sneasel","Pokemon","Basic","60","Darkness","Common","","0","","","Claw Slash","Darkness","1","20","","","","","","","Grass","x2"
"sv8pt5-62","Houndour","Pokemon","Basic","70","Darkness","Common","Colorless","1","","","Playful Kick","Darkness","1","20","","","","","","","Grass","x2"
"sv8pt5-63","Houndoom","Pokemon","Stage 1","120","Darkness","Common","Colorless","1","","","Call to Muster","Darkness","1","","Search your deck for up to 2 Basic Energy cards and attach them to your Pokemon in any way you like. Then, shuffle your deck.","Pitch-Black Fangs","Darkness, Colorless, Colorless","3","100","","Grass","x2"
"sv8pt5-65","Roaring Moon","Pokemon","Basic, Ancient","140","Darkness","Rare","Colorless, Colorless","2","","","Vengeance Fletching","Darkness, Darkness","2","70+","This attack does 10 more damage for each Ancient card in your discard pile.","Speed Wing","Darkness, Colorless, Colorless, Colorless","4","120","","Grass","x2"
"sv8pt5-66","Bronzor","Pokemon","Basic","70","Metal","Common","Colorless","1","","","Hammer In","Metal, Colorless","2","20","","","","","","","Fire","x2"
"sv8pt5-67","Bronzong","Pokemon","Stage 1","130","Metal","Uncommon","Colorless, Colorless, Colorless","3","Protective Bell","All of your Pokemon take 10 less damage from attacks from your opponent's Pokemon (after applying Weakness and Resistance).","Heavy Impact","Metal, Colorless","2","50","","","","","","","Fire","x2"
"sv8pt5-68","Heatran","Pokemon","Basic","130","Metal","Uncommon","Colorless, Colorless, Colorless","3","","","Wrack Down","Metal, Colorless","2","40","","Iron Buster","Metal, Metal, Colorless","3","130","During your next turn, this Pokemon can't attack.","Fire","x2"
"sv8pt5-69","Duraludon","Pokemon","Basic","130","Metal","Common","Colorless, Colorless","2","","","Hammer In","Metal","1","30","","Raging Hammer","Metal, Metal, Colorless","3","80+","This attack does 10 more damage for each damage counter on this Pokemon.","Fire","x2"
"sv8pt5-70","Archaludon","Pokemon","Stage 1","180","Metal","Rare","Colorless, Colorless","2","Metal Bridge","All of your Pokemon that have Metal Energy attached have no Retreat Cost.","Iron Blaster","Metal, Metal, Colorless","3","160","During your next turn, this Pokemon can't attack.","","","","","","Fire","x2"
"sv8pt5-71","Dreepy","Pokemon","Basic","70","Dragon","Common","Colorless","1","","","Petty Grudge","Psychic","1","10","","Bite","Fire, Psychic","2","40","",,
"sv8pt5-72","Drakloak","Pokemon","Stage 1","90","Dragon","Common","Colorless","1","Recon Directive","Once during your turn, you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck.","Dragon Headbutt","Fire, Psychic","2","70","","","","","","",,
"sv8pt5-74","Eevee","Pokemon","Basic","50","Colorless","Common","Colorless","1","Boosted Evolution","As long as this Pokemon is in the Active Spot, it can evolve during your first turn or the turn you play it.","Reckless Charge","Colorless, Colorless","2","30","This Pokemon also does 10 damage to itself.","","","","","","Fighting","x2"
"sv8pt5-77","Hoothoot","Pokemon","Basic","80","Colorless","Common","Colorless, Colorless","2","Insomnia","This Pokemon can't be Asleep.","Tackle","Colorless, Colorless","2","20","","","","","","","Lightning","x2"
"sv8pt5-78","Noctowl","Pokemon","Stage 1","100","Colorless","Rare","Colorless","1","Jewel Seeker","Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, if you have any Tera Pokemon in play, you may search your deck for up to 2 Trainer cards, reveal them, and put them into your hand. Then, shuffle your deck.","Speed Wing","Colorless, Colorless","2","60","","","","","","","Lightning","x2"
"sv8pt5-79","Dunsparce","Pokemon","Basic","60","Colorless","Common","","0","","","Gnaw","Colorless","1","10","","Dig","Colorless, Colorless","2","30","Flip a coin. If heads, during your opponent's next turn, prevent all damage from and effects of attacks done to this Pokemon.","Fighting","x2"
"sv8pt5-80","Dudunsparce","Pokemon","Stage 1","140","Colorless","Rare","Colorless, Colorless, Colorless","3","Run Away Draw","Once during your turn, you may draw 3 cards. If you drew any cards in this way, shuffle this Pokemon and all attached cards into your deck.","Land Crush","Colorless, Colorless, Colorless","3","90","","","","","","","Fighting","x2"
"sv8pt5-81","Miltank","Pokemon","Basic","130","Colorless","Common","Colorless, Colorless","2","","","Rollout","Colorless","1","20","","Moomoo Rolling","Colorless, Colorless","2","100","You can use this attack only if this Pokemon used Rollout during your last turn.","Fighting","x2"
"sv8pt5-83","Buneary","Pokemon","Basic","60","Colorless","Common","Colorless","1","","","Smash Kick","Colorless","1","20","","","","","","","Fighting","x2"
"sv8pt5-84","Lopunny","Pokemon","Stage 1","90","Colorless","Common","Colorless","1","","","Rear Kick","Colorless, Colorless","2","90","","","","","","","Fighting","x2"
"sv8pt5-85","Fan Rotom","Pokemon","Basic","70","Colorless","Common","Colorless","1","Fan Call","Once during your first turn, you may search your deck for up to 3 Colorless Pokemon with 100 HP or less, reveal them, and put them into your hand. Then, shuffle your deck. You can't use more than 1 Fan Call Ability during your turn.","Assault Landing","Colorless","1","70","If there is no Stadium in play, this attack does nothing.","","","","","","Lightning","x2"
"sv8pt5-86","Regigigas","Pokemon","Basic","160","Colorless","Uncommon","Colorless, Colorless, Colorless, Colorless","4","","","Jewel Breaker","Colorless, Colorless, Colorless, Colorless","4","100+","If your opponent's Active Pokemon is a Tera Pokemon, this attack does 230 more damage.","","","","","","Fighting","x2"
"sv8pt5-87","Shaymin","Pokemon","Basic","70","Colorless","Uncommon","Colorless","1","","","Reflect Energy","Colorless, Colorless","2","60","Move an Energy from this Pokemon to 1 of your Benched Pokemon.","","","","","","Lightning","x2"
"sv8pt5-88","Furfrou","Pokemon","Basic","100","Colorless","Common","Colorless","1","Fur Coat","This Pokemon takes 20 less damage from attacks (after applying Weakness and Resistance).","Bite","Colorless, Colorless, Colorless","3","80","","","","","","","Fighting","x2"
"sv8pt5-89","Hawlucha","Pokemon","Basic","80","Colorless","Uncommon","Colorless","1","","","Rising Tackle","Colorless","1","10+","If your opponent's Active Pokemon is a Pokemon ex, this attack does 50 more damage.","","","","","","Lightning","x2"
"sv8pt5-90","Noibat","Pokemon","Basic","60","Colorless","Common","Colorless","1","","","Flap","Colorless","1","20","","","","","","","Lightning","x2"
