"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"xy6-1","Exeggcute","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Loathe","Colorless","1","","Flip a coin. If heads, switch this Pokemon with 1 of your Benched Pokemon.","Ram","Grass","1","10","","Fire","x2"
"xy6-2","Exeggutor","Pokemon","Stage 1","120","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","Shake It Off","Grass","1","20x","This attack does 20 damage times the number of Colorless Pokemon your opponent has in play.","Seed Bomb","Grass, Colorless, Colorless","3","80","","Fire","x2"
"xy6-3","Wurmple","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Flock","Grass","1","","Search your deck for Wurmple and put it onto your Bench. Shuffle your deck afterward.","Tackle","Colorless, Colorless","2","20","","Fire","x2"
"xy6-4","Silcoon","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","String Shot","Grass","1","10","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fire","x2"
"xy6-5","Beautifly","Pokemon","Stage 2","130","Grass","Rare Holo","","0","Miraculous Scales","Prevent all damage done to this Pokemon by attacks from your opponent's Pokemon-EX.","Whirlwind","Grass, Colorless, Colorless","3","80","You may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon.","","","","","","Fire","x2"
"xy6-6","Cascoon","Pokemon","Stage 1","80","Grass","Common","Colorless, Colorless, Colorless","3","","","Poison Sting","Grass","1","","Your opponent's Active Pokemon is now Poisoned.","Iron Defense","Colorless, Colorless","2","","Flip a coin. If heads, prevent all damage done to this Pokemon by attacks during your opponent's next turn.","Fire","x2"
"xy6-7","Dustox","Pokemon","Stage 2","140","Grass","Uncommon","Colorless, Colorless","2","","","Psybeam","Colorless, Colorless","2","30","Your opponent's Active Pokemon is now Confused.","Twilight Poison","Grass, Grass, Colorless, Colorless","4","80","Your opponent's Active Pokemon is now Asleep and Poisoned.","Fire","x2"
"xy6-8","Dustox","Pokemon","Stage 2","130","Grass","Rare","Colorless","1","","","Flap","Grass","1","20","","Wind Shard","Grass, Colorless, Colorless","3","","This attack does 50 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Fire","x2"
"xy6-9","Nincada","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Slight Intrusion","Colorless","1","20","This Pokemon does 10 damage to itself.","","","","","","Fire","x2"
"xy6-10","Ninjask","Pokemon","Stage 1","70","Grass","Uncommon","","0","Wing Buzz","Once during your turn (before your attack), if this Pokemon is your Active Pokemon, you may discard a card from your hand. If you do, discard the top card of your opponent's deck.","Afterimage Assault","Grass, Colorless","2","30","Search your deck for up to 2 Ninjask and put them onto your Bench. Shuffle your deck afterward.","","","","","","Fire","x2"
"xy6-11","Shedinja","Pokemon","Stage 1","30","Grass","Rare","Colorless","1","","","Cursed Rain","Grass","1","","Put 1 damage counter on each of your opponent's Pokemon. Switch this Pokemon with 1 of your Benched Pokemon.","Hopeless Scream","Colorless","1","50x","This attack does 50 damage times the number of damage counters on this Pokemon.",,
"xy6-12","Tropius","Pokemon","Basic","110","Grass","Uncommon","Colorless, Colorless","2","","","Stomp","Colorless, Colorless, Colorless","3","50+","Flip a coin. If heads, this attack does 20 more damage.","Solar Beam","Grass, Colorless, Colorless, Colorless","4","80","","Fire","x2"
"xy6-13","Victini","Pokemon","Basic","70","Fire","Rare","Colorless","1","","","Me First","Colorless","1","","Draw a card.","Psy Bolt","Fire, Colorless","2","20","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Water","x2"
"xy6-14","Fletchinder","Pokemon","Stage 1","70","Fire","Uncommon","","0","","","Peck Off","Colorless","1","10","Before doing damage, discard all Pokemon Tool cards attached to your opponent's Active Pokemon.","","","","","","Water","x2"
"xy6-15","Talonflame","Pokemon","Stage 2","130","Fire","Rare","","0","","","Grand Loop","Colorless","1","","Draw 3 cards. You may switch this Pokemon with 1 of your Benched Pokemon.","Brave Bird","Fire, Colorless","2","90","This Pokemon does 20 damage to itself.","Water","x2"
"xy6-16","Articuno","Pokemon","Basic","120","Water","Rare","Colorless","1","","","Find Ice","Water","1","","Search your deck for up to 3 Water Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward.","Freezing Wind","Water, Water, Colorless, Colorless","4","100","","Metal","x2"
"xy6-17","Articuno","Pokemon","Basic","120","Water","Rare","Colorless, Colorless","2","","","Chilling Sigh","Water","1","","Your opponent's Active Pokemon is now Asleep.","Tri Edge","Water, Water, Colorless","3","20+","Flip 3 coins. This attack does 40 more damage for each heads.","Metal","x2"
"xy6-18","Wingull","Pokemon","Basic","60","Water","Common","Colorless","1","","","Water Gun","Water","1","10","","","","","","","Lightning","x2"
"xy6-19","Pelipper","Pokemon","Stage 1","100","Water","Uncommon","Colorless, Colorless","2","","","Swallow","Water, Colorless","2","30","Heal from this Pokemon the same amount of damage you did to your opponent's Active Pokemon.","Water Pulse","Water, Colorless, Colorless, Colorless","4","70","Your opponent's Active Pokemon is now Asleep.","Lightning","x2"
"xy6-20","Pikachu","Pokemon","Basic","60","Lightning","Common","Colorless","1","","","Tail Whip","Colorless","1","","Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.","Electro Ball","Lightning, Colorless","2","30","","Fighting","x2"
"xy6-21","Voltorb","Pokemon","Basic","60","Lightning","Common","Colorless","1","","","Thunder Wave","Lightning","1","","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Big Explosion","Lightning, Colorless","2","60","This Pokemon does 60 damage to itself.","Fighting","x2"
"xy6-22","Electrode","Pokemon","Stage 1","90","Lightning","Uncommon","Colorless","1","","","Continuous Tumble","Colorless","1","20x","Flip a coin until you get tails. This attack does 20 damage times the number of heads.","Energy Bomb","Lightning, Colorless, Colorless","3","70","You may move all Energy from this Pokemon to your Benched Pokemon in any way you like.","Fighting","x2"
"xy6-23","Zapdos","Pokemon","Basic","120","Lightning","Rare","Colorless, Colorless","2","","","Drill Peck","Lightning","1","20","","Raging Thunder","Lightning, Lightning, Colorless","3","120","This attack does 40 damage to 1 of your Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Lightning","x2"
"xy6-24","Electrike","Pokemon","Basic","60","Lightning","Common","Colorless","1","","","Bite","Colorless","1","10","","","","","","","Fighting","x2"
"xy6-25","Manectric","Pokemon","Stage 1","90","Lightning","Uncommon","Colorless","1","","","Random Spark","Lightning","1","","This attack does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Bite","Colorless, Colorless","2","40","","Fighting","x2"
"xy6-27","Natu","Pokemon","Basic","50","Psychic","Common","Colorless","1","","","Peck","Colorless","1","10","","","","","","","Psychic","x2"
"xy6-28","Natu","Pokemon","Basic","40","Psychic","Common","Colorless","1","","","Psywave","Psychic, Colorless","2","10x","This attack does 10 damage times the amount of Energy attached to your opponent's Active Pokemon.","","","","","","Psychic","x2"
"xy6-29","Xatu","Pokemon","Stage 1","90","Psychic","Rare","Colorless","1","","","Future Sight","Colorless","1","","Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.","Stressful Eye","Psychic, Colorless","2","30","Your opponent reveals his or her hand. Discard a Trainer card you find there.","Psychic","x2"
"xy6-30","Shuppet","Pokemon","Basic","60","Psychic","Common","Colorless","1","","","Bleh","Psychic","1","","Discard a Special Energy attached to 1 of your opponent's Pokemon.","","","","","","Darkness","x2"
"xy6-31","Banette","Pokemon","Stage 1","80","Psychic","Rare","Colorless","1","Tool Concealment","Each Pokemon Tool card in play has no effect.","Psyshot","Psychic, Colorless, Colorless","3","60","","","","","","","Darkness","x2"
"xy6-32","Banette","Pokemon","Stage 1","90","Psychic","Rare","Colorless","1","","","Evolution Jammer","Psychic","1","20","Your opponent can't play any Pokemon from his or her hand to evolve his or her Pokemon during his or her next turn.","Curse Deeply","Psychic, Colorless","2","","Put 5 damage counters on your opponent's Active Pokemon.","Darkness","x2"
"xy6-33","Deoxys","Pokemon","Basic","110","Psychic","Rare Holo","Colorless","1","","","Close Encounter","Colorless","1","","If you go first, you can use this attack on your first turn. Draw 2 cards.","Overdrive Smash","Psychic, Colorless","2","30","During your next turn, this Pokemon's Overdrive Smash attack does 60 more damage (before applying Weakness and Resistance).","Psychic","x2"
"xy6-36","Gligar","Pokemon","Basic","70","Fighting","Common","Colorless","1","","","Stun Poison","Colorless","1","","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed and Poisoned.","","","","","","Water","x2"
"xy6-37","Gliscor","Pokemon","Stage 1","90","Fighting","Uncommon","Colorless","1","","","Rock Slide","Colorless","1","20","This attack does 20 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Slash","Fighting, Colorless","2","40","","Water","x2"
"xy6-38","Binacle","Pokemon","Basic","60","Fighting","Common","Colorless, Colorless","2","","","Sand Attack","Fighting","1","","If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.","Mud-Slap","Fighting, Fighting, Colorless","3","40","","Grass","x2"
"xy6-39","Hawlucha","Pokemon","Basic","80","Fighting","Common","Colorless","1","","","Tackle","Fighting","1","10","","Midair Strike","Colorless, Colorless, Colorless","3","40+","Flip a coin. If heads, this attack does 40 more damage.","Lightning","x2"
"xy6-40","Absol","Pokemon","Basic","100","Darkness","Rare Holo","Colorless","1","Cursed Eyes","When you play this Pokemon from your hand onto your Bench, you may move 3 damage counters from 1 of your opponent's Pokemon to another of his or her Pokemon.","Mach Claw","Darkness, Colorless","2","30","This attack's damage isn't affected by Resistance.","","","","","","Fighting","x2"
"xy6-41","Inkay","Pokemon","Basic","50","Darkness","Common","Colorless","1","","","Rip Off","Darkness","1","","Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.","Psybeam","Darkness, Colorless","2","20","Flip a coin. If heads, your opponent's Active Pokemon is now Confused.","Fighting","x2"
"xy6-42","Jirachi","Pokemon","Basic","70","Metal","Rare Holo","Colorless","1","","","Diminutive Desire","Metal","1","","Look at the top 7 cards of your deck and put 1 of them into your hand. Shuffle the other cards back into your deck.","Doom Desire","Metal, Colorless","2","","Discard all Energy attached to this Pokemon. The Defending Pokemon is Knocked Out at the end of your opponent's next turn.","Fire","x2"
"xy6-43","Togepi","Pokemon","Basic","40","Fairy","Common","Colorless","1","","","Sweet Kiss","Colorless","1","10","Your opponent draws a card.","","","","","","Metal","x2"
"xy6-44","Togetic","Pokemon","Stage 1","80","Fairy","Uncommon","Colorless","1","","","Go Fetch","Fairy","1","","Shuffle 3 basic Energy cards from your discard pile into your deck.","Fairy Wind","Fairy, Colorless, Colorless","3","40","","Metal","x2"
"xy6-45","Togekiss","Pokemon","Stage 2","140","Fairy","Rare","Colorless, Colorless","2","","","Powerful Slap","Colorless","1","50x","Flip a coin for each Energy attached to this Pokemon. This attack does 50 damage times the number of heads.","Aura Sphere","Fairy, Fairy, Colorless","3","70","This attack does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Metal","x2"
"xy6-46","Togekiss","Pokemon","Stage 2","130","Fairy","Rare Holo","Colorless","1","Serene Grace","When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may look at the top 8 cards of your deck. Choose any basic Energy cards you find there and attach them to your Pokemon in any way you like. Shuffle the other cards back into your deck.","Fairy Wind","Fairy, Colorless, Colorless","3","60","","","","","","","Metal","x2"
"xy6-47","Carbink","Pokemon","Basic","70","Fairy","Rare","Colorless, Colorless","2","Jewel Armor","As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent's).","Spin Tackle","Fairy, Colorless, Colorless","3","60","Flip a coin. If tails, this Pokemon does 20 damage to itself.","","","","","","Metal","x2"
"xy6-48","Klefki","Pokemon","Basic","60","Fairy","Rare","Colorless","1","","","Look for Keys","Fairy","1","","Reveal cards from the top of your deck until you reveal an Item card. Put it into your hand. Shuffle the other cards back into your deck.","Play Rough","Fairy, Colorless","2","20+","Flip a coin. If heads, this attack does 20 more damage.","Metal","x2"
"xy6-49","Dratini","Pokemon","Basic","50","Dragon","Common","Colorless","1","","","Hook","Grass","1","10","","Slam","Lightning, Colorless","2","20x","Flip 2 coins. This attack does 20 damage times the number of heads.","Fairy","x2"
"xy6-50","Dragonair","Pokemon","Stage 1","80","Dragon","Uncommon","Colorless, Colorless","2","","","Shed Skin","Grass","1","","Heal 30 damage from this Pokemon.","Slam","Grass, Lightning, Colorless","3","60x","Flip 2 coins. This attack does 60 damage times the number of heads.","Fairy","x2"
"xy6-51","Dragonite","Pokemon","Stage 2","150","Dragon","Rare","Colorless, Colorless, Colorless","3","Max Wind","When you play this Pokemon from your hand to evolve 1 of your Pokemon, you may heal all damage from 1 of your Pokemon.","Mach Press","Grass, Lightning, Colorless","3","80","Flip 2 coins. If both of them are heads, your opponent's Active Pokemon is now Paralyzed.","","","","","","Fairy","x2"
"xy6-52","Dragonite","Pokemon","Stage 2","160","Dragon","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","","","Wrapped in Wind","Lightning","1","","Attach up to 2 basic Energy cards from your hand to this Pokemon.","Heavy Impact","Grass, Grass, Grass, Lightning, Colorless","5","150","","Fairy","x2"
"xy6-53","Altaria","Pokemon","Stage 1","80","Dragon","Uncommon","Colorless","1","","","Song of Echoes","Colorless","1","","Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokemon (both yours and your opponent's).","Midnight Eyes","Water, Metal","2","30","Your opponent's Active Pokemon is now Asleep.","Fairy","x2"
"xy6-54","Bagon","Pokemon","Basic","60","Dragon","Common","Colorless","1","","","Continuous Headbutt","Fire, Colorless","2","30x","Flip a coin until you get tails. This attack does 30 damage times the number of heads.","","","","","","Fairy","x2"
"xy6-55","Bagon","Pokemon","Basic","60","Dragon","Common","Colorless","1","","","Leer","Colorless","1","","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Almost Flight","Fire, Water","2","30","This Pokemon does 10 damage to itself.","Fairy","x2"
"xy6-56","Shelgon","Pokemon","Stage 1","80","Dragon","Uncommon","Colorless, Colorless, Colorless","3","Exoskeleton","Any damage done to this Pokemon by attacks is reduced by 10 (after applying Weakness and Resistance).","Rolling Tackle","Fire, Water, Colorless","3","60","","","","","","","Fairy","x2"
"xy6-57","Salamence","Pokemon","Stage 2","160","Dragon","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","","","Shatter","Fire","1","60","Discard any Stadium card in play.","Power Howl","Water, Colorless, Colorless","3","20x","This attack does 20 damage times the number of cards in your opponent's hand.","Fairy","x2"
"xy6-63","Reshiram","Pokemon","Basic","130","Dragon","Rare Holo","Colorless, Colorless","2","Turboblaze","Once during your turn (before your attack), if this Pokemon is your Active Pokemon, you may attach a Fire Energy card from your hand to 1 of your Dragon Pokemon.","Bright Wing","Fire, Fire, Lightning, Colorless","4","110","Discard a Fire Energy attached to this Pokemon.","","","","","","Fairy","x2"
"xy6-64","Zekrom","Pokemon","Basic","130","Dragon","Rare Holo","Colorless, Colorless","2","","","Energy Stream","Lightning","1","30","Attach a basic Energy card from your discard pile to this Pokemon.","Electric Ball","Fire, Lightning, Lightning, Colorless","4","100","","Fairy","x2"
"xy6-65","Spearow","Pokemon","Basic","60","Colorless","Common","Colorless","1","","","Peck","Colorless, Colorless","2","30","","","","","","","Lightning","x2"
