"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ex6-1","Beedrill","Pokemon","Stage 2","90","Grass","Rare Holo","","0","","","Poison Sting","Grass","1","20","The Defending Pokemon is now Poisoned.","Link Needle","Grass, Colorless, Colorless","3","50+","This attack does 50 damage plus 30 more damage for each Beedrill (excluding this one) you have in play.","Fire","x2"
"ex6-2","Butterfree","Pokemon","Stage 2","100","Grass","Rare Holo","","0","Sooth Dust","As long as Butterfree is your Active Pokemon, remove 1 damage counter from each of your Pokemon between turns.","Whirlwind","Colorless, Colorless","2","30","Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.","Gust","Grass, Colorless, Colorless","3","50","","Lightning","x2"
"ex6-3","Dewgong","Pokemon","Stage 1","80","Water","Rare Holo","Colorless, Colorless","2","Safeguard","Prevent all effects of attacks, including damage, done to Dewgong by your opponent's Pokemon-ex.","Cold Breath","Water","1","10","The Defending Pokemon is now Asleep.","Aurora Beam","Colorless, Colorless, Colorless","3","40","","Metal","x2"
"ex6-4","Ditto","Pokemon","Basic","60","Colorless","Rare Holo","Colorless","1","Form Variation","Once during your turn (before your attack), you may search your discard pile for a Basic Pokemon (excluding Pokemon-ex and Ditto) and switch it with Ditto. (Any cards attached to Ditto, damage counters, Special Conditions, and effects on it are now on the new Pokemon.) Place Ditto in the discard pile.","Energy Ball","Colorless","1","10+","Does 10 damage plus 10 more damage for each Energy attached to Ditto but not used to pay for this attack's Energy cost. You can't add more then 20 damage in this way.","","","","","","Fighting","x2"
"ex6-5","Exeggutor","Pokemon","Stage 1","80","Psychic","Rare Holo","Colorless, Colorless","2","","","Psychic Exchange","Colorless","1","","Shuffle your hand into your deck. Draw up to 8 cards.","Big Eggsplosion","Psychic, Colorless","2","40x","Flip a coin for each Energy attached to Exeggutor. This attack does 40 damage times the number of heads.","Psychic","x2"
"ex6-6","Kangaskhan","Pokemon","Basic","80","Colorless","Rare Holo","Colorless, Colorless","2","","","Fetch","Colorless","1","","Draw a card.","Headbutt","Colorless, Colorless","2","20","","Fighting","x2"
"ex6-7","Marowak","Pokemon","Stage 1","80","Fighting","Rare Holo","Colorless","1","","","Linear Attack","Fighting, Colorless","2","","Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Vengeance","Fighting, Colorless, Colorless","3","30+","Does 30 damage plus 10 more damage for each Basic Pokemon and each Evolution card in your discard pile. You can't add more than 60 damage in this way.","Grass","x2"
"ex6-8","Nidoking","Pokemon","Stage 2","120","Fighting","Rare Holo","Colorless, Colorless, Colorless","3","Power Gene","As long as Nidoking is in play, your attacks by Nidoran ♀, Nidorina, Nidoqueen, Nidoran ♂, and Nidorino do 10 more damage to the Defending Pokemon.","Earth Poison","Fighting, Colorless","2","40","If the Defending Pokemon already has any damage counters on it, the Defending Pokemon is now Poisoned.","Bound Crush","Fighting, Fighting, Colorless, Colorless","4","","Choose 1 of your opponent's Pokemon. This attack does 60 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Nidoking can't use Bound Crush during your next turn.","Water","x2"
"ex6-9","Nidoqueen","Pokemon","Stage 2","120","Fighting","Rare Holo","Colorless, Colorless","2","Family Bonds","As long as Nidoqueen is in play, the Retreat Cost for Nidoran ♀, Nidorina, Nidoran ♂, Nidorino and Nidoking is 0.","Toxic","Grass","1","","The Defending Pokemon is now Poisoned. Put 2 damage counters instead of 1 on the Defending Pokemon between turns.","Power Lariat","Fighting, Colorless, Colorless","3","40+","Does 40 damage plus 10 more damage for each Evolved Pokemon you have in play.","Grass","x2"
"ex6-10","Pidgeot","Pokemon","Stage 2","100","Colorless","Rare Holo","","0","Quick Search","Once during your turn (before your attack), you may choose any 1 card from your deck and put it into your hand. Shuffle your deck afterward. You can't use more than 1 Quick Search Poke-Power each turn. This power can't be used if Pidgeot is affected by a Special Condition.","Clutch","Colorless, Colorless","2","40","The Defending Pokemon can't retreat until the end of your opponent's next turn.","","","","","","Lightning","x2"
