"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"swsh2-1","Caterpie","Pokemon","Basic","50","Grass","Common","Colorless","1","Adaptive Evolution","This Pokemon can evolve during your first turn or the turn you play it.","Gnaw","Colorless","1","10","","","","","","","Fire","x2"
"swsh2-2","Metapod","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless, Colorless","3","Adaptive Evolution","This Pokemon can evolve during your first turn or the turn you play it.","Ram","Colorless, Colorless","2","20","","","","","","","Fire","x2"
"swsh2-3","Butterfree","Pokemon","Stage 2","140","Grass","Rare","Colorless","1","","","Panic Poison","Grass","1","30","Your opponent's Active Pokemon is now Burned, Confused, and Poisoned.","Cutting Wind","Colorless, Colorless","2","80","","Fire","x2"
"swsh2-4","Scyther","Pokemon","Basic","80","Grass","Common","Colorless","1","","","Swords Dance","Colorless","1","","During your next turn, this Pokemon's Blinding Scythe attack does 70 more damage (before applying Weakness and Resistance).","Blinding Scythe","Colorless","1","20","","Fire","x2"
"swsh2-5","Shuckle","Pokemon","Basic","80","Grass","Uncommon","Colorless","1","","","Berry Picking","Colorless","1","","Shuffle up to 5 basic Energy cards from your discard pile into your deck.","Bind","Grass, Colorless, Colorless","3","50","Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.","Fire","x2"
"swsh2-6","Heracross","Pokemon","Basic","130","Grass","Uncommon","Colorless, Colorless","2","","","Push Down","Colorless, Colorless","2","30","Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.","Superpowered Horns","Grass, Grass, Colorless","3","110","","Fire","x2"
"swsh2-7","Lotad","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Mini Drain","Colorless","1","10","Heal 10 damage from this Pokemon.","Ram","Grass, Colorless","2","20","","Fire","x2"
"swsh2-8","Lombre","Pokemon","Stage 1","90","Grass","Uncommon","Colorless","1","Top Entry","Once during your turn, if you drew this Pokemon from your deck at the beginning of your turn and your Bench isn't full, before you put it into your hand, you may put it onto your Bench.","Fury Swipes","Grass, Colorless, Colorless","3","40x","Flip 3 coins. This attack does 40 damage for each heads.","","","","","","Fire","x2"
"swsh2-9","Ludicolo","Pokemon","Stage 2","160","Grass","Rare","Colorless, Colorless","2","","","Spirited Rushdown","Colorless, Colorless","2","60x","This attack does 60 damage for each Prize card you have taken.","Mega Drain","Grass, Colorless, Colorless","3","120","Heal 30 damage from this Pokemon.","Fire","x2"
"swsh2-10","Surskit","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Agility","Colorless","1","10","Flip a coin. If heads, during your opponent's next turn, prevent all effects of attacks, including damage, done to this Pokemon.","","","","","","Fire","x2"
