"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"bw8-1","Turtwig","Pokemon","Basic","70","Grass","Common","Colorless, Colorless","2","","","Nap","Colorless","1","","Heal 20 damage from this Pokemon.","Razor Leaf","Grass, Colorless, Colorless","3","30","","Fire","x2"
"bw8-2","Grotle","Pokemon","Stage 1","100","Grass","Uncommon","Colorless, Colorless, Colorless","3","","","Knock Away","Grass, Colorless, Colorless","3","40+","Flip a coin. If heads, this attack does 20 more damage.","","","","","","Fire","x2"
"bw8-3","Torterra","Pokemon","Stage 2, Team Plasma","150","Grass","Rare","Colorless, Colorless, Colorless, Colorless","4","","","Guard Press","Grass, Colorless, Colorless","3","60","During your opponent's next turn, any damage to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance).","Rumble Stomp","Grass, Colorless, Colorless, Colorless","4","80+","Flip a coin until you get tails. This attack does 20 more damage for each heads.","Fire","x2"
"bw8-4","Combee","Pokemon","Basic","30","Grass","Common","Colorless","1","","","Sting Missile","Grass","1","30","Shuffle this Pokemon and all cards attached to it into your deck.","","","","","","Fire","x2"
"bw8-5","Vespiquen","Pokemon","Stage 1","100","Grass","Rare","Colorless","1","","","Gather Order","Grass","1","","Search your deck for as many Combee as you like and put them onto your Bench. Shuffle your deck afterward.","Damage Beat","Grass, Colorless","2","20x","Does 20 damage times the number of damage counters on the Defending Pokemon.","Fire","x2"
"bw8-6","Cherubi","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Leech Seed","Grass","1","10","Heal 10 damage from this Pokemon.","","","","","","Fire","x2"
"bw8-7","Cherrim","Pokemon","Stage 1","70","Grass","Rare","Colorless","1","Fair-Weather Heal","Once during your turn (before your attack), you may heal 20 damage from 1 of your Pokemon that has any Grass Energy attached to it.","Random Peck","Grass, Colorless","2","20+","Flip 2 coins. This attack does 20 more damage for each heads.","","","","","","Fire","x2"
"bw8-8","Sewaddle","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Bug Bite","Grass","1","20","","","","","","","Fire","x2"
"bw8-9","Swadloon","Pokemon","Stage 1","80","Grass","Uncommon","Colorless, Colorless","2","","","Swaddle Guard","Grass","1","","During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 40 (after applying Weakness and Resistance).","Surprise Attack","Colorless, Colorless","2","40","Flip a coin. If tails, this attack does nothing.","Fire","x2"
"bw8-10","Leavanny","Pokemon","Stage 2","140","Grass","Rare","Colorless, Colorless","2","","","Cleave","Colorless, Colorless","2","30","Flip 2 coins. If both of them are heads, discard all Energy attached to the Defending Pokemon.","Leaf Blade","Grass, Grass, Colorless","3","70+","Flip a coin. If heads, this attack does 20 more damage.","Fire","x2"
"bw8-11","Maractus","Pokemon","Basic","90","Grass","Uncommon","Colorless","1","","","Dazzle Dance","Grass","1","10","The Defending Pokemon is now Confused.","Ambush","Grass, Colorless","2","20+","Flip a coin. If heads, this attack does 30 more damage.","Fire","x2"
"bw8-12","Foongus","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Astonish","Colorless","1","","Flip a coin. If heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.","","","","","","Fire","x2"
"bw8-13","Amoonguss","Pokemon","Stage 1, Team Plasma","90","Grass","Uncommon","Colorless, Colorless","2","","","Astonish","Colorless","1","","Flip a coin. If heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck.","Miracle Powder","Grass, Colorless","2","30","Flip a coin. If heads, choose a Special Condition. The Defending Pokemon is now affected by that Special Condition.","Fire","x2"
"bw8-15","Chimchar","Pokemon","Basic","50","Fire","Common","Colorless","1","","","Flare","Fire","1","20","","","","","","","Water","x2"
"bw8-16","Monferno","Pokemon","Stage 1","80","Fire","Uncommon","Colorless","1","","","Loud Howl","Colorless","1","","Your opponent Switches the Defending Pokemon with 1 of his or her Benched Pokemon.","Fire Tail Slap","Fire, Colorless","2","50","Discard an Energy attached to this Pokemon.","Water","x2"
"bw8-17","Infernape","Pokemon","Stage 2, Team Plasma","130","Fire","Rare Holo","","0","","","Torment","Colorless","1","30","Choose 1 of the Defending Pokemon's attack. That Pokemon can't use that attack during your opponent's next turn.","Malevolent Fire","Fire, Colorless","2","120","Discard all Energy attached to this Pokemon.","Water","x2"
"bw8-19","Pansear","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Scratch","Colorless, Colorless","2","20","","Double Fire","Fire, Fire, Colorless","3","40x","Flip 2 coins. This attack does 40 damage times the number of heads.","Water","x2"
"bw8-20","Simisear","Pokemon","Stage 1","90","Fire","Uncommon","Colorless, Colorless","2","","","Searing Flame","Fire","1","20","The Defending Pokemon is now Burned.","Flame Blast","Colorless, Colorless, Colorless","3","40+","Does 20 more damage for each Fire Energy attached to this Pokemon.","Water","x2"
"bw8-21","Litwick","Pokemon","Basic","60","Fire","Common","Colorless","1","","","Surprise Attack","Colorless","1","20","Flip a coin. If tails, this attack does nothing.","","","","","","Water","x2"
"bw8-22","Lampent","Pokemon","Stage 1","70","Fire","Uncommon","Colorless","1","Freefloating","If this Pokemon has no Energy attached to it, this Pokemon has no Retreat Cost.","Will-O-Wisp","Fire, Colorless","2","20","","","","","","","Water","x2"
"bw8-23","Heatmor","Pokemon","Basic","90","Fire","Uncommon","Colorless, Colorless","2","","","Luring Flame","Fire","1","","Switch 1 of your opponent's Benched Pokemon with the Defending Pokemon. The new Defending Pokemon is now Burned.","Fiery Licks","Fire, Fire, Fire","3","50x","Discard the top 4 cards of your deck. This attack does 50 damage times the number of Fire Energy cards discarded.","Water","x2"
"bw8-24","Squirtle","Pokemon","Basic","60","Water","Common","Colorless","1","","","Tackle","Colorless","1","10","","","","","","","Grass","x2"
"bw8-26","Swinub","Pokemon","Basic","60","Water","Common","Colorless, Colorless","2","","","Double Headbutt","Water, Colorless","2","20x","Flip 2 coins. This attack does 20 damage times the number of heads.","","","","","","Metal","x2"
"bw8-27","Piloswine","Pokemon","Stage 1","100","Water","Uncommon","Colorless, Colorless, Colorless","3","","","Ice Beam","Water, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Quintuple Headbutt","Water, Water, Colorless, Colorless","4","40x","Flip 5 coins. This attack does 40 damage times the number of heads.","Metal","x2"
"bw8-28","Mamoswine","Pokemon","Stage 2","150","Water","Rare","Colorless, Colorless, Colorless, Colorless","4","","","Frost Stone","Water, Colorless, Colorless","3","50+","Flip a coin. If heads, this attack does 20 more damage and the Defending Pokemon is now Paralyzed.","Continuous Headbutt","Water, Water, Colorless, Colorless","4","90x","Flip a coin until you get tails. This attack does 90 damage times the number of heads.","Metal","x2"
"bw8-29","Lotad","Pokemon","Basic","60","Water","Common","Colorless","1","","","Bubble Beam","Water, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","","","","","","Lightning","x2"
"bw8-30","Lombre","Pokemon","Stage 1","80","Water","Uncommon","Colorless, Colorless","2","","","Jump On","Colorless, Colorless","2","20+","Flip a coin. If heads, this attack does 20 more damage.","Wave Splash","Water, Colorless, Colorless","3","50","","Lightning","x2"
"bw8-31","Ludicolo","Pokemon","Stage 2","130","Water","Rare","Colorless, Colorless, Colorless","3","Rain Dish","At any times between turns, heal 20 damage from this Pokemon.","Groovy Dance","Water, Water, Colorless","3","70","You may discard an Energy attached to this Pokemon. If you do, the Defending Pokemon is now Confused.","","","","","","Lightning","x2"
"bw8-32","Carvanha","Pokemon","Basic","60","Water","Common","Colorless","1","","","Bite","Water, Colorless","2","20","","","","","","","Lightning","x2"
"bw8-33","Sharpedo","Pokemon","Stage 1, Team Plasma","90","Water","Rare","","0","Rough Skin","If this Pokemon is your Active Pokemon and is damaged by an opponent's attack (even if this Pokemon is Knocked Out), put 2 damage counters on the Attacking Pokemon.","Hard Bite","Water, Colorless","2","40+","Flip a coin. If heads, this attack does 20 more damage.","","","","","","Lightning","x2"
"bw8-34","Manaphy","Pokemon","Basic","70","Water","Rare Holo","Colorless","1","Final Wish","When this Pokemon is Knocked Out by damage from an opponent's attack, search your deck for a card and put it into your hand. Shuffle your deck afterward.","Seafaring","Water","1","","Flip 3 coins. For each heads, attach a Water Energy card from your discard pile to your Benched Pokemon in any way you like.","","","","","","Lightning","x2"
"bw8-35","Vanillite","Pokemon","Basic","60","Water","Common","Colorless","1","","","Snow Squall","Colorless","1","10","This attack's damage isn't affected by Resistance.","","","","","","Metal","x2"
"bw8-36","Vanillish","Pokemon","Stage 1","80","Water","Uncommon","Colorless","1","","","Icy Snow","Water, Colorless","2","30","","","","","","","Metal","x2"
"bw8-37","Vanilluxe","Pokemon","Stage 2","130","Water","Rare","Colorless","1","","","Enefountain","Colorless","1","30","Attach 2 basic Energy cards from your hand to 1 of your Pokemon.","Blizzard","Water, Water, Colorless","3","70","Does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Metal","x2"
"bw8-38","Frillish","Pokemon","Basic","70","Water","Common","Colorless, Colorless","2","","","Absorb","Water, Colorless","2","10","Heal 10 damage from this Pokemon.","","","","","","Lightning","x2"
