"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ex2-1","Armaldo","Pokemon","Stage 2","120","Fighting","Rare Holo","Colorless, Colorless, Colorless","3","Primal Veil","As long as Armaldo is your Active Pokemon, each player can't play any Supporter Cards.","Blade Arms","Fighting, Fighting, Colorless","3","60","","","","","","","Grass","x2"
"ex2-2","Cacturne","Pokemon","Stage 1","80","Grass","Rare Holo","Colorless","1","Poison Payback","If Cacturne is your Active Pokemon and is damaged by an opponent's attack (even if Cacturne is Knocked Out), the Attacking Pokemon is now Poisoned.","Feint Attack","Colorless, Colorless, Colorless","3","","Choose 1 of your opponent's Pokemon. This attack does 40 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies or any other effects on that Pokemon.","","","","","","Fire","x2"
"ex2-3","Cradily","Pokemon","Stage 2","100","Grass","Rare Holo","Colorless, Colorless","2","Super Suction Cups","As long as Cradily is your Active Pokemon, your opponent's Pokemon can't retreat.","Lure Poison","Colorless","1","","Before using this effect, you may switch the Defending Pokemon with 1 of your opponent's Benched Pokemon, if any. The Defending Pokemon is now Poisoned.","Spiral Drain","Grass, Colorless, Colorless","3","50","Remove 2 damage counters from Cradily (remove 1 if there is only 1).","Fire","x2"
"ex2-4","Dusclops","Pokemon","Stage 1","70","Psychic","Rare Holo","Colorless","1","","","Judgement","Psychic, Colorless","2","","Flip 2 coins. If both of them are heads, the Defending Pokemon is Knocked Out.","Random Curse","Psychic, Colorless, Colorless","3","","Put a total of 5 damage counters on all Defending Pokemon in any way you like.","Darkness","x2"
"ex2-5","Flareon","Pokemon","Stage 1","80","Fire","Rare Holo","Colorless, Colorless","2","","","Super Singe","Fire, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Burned.","Flamethrower","Fire, Colorless, Colorless, Colorless","4","70","Discard a Fire Energy card attached to Flareon.","Water","x2"
"ex2-6","Jolteon","Pokemon","Stage 1","70","Lightning","Rare Holo","Colorless","1","","","Double Kick","Colorless, Colorless","2","20x","Flip 2 coins. This attack does 20 damage times the number of heads.","Lightning Strike","Lightning, Lightning, Colorless","3","40","You may discard all Lightning Energy cards attached to Jolteon. If you do, this attack's base damage is 70 instead of 40.","Fighting","x2"
"ex2-7","Ludicolo","Pokemon","Stage 2","90","Water","Rare Holo","Colorless, Colorless","2","Rain Dish","At any time between turns, remove 1 damage counter from Ludicolo.","Hydro Punch","Water, Colorless, Colorless","3","50+","Does 50 damage plus 10 more damage for each Water Energy attached to Ludicolo but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.","","","","","","Lightning","x2"
"ex2-8","Lunatone","Pokemon","Basic","60","Psychic","Rare Holo","Colorless","1","Lunar Eclipse","Once during your turn (before your attack), if Solrock is in play, you may use this power. Until the end of your turn, Lunatone's type is Darkness. This power can't be used if Lunatone is affected by a Special Condition.","Cosmic Draw","Colorless","1","","If your opponent has any Evolved Pokemon in play, draw 3 cards.","Lunar Blast","Psychic, Colorless","2","30","","Psychic","x2"
"ex2-9","Mawile","Pokemon","Basic","60","Metal","Rare Holo","Colorless","1","","","Scam","Colorless","1","","Look at your opponent's hand. You may have your opponent shuffle a Supporter card you find there into his or her deck. If you do, your opponent draws a card.","Metal Hook","Metal, Colorless","2","20","Before doing damage, you may switch 1 of your opponent's Benched Pokemon with 1 of the Defending Pokemon. If you do, this attack does 20 damage to the new Defending Pokemon.","Fire","x2"
"ex2-10","Sableye","Pokemon","Basic","60","Darkness","Rare Holo","Colorless","1","","","Supernatural","Colorless","1","","Look at your opponent's hand. You may use the effect of a Supporter card you find there as the effect of this attack. (The Supporter card remains in your opponent's hand.)","Dark Bind","Darkness, Colorless","2","20","You may discard a Darkness Energy card attached to Sableye. If you do, the Defending Pokemon is now Paralyzed.","Fighting","x2"
