"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"bw2-1","Pansage","Pokemon","Basic","70","Grass","Common","Colorless","1","","","Collect","Colorless","1","","Draw a card.","Scratch","Colorless, Colorless","2","20","","Fire","x2"
"bw2-2","Simisage","Pokemon","Stage 1","90","Grass","Rare","Colorless, Colorless","2","","","Fire's Power","Colorless, Colorless","2","30","If this Pokemon has any Fire Energy attached to it, the Defending Pokemon is now Burned.","Seed Bomb","Grass, Colorless, Colorless","3","60","","Fire","x2"
"bw2-3","Sewaddle","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Tackle","Colorless","1","10","","String Shot","Grass","1","","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Fire","x2"
"bw2-4","Sewaddle","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Gnaw","Colorless","1","10","","Razor Leaf","Grass, Colorless","2","20","","Fire","x2"
"bw2-5","Swadloon","Pokemon","Stage 1","80","Grass","Uncommon","Colorless","1","","","Gnaw","Colorless","1","20","","Double Razor Leaf","Grass, Colorless, Colorless","3","50x","Flip 2 coins. This attack does 50 damage times the number of heads.","Fire","x2"
"bw2-6","Swadloon","Pokemon","Stage 1","70","Grass","Uncommon","Colorless, Colorless","2","","","Grass Cocooning","Grass","1","","Heal 40 damage from this Pokemon.","Razor Leaf","Grass, Colorless","2","20","","Fire","x2"
"bw2-7","Leavanny","Pokemon","Stage 2","130","Grass","Rare","Colorless","1","","","Nurturing","Colorless","1","","Choose 1 of your Pokemon. Search your deck for a card that evolves from that Pokemon and put it onto that Pokemon. (This counts as evolving that Pokemon.) Shuffle your deck afterward.","X-Scissor","Grass, Colorless","2","30+","Flip a coin. If heads, this attack does 50 more damage.","Fire","x2"
"bw2-8","Leavanny","Pokemon","Stage 2","130","Grass","Rare","Colorless","1","","","Slash","Colorless","1","30","","Triple Cutter","Grass, Grass, Colorless","3","60x","Flip 3 coins. This attack does 60 damage times the number of heads.","Fire","x2"
"bw2-9","Cottonee","Pokemon","Basic","40","Grass","Common","Colorless","1","","","Absorb","Grass","1","10","Heal 10 damage from this Pokemon.","","","","","","Fire","x2"
"bw2-10","Cottonee","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Cotton Guard","Grass","1","10","During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 10 (after applying Weakness and Resistance).","","","","","","Fire","x2"
"bw2-11","Whimsicott","Pokemon","Stage 1","80","Grass","Uncommon","","0","","","Helping Hand","Colorless","1","","Search your deck for a basic Energy card and attach it to 1 of your Benched Pokemon. Shuffle your deck afterward.","Cotton Guard","Grass","1","30","During your opponent's next turn, any damage done to this Pokemon by attacks is reduced by 30 (after applying Weakness and Resistance).","Fire","x2"
"bw2-12","Whimsicott","Pokemon","Stage 1","80","Grass","Rare","Colorless","1","","","Encore","Colorless","1","20","Choose 1 of the Defending Pokemon's attacks. During your opponent's next turn, that Pokemon can only use that attack.","U-turn","Grass, Grass","2","40","Switch this Pokemon with 1 of your Benched Pokemon.","Fire","x2"
"bw2-13","Petilil","Pokemon","Basic","50","Grass","Common","Colorless","1","","","Stun Spore","Grass","1","","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Cut","Grass, Colorless","2","20","","Fire","x2"
"bw2-14","Lilligant","Pokemon","Stage 1","90","Grass","Uncommon","Colorless","1","","","Bemusing Aroma","Grass","1","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed and Poisoned. If tails, the Defending Pokemon is now Confused.","Cut","Grass, Colorless, Colorless","3","60","","Fire","x2"
"bw2-15","Deerling","Pokemon","Basic","60","Grass","Common","Colorless","1","","","Tackle","Colorless","1","10","","Wild Kick","Grass, Grass","2","40","Flip a coin. If tails, this attack does nothing.","Fire","x2"
"bw2-16","Sawsbuck","Pokemon","Stage 1","100","Grass","Rare","Colorless, Colorless","2","","","Push Down","Colorless, Colorless","2","30","Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon.","Take Down","Grass, Colorless","2","60","This Pokemon does 20 damage to itself.","Fire","x2"
"bw2-17","Virizion","Pokemon","Basic","100","Grass","Rare Holo","Colorless","1","","","Giga Drain","Grass, Colorless","2","30","Heal from this Pokemon the same amount of damage you did to the Defending Pokemon.","Sacred Sword","Grass, Grass, Colorless","3","100","This Pokemon can't use Sacred Sword during your next turn.","Fire","x2"
"bw2-18","Pansear","Pokemon","Basic","70","Fire","Common","Colorless","1","","","Collect","Colorless","1","","Draw a card.","Scratch","Colorless, Colorless","2","20","","Water","x2"
"bw2-19","Simisear","Pokemon","Stage 1","90","Fire","Rare","Colorless","1","","","Water's Power","Colorless, Colorless","2","30","If this Pokemon has any Water Energy attached to it, the Defending Pokemon is now Asleep.","Flamethrower","Fire, Colorless, Colorless","3","70","Discard an Energy attached to this Pokemon.","Water","x2"
"bw2-20","Darumaka","Pokemon","Basic","70","Fire","Common","Colorless, Colorless","2","","","Tackle","Colorless","1","10","","Combustion","Fire, Colorless, Colorless","3","30","","Water","x2"
"bw2-21","Darmanitan","Pokemon","Stage 1","100","Fire","Rare","Colorless, Colorless, Colorless","3","","","Rock Smash","Colorless, Colorless","2","20+","Flip a coin. If heads, this attack does 20 more damage.","Fire Punch","Fire, Fire, Colorless, Colorless","4","70","The Defending Pokemon is now Burned.","Water","x2"
"bw2-22","Panpour","Pokemon","Basic","70","Water","Common","Colorless","1","","","Collect","Colorless","1","","Draw a card.","Scratch","Colorless, Colorless","2","20","","Lightning","x2"
"bw2-23","Simipour","Pokemon","Stage 1","90","Water","Rare","Colorless","1","","","Grass' Power","Colorless, Colorless","2","30","If this Pokemon has any Grass Energy attached to it, heal 20 damage from this Pokemon.","Rushing Water","Water, Colorless, Colorless","3","60","Move an Energy attached to the Defending Pokemon to 1 of your opponent's Benched Pokemon.","Lightning","x2"
"bw2-24","Basculin","Pokemon","Basic","80","Water","Common","Colorless","1","","","Flail","Colorless","1","10x","Does 10 damage times the number of damage counters on this Pokemon.","Final Gambit","Water, Colorless, Colorless","3","80","Flip 2 coins. If both of them are tails, this Pokemon does 80 damage to itself.","Lightning","x2"
"bw2-25","Basculin","Pokemon","Basic","80","Water","Uncommon","Colorless","1","","","Tackle","Colorless","1","10","","Splatter","Water, Colorless","2","","Does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Lightning","x2"
"bw2-26","Ducklett","Pokemon","Basic","60","Water","Common","Colorless","1","","","Roost","Colorless","1","","Heal 40 damage from this Pokemon. This Pokemon can't retreat during your next turn.","Rain Splash","Water, Water","2","20","","Lightning","x2"
"bw2-27","Swanna","Pokemon","Stage 1","90","Water","Rare","Colorless","1","","","Wing Dance","Colorless, Colorless","2","30","Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.","Air Slash","Water, Colorless, Colorless","3","70","Discard an Energy attached to this Pokemon.","Lightning","x2"
"bw2-28","Cubchoo","Pokemon","Basic","70","Water","Common","Colorless, Colorless","2","","","Powder Snow","Water","1","10","Flip a coin. If heads, the Defending Pokemon is now Asleep.","Rest","Colorless, Colorless","2","","Heal 60 damage from this Pokemon. This Pokemon is now Asleep.","Metal","x2"
"bw2-29","Cubchoo","Pokemon","Basic","70","Water","Common","Colorless, Colorless","2","","","Icicle Punch","Water, Water","2","30","","","","","","","Metal","x2"
"bw2-30","Beartic","Pokemon","Stage 1","130","Water","Rare Holo","Colorless, Colorless, Colorless","3","","","Sheer Cold","Water, Colorless, Colorless","3","50","The Defending Pokemon can't attack during your opponent's next turn.","Icicle Crash","Water, Water, Colorless, Colorless","4","80","This attack's damage isn't affected by Resistance.","Metal","x2"
"bw2-31","Beartic","Pokemon","Stage 1","130","Water","Rare","Colorless, Colorless","2","","","Icy Wind","Water","1","30","The Defending Pokemon is now Asleep.","Superpower","Water, Water, Colorless","3","60+","You may do 20 more damage. If you do, this Pokemon does 20 damage to itself.","Metal","x2"
"bw2-32","Emolga","Pokemon","Basic","70","Lightning","Common","","0","","","Thundershock","Lightning","1","10","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Acrobatics","Colorless, Colorless","2","10+","Flip 2 coins. This attack does 20 more damage for each heads.","Fighting","x2"
"bw2-33","Joltik","Pokemon","Basic","40","Lightning","Common","Colorless","1","","","Gnaw","Colorless","1","10","","","","","","","Fighting","x2"
"bw2-34","Galvantula","Pokemon","Stage 1","80","Lightning","Uncommon","","0","","","Gnaw","Colorless","1","20","","Stun Needle","Lightning, Colorless","2","30","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Fighting","x2"
"bw2-35","Thundurus","Pokemon","Basic","110","Lightning","Rare Holo","Colorless","1","","","Charge","Colorless","1","","Search your deck for a Lightning Energy card and attach it to this Pokemon. Shuffle your deck afterward.","Disaster Volt","Lightning, Lightning, Colorless","3","80","Discard an Energy attached to this Pokemon.","Fighting","x2"
"bw2-36","Woobat","Pokemon","Basic","60","Psychic","Common","Colorless","1","","","Psy Bolt","Psychic, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","","","","","","Psychic","x2"
"bw2-37","Swoobat","Pokemon","Stage 1","90","Psychic","Rare","Colorless","1","","","Psyshot","Psychic","1","30","","Phat Sound","Psychic, Colorless","2","","Flip 3 coins. This attack does 10 damage times the number of heads to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Lightning","x2"
"bw2-38","Venipede","Pokemon","Basic","70","Psychic","Common","Colorless, Colorless","2","","","Poison Sting","Psychic","1","","Flip a coin. If heads, the Defending Pokemon is now Poisoned.","Tackle","Colorless, Colorless","2","20","","Psychic","x2"
