"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ex7-1","Azumarill","Pokemon","Stage 1","80","Water","Rare Holo","Colorless","1","Froth","Once during your turn, when you play Azumarill from your hand to evolve 1 of your Active Pokemon, you may use this power. Each Defending Pokemon is now Paralyzed.","Water Punch","Water, Colorless","2","20+","Flip a coin for each Water Energy attached to Azumarill. This attack does 20 damage plus 20 more damage for each heads.","","","","","","Lightning","x2"
"ex7-2","Dark Ampharos","Pokemon","Stage 2","120","Lightning, Darkness","Rare Holo","Colorless, Colorless","2","Darkest Impulse","As long as Dark Ampharos is in play, whenever your opponent plays an Evolution card from his or her hand to evolve 1 of his or her Pokemon, put 2 damage counters on that Pokemon. You can't use more than 1 Darkest Impulse Poke-Body each turn.","Ram","Colorless, Colorless","2","30","","Shock Bolt","Lightning, Colorless, Colorless","3","70","Discard all Lightning Energy attached to Dark Ampharos.","Fighting","x2"
"ex7-3","Dark Crobat","Pokemon","Stage 2","90","Grass, Darkness","Rare Holo","Colorless","1","Black Beam","Once during your turn (before your attack), if Dark Crobat is your Active Pokemon, you may choose 1 of the Defending Pokemon. That Pokemon is now Poisoned. This power can't be used if Dark Crobat is affected by a Special Condition.","Dark Drain","Grass, Colorless","2","","Does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) Remove from Dark Crobat a number of damage counters equal to the number of your opponent's Pokemon in play.","Skill Dive","Grass, Colorless","2","","Does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Lightning","x2"
"ex7-4","Dark Electrode","Pokemon","Stage 1","70","Lightning, Darkness","Rare Holo","Colorless","1","Darkness Navigation","Once during your turn (before your attack), if Dark Electrode has no Energy attached to it, you may search your deck for a Darkness or Dark Metal Energy and attach it to Dark Electrode. Shuffle your deck afterward. This power can't be used if Dark Electrode is affected by a Special Condition.","Energy Bomb","Lightning","1","30","You may move all Energy cards attached to Dark Electrode to your Benched Pokemon in any way you like.","","","","","","Fighting","x2"
"ex7-5","Dark Houndoom","Pokemon","Stage 1","70","Fire, Darkness","Rare Holo","Colorless","1","","","Shakedown","Darkness, Colorless","2","20","Choose a card from your opponent's hand without looking and discard it.","Dark Fire","Fire, Colorless, Colorless","3","40+","You may discard a Fire Energy or Darkness Energy attached to Dark Houndoom. If you do, this attack does 40 damage plus 20 more damage.","Fighting","x2"
"ex7-6","Dark Hypno","Pokemon","Stage 1","70","Psychic, Darkness","Rare Holo","Colorless","1","","","Dark Link","Colorless","1","","Flip a coin. If heads, choose an attack on 1 of your Pokemon in play that has Dark in its name (excluding this one). Dark Link copies that attack except for its Energy cost. (You must still do anything else required for that attack.) (No matter what type that Pokemon is, Dark Hypno's type is still Psychic Darkness.) Dark Hypno performs that attack.","Black Magic","Psychic, Colorless","2","20x","Does 20 damage times the number of your opponent's Benched Pokemon.","Psychic","x2"
"ex7-7","Dark Marowak","Pokemon","Stage 1","70","Fighting, Darkness","Rare Holo","Colorless","1","","","Brick Smash","Colorless, Colorless","2","30","This attack's damage isn't affected by Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","Hard Bone","Fighting, Fighting, Colorless","3","70","Discard a Basic Pokemon or Evolution card from your hand or this attack does nothing.","Grass","x2"
"ex7-8","Dark Octillery","Pokemon","Stage 1","70","Water, Darkness","Rare Holo","Colorless","1","","","Black Suction Cups","Water","1","","Does 10 damage to each Defending Pokemon. Flip a coin. If heads, each Defending Pokemon is now Paralyzed.","Ink Blast","Colorless, Colorless","2","30+","Does 30 damage plus 10 more damage for each Energy attached to Dark Octillery but not used to pay for this attack's Energy cost. You can't add more than 20 damage in this way.","Lightning","x2"
"ex7-9","Dark Slowking","Pokemon","Stage 1","80","Psychic, Darkness","Rare Holo","Colorless","1","Cunning","Once during your turn (before your attack), you may look at the top card of your opponent's deck. Then, you may shuffle his or her deck. This power can't be used if Dark Slowking is affected by a Special Condition.","Litter","Psychic, Colorless","2","20+","You may discard a combination of up to 2 Pokemon Tool cards and Rocket's Secret Machine cards from your hand. If you do, this attack does 20 damage plus 30 more damage for each card you discarded.","","","","","","Grass","x2"
"ex7-10","Dark Steelix","Pokemon","Stage 1","110","Darkness, Metal","Rare Holo","Colorless, Colorless, Colorless, Colorless","4","","","Energy Link","Colorless, Colorless","2","20","Search your discard pile for an Energy card and attach it to Dark Steelix.","Heavy Impact","Fighting, Colorless, Colorless, Colorless","4","60","","Fire","x2"
