"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ex10-1","Ampharos","Pokemon","Stage 2","120","Lightning","Rare Holo","Colorless, Colorless","2","Energy Connect","As often as you like during your turn (before your attack), you may move a basic Energy card attached to 1 of your Benched Pokemon to your Active Pokemon. This power can't be used if Ampharos is affected by a Special Condition.","Miraculous Thunder","Lightning, Colorless, Colorless","3","50","You may discard all Lightning Energy attached to Ampharos. If you do, the Defending Pokemon is now Burned and Confused.","","","","","","Fighting","x2"
"ex10-2","Ariados","Pokemon","Stage 1","70","Grass","Rare Holo","Colorless","1","","","Reactive Poison","Colorless","1","10+","Does 10 damage plus 30 more damage for each Special Condition affecting the Defending Pokemon.","Spider Trap","Grass","1","","The Defending Pokemon is now Asleep and Poisoned. Before applying this effect, you may switch 1 of your opponent's Benched Pokemon with 1 of the Defending Pokemon. If you do, the new Defending Pokemon is now Asleep and Poisoned. Your opponent chooses the Defending Pokemon to switch.","Psychic","x2"
"ex10-3","Bellossom","Pokemon","Stage 2","90","Grass","Rare Holo","Colorless","1","","","Green Dance","Grass","1","","Search your deck for up to 2 Grass Pokemon, show them to your opponent, and put them into your hand. Shuffle your deck afterward. If you put any Grass Pokemon into your hand, you may switch Bellossom with 1 of your Benched Pokemon.","Full Bloom","Colorless, Colorless, Colorless","3","50+","If you have at least 3 Bellossom in play, this attack does 50 damage plus 50 more damage.","Fire","x2"
"ex10-4","Feraligatr","Pokemon","Stage 2","120","Water","Rare Holo","Colorless, Colorless","2","Intimidating Fang","As long as Feraligatr is your Active Pokemon, any damage done by an opponent's attack is reduced by 10 (before applying Weakness and Resistance).","Pull Away","Water, Colorless","2","30","If your opponent has 5 of more cards in his or her hand, your opponent discards a number of cards until your opponent has 4 cards left in his or her hand.","Tonnage","Water, Colorless, Colorless","3","50+","You may do 50 damage plus 30 more damage. If you do, Feraligatr does 30 damage to itself.","Lightning","x2"
"ex10-5","Flareon","Pokemon","Stage 1","70","Fire","Rare Holo","Colorless","1","","","Fire Dance","Fire","1","20","Search your discard pile for a Fire Energy card and attach it to 1 of your Pokemon.","Multi Burn","Colorless, Colorless, Colorless","3","40+","If Flareon has 3 or more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Burned.","Water","x2"
"ex10-6","Forretress","Pokemon","Stage 1","70","Metal","Rare Holo","Colorless","1","","","Spiky Shell","Colorless, Colorless","2","20","Put 3 damage counters on the Defending Pokemon at the end of your opponent's next turn.","Pop","Metal, Colorless, Colorless, Colorless","4","100","Put 7 damage counters on Forretress. Move all Energy cards attached to Forretress to your Benched Pokemon in any way you like. (Ignore this effect if you don't have any Benched Pokemon.)","Fire","x2"
"ex10-7","Houndoom","Pokemon","Stage 1","70","Fire","Rare Holo","Colorless","1","Lonesome","As long as you have less Pokemon in play than your opponent, your opponent can't play any Trainer cards (except for Supporter cards) from his or her hand.","Tight Jaw","Colorless, Colorless","2","20","Flip a coin. If heads, the Defending Pokemon is now Paralyzed.","Flamethrower","Fire, Fire, Colorless","3","70","Discard a Fire Energy attached to Houndoom.","Water","x2"
"ex10-8","Jolteon","Pokemon","Stage 1","70","Lightning","Rare Holo","","0","","","Attract Current","Lightning","1","20","Flip a coin. If heads, search your deck for a Lightning Energy card and attach it to 1 of your Pokemon. Shuffle your deck afterward.","Multi Pulse","Colorless, Colorless, Colorless","3","40+","If Jolteon has 3 of more different types of basic Energy cards attached to it, this attack does 40 damage plus 20 more damage and the Defending Pokemon is now Confused.","Fighting","x2"
"ex10-9","Meganium","Pokemon","Stage 2","100","Grass","Rare Holo","Colorless, Colorless, Colorless","3","Healing Aroma","As long as Meganium is your Active Pokemon, remove 1 damage counter from each Pokemon (excluding Pokemon-ex) (both yours and your opponent's) between turns.","Bouncy Move","Grass, Grass, Colorless","3","50+","You may put up to 5 damage counters on Meganium. If you do, this attack does 50 damage plus 10 more damage for each damage counter you put on Meganium in this way.","","","","","","Fire","x2"
"ex10-10","Octillery","Pokemon","Stage 1","80","Water","Rare Holo","Colorless","1","Super Suction Cups","As long as Octillery is your Active Pokemon, your opponent's Pokemon can't retreat.","Standing By","Colorless","1","","Discard an Energy card attached to Octillery. During your next turn, Octillery's Pulse Blast attack's base damage is 120.","Pulse Blast","Water, Colorless","2","30","","Lightning","x2"
