"id","name","supertype","subtypes","hp","types","rarity","retreatCost","convertedRetreatCost","AbilityName","AbilityText","Attack1Name","Attack1Cost","Attack1ConvertedCost","Attack1Damage","Attack1Text","Attack2Name","Attack2Cost","Attack2ConvertedCost","Attack2Damage","Attack2Text","Weakness1Type","Weakness1Value"
"ex5-1","Banette","Pokemon","Stage 1","70","Psychic","Rare Holo","Colorless","1","","","Shadow Steal","Psychic","1","10+","Does 10 damage plus 20 more damage for each Special Energy card in your opponent's discard pile.","Darkness Chant","Psychic, Colorless","2","","Count the number of Basic Pokemon or Evolution cards in your discard pile. Put that many damage counters on the Defending Pokemon. You can't put more than 6 damage counters on the Defending Pokemon in this way.","Darkness","x2"
"ex5-2","Claydol","Pokemon","Stage 1","80","Psychic","Rare Holo","Colorless","1","Primal Pull","As long as Claydol is your Active Pokemon, each player's Evolved Pokemon pays Colorless more Energy to use its attacks.","Muddy Eye","Psychic","1","10x","Does 10 damage times the number of basic Energy cards attached to Claydol and the Defending Pokemon.","","","","","","Psychic","x2"
"ex5-3","Crobat","Pokemon","Stage 2","90","Grass","Rare Holo","","0","","","Flutter Trick","Colorless","1","20","Flip a coin. If heads, look at your opponent's hand and choose 1 card. Your opponent discards the card you chose.","Triple Poison","Grass, Colorless","2","10","The Defending Pokemon is now Poisoned. Put 3 damage counters instead of 1 on the Defending Pokemon between turns.","Psychic","x2"
"ex5-4","Dark Celebi","Pokemon","Basic","70","Grass, Darkness","Rare Holo","Colorless","1","","","Dark Provide","Colorless","1","","Attach up to 1 Grass or Darkness Energy card from your hand to your Pokemon.","Leaf Poison","Grass, Darkness","2","20","The Defending Pokemon is now Poisoned.","Fire","x2"
"ex5-5","Electrode","Pokemon","Stage 1","70","Lightning","Rare Holo","Colorless","1","","","Swift","Lightning","1","30","This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","Mass Destruction","Colorless, Colorless, Colorless","3","","Both Electrode and the Defending Pokemon are now Knocked Out. If Electrode has any Special Energy cards attached to it, this attack does nothing.","Fighting","x2"
"ex5-6","Exploud","Pokemon","Stage 2","120","Colorless","Rare Holo","Colorless, Colorless","2","","","Breaking Sound","Colorless","1","","Does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Bass Control","Colorless, Colorless","2","","Does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)","Fighting","x2"
"ex5-7","Heracross","Pokemon","Basic","70","Grass","Rare Holo","Colorless","1","","","Extra Draw","Colorless","1","","If your opponent has any Pokemon-ex in play, search your deck for up to 2 Grass Energy cards and attach them to Heracross. Shuffle your deck afterward.","Sonicboom","Grass, Grass, Colorless","3","50","This attack's damage isn't affected by Weakness or Resistance.","Fire","x2"
"ex5-8","Jirachi","Pokemon","Basic","70","Psychic, Metal","Rare Holo","Colorless","1","","","Make a Wish","Colorless","1","","Search your deck for a card that evolves from 1 of your Pokemon and put it on that Pokemon. (This counts as evolving that Pokemon.) If you do, put 1 damage counter on Jirachi. Shuffle your deck afterward.","Mind Bend","Psychic, Metal","2","30","Flip a coin. If heads, the Defending Pokemon is now Confused.","Fire","x2"
"ex5-9","Machamp","Pokemon","Stage 2","120","Fighting","Rare Holo","Colorless, Colorless","2","Overzealous","If your opponent has any Pokemon-ex in play, each of Machamp's attacks do 30 more damage to the Defending Pokemon.","Brick Smash","Fighting, Colorless","2","40","This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on the Defending Pokemon.","Cross Chop","Fighting, Colorless, Colorless, Colorless","4","60+","Flip a coin. If heads, this attack does 60 damage plus 30 more damage.","Psychic","x2"
"ex5-10","Medicham","Pokemon","Stage 1","80","Fighting","Rare Holo","Colorless","1","","","Meditate","Fighting, Colorless","2","20+","Does 20 damage plus 10 more damage for each damage counter on the Defending Pokemon.","Chakra Points","Fighting, Colorless, Colorless","3","10+","Does 10 damage plus 10 more damage for each card in your opponent's hand.","Psychic","x2"
